ID_MTPWEB;CATEGORIE;NOM;QUARTIER;SOUSQUARTIER;TELEPHONE;FAX;COURRIEL;SITEWEB;STATIONNEMENT;ID_GIS_DELTA;LATITUDE;LONGITUDE;ADDR_NUMERO;ADDR_SUFFIXE;ADDR_VOIETYPE;ADDR_NOMVOIE;ADDR_COMPLEMENTAIRE;ADDR_CODEPOSTAL;ADDR_VILLE;ADDR_CEDEX;AME_ACCESSIBILITEGENERALE;AME_BOUCLEMAGNETIQUE;AME_TOILETTE;AME_ASCENSEUR;AME_PLACESTATIONNEMENT;AME_ACCESSIBILITESTATIONNEMENT;ACCES_PRECISION;ACCES_TRAM;ACCES_BUS;COMMENTAIRE;OSM_ID;OSM_TYPE;ID_ANCHOR
1214;Associations;Communauté Emmaus de Montpellier;;;04 99 77 23 60;;;;;;;;;;;;La Vieille Cadoule;34130;Saint-Aunès;;;0;;;;;;;;;;;1079
849;Compagnies;Compagnie Acanthe;Montpellier Centre;;04 67 42 40 51;;;;;;;;30;;Rue;de la Paille;Résidence La Paille - Esc. 7;34000;Montpellier;;;0;;;;;;;;;;;765
697;Compagnies;Compagnie Amadée / Flavio Polizzi;Montpellier Centre;;04 67 58 92 00;04 67 58 92 00;amadee-theatre@wanadoo.fr;;;;;;10;;Rue;Yvan;;34070;Montpellier;;;0;;;;;;;;;;;698
685;Compagnies;Compagnie Anabase;Montpellier Centre;;06 08 78 98 02;;contact@anabaz.com;www.anabaz.com;;;;;5;;Rue;Reynes;Fabrique : LaSalle3;34000;Montpellier;;;0;;;;;;;;;;;686
819;Compagnies;Compagnie Anne-Marie Porras;Montpellier Centre;;04 67 92 59 03;04 67 58 97 40;contact@cie-porras.com;www.cie-porras.com*;;;;;54;;Rue;du Faubourg Figuerolles;;34000;Montpellier;;;0;;;;;;;;;;;738
841;Compagnies;Compagnie Artefact Danse;Montpellier Centre;;04 67 64 05 02;;artefactdanse@wanadoo.fr;;;;;;17;bis;Rue;Boyer;;34000;Montpellier;;;0;;;;;;;;;;;757
826;Compagnies;Compagnie Aurelia;Montpellier Centre;;04 67 06 52 44;;;compagnieaurelia.free.fr*;;;;;154;;Rue;Courte Oreille;;34000;Montpellier;;;0;;;;;;;;;;;745
830;Compagnies;Compagnie Autre Mi Na;Montpellier Centre;;04 67 60 84 22;;contacts@autremina.com;www.autremina.com*;;;;;17;;Rue;de l'université;;34000;Montpellier;;;0;;;;;;;;;;;1283
692;Compagnies;Compagnie Bagages d'acteurs;Montpellier Centre;;04 67 02 03 26 - 06 60 88 57 52;04 67 02 03 26;bagagesdacteurs@wanadoo.fr;www.bagagesdacteurs.com;;;;;22;;Rue;Ernest Michel;;34000;Montpellier;;;0;;;;;;;;;;;693
1437;Compagnies;Compagnie Caracol;Les Cévennes;;06 63 61 99 36;;c.caracol@voila.fr;;;;;;1250;;Rue;de Las Sorbes;Résidence Les Reinettes Bat. C;34070;Montpellier;;;0;;;;;;;;;;;1277
843;Compagnies;Compagnie Comme ça;Montpellier Centre;;04 99 61 15 56;;mail.commeca@laposte.net;;;;;;;;Boulevard;Louis Blanc;Les Ursulines;34000;Montpellier;;;0;;;;;;;;;;;759
688;Compagnies;Compagnie Commune Scène;Montpellier Centre;;04 67 66 36 59;;communescene@altavista.fr;;;;;;12;;Rue;Charles Amans;;34000;Montpellier;;;0;;;;;;;;;;;689
691;Compagnies;Compagnie de l'Echarpe Blanche;Montpellier Centre;;04 67 54 74 52 / 06 12 13 87 11;;echarpe.sol@orange.fr;www.echarpeblanche.fr;;;;;43;;Rue;de l'Université;;34000;Montpellier;;;0;;;;;;;;;;;692
820;Compagnies;Compagnie Didier Théron;Mosson;;04 67 03 38 22;04 67 03 38 37;communication@didiertheron.com;www.didiertheron.com;;;;;155;;Rue;de Bologne;Espace Bernard Glandier;34080;Montpellier;;;0;;;;;;;;;;;739
706;Compagnies;Compagnie du Navigator;Montpellier Centre;;04 66 80 50 92;;;;;;;;14;;Rue;des Ecoles Laïques;;34000;Montpellier;;;0;;;;;;;;;;;707
703;Compagnies;Compagnie du P'tit Atelier 3 / Juliette Mouchonnat;Montpellier Centre;;06 60 82 52 70;;;;;;;;26;;Rue;du Faubourg Figuerolles;;34000;Montpellier;;;0;;;;;;;;;;;704
707;Compagnies;Compagnie El Baal;Croix d'Argent;;09 50 70 88 34;;elbaal@free.fr;www.elbaal.fr/;;;;;71;;Rue;du Jardin Martel;;34000;Montpellier;;;0;;;;;;;;;;;708
997;Compagnies;Compagnie Émeline Rieux / École de danse Boem;Montpellier Centre;Centre historique;04 67 20 06 75;04 67 20 06 75;boem.danse@wanadoo.fr;www.boemdanse.fr;;;;;3;;Rue;Collot;Hôtel Magny - salle Renaissance;34000;Montpellier;;;0;;;;;;;;;;;908
868;Agglomération;Compagnie générale des eaux;Port Marianne;Millénaire;04 67 20 74 00;;;www.generale-des-eaux.com;;;;;765;;Rue;Henri Becquerel;BP 1224 - Parc du Millénaire;34010;Montpellier;Cedex 1;;0;;;;;;;;;;;781
705;Compagnies;Compagnie Grognon Frères;Prés d'Arènes;;06 10 84 56 35;;grognon.freres@free.fr;;;;;;594;;Rue;de Centrayrargues;;34070;Montpellier;;;0;;;;;;;;;;;706
854;Compagnies;Compagnie Ici et Maintenant;Montpellier Centre;;04 67 66 26 81;;;;;;;;4;;Rue;des Trésoriers de la Bourse;;34000;Montpellier;;;0;;;;;;;;;;;769
842;Compagnies;Compagnie La Camionetta;Montpellier Centre;;04 99 06 07 71;;lacamionetta@wanadoo.fr;;;;;;30;;cours;Gambetta;;34000;Montpellier;;;0;;;;;;;;;;;758
1212;Compagnies;Compagnie La Rampe TIO;Montpellier Centre;;;;;www.larampe-tio.org;;;;;42;;Rue;Adam de Craponne;;34000;Montpellier;;;0;;;;;;;;;;;1077
710;Compagnies;Compagnie la Traversée / Christine Darrigade;Montpellier Centre;;04 67 88 01 96;04 67 88 01 96;;;;;;;5;;Rue;Alexandre Cabanel;;34000;Montpellier;;;0;;;;;;;;;;;711
676;Compagnies;Compagnie Labyrinthes;Montpellier Centre;;04 67 57 42 59;;labyrinthes@hotmail.fr;;;;;;15;;Rue;Isidore Girard;;34000;Montpellier;;;0;;;;;;;;;;;677
1102;Compagnies;Compagnie Les Boucans;Montpellier Centre;;04 67 66 49 13;;chris@lesboucans.com;www.lesboucans.com;;;;;2;ter;Rue;Four des Flammes;;34000;Montpellier;;;0;;;;;;;;;;;1000
824;Compagnies;Compagnie Les Gens du Quai;Montpellier Centre;;04 67 65 96 42;;info@gensduquai.org;www.gensduquai.org;;;;;27;;Quai;Laurens;;34000;Montpellier;;;0;;;;;;;;;;;743
834;Compagnies;Compagnie Les Tontons Swingueurs;Montpellier Centre;;06 17 70 28 36;;swing@lestontonsswingueurs.com;lestontonsswingueurs.com*;;;;;1;;Square;Jean Monnet;;34000;Montpellier;;;0;;;;;;;;;;;752
840;Compagnies;Compagnie Libertango;Croix d'Argent;;04 67 54 30 55;;ltango@free.fr;ltango.free.fr*;;;;;8;;Square;Cézanne;Résidence Saint Clément;34070;Montpellier;;;0;;;;;;;;;;;756
827;Compagnies;Compagnie Lila Green;Hôpitaux - Facultés;;04 67 63 12 43;;;;;;;;2903;;Route;de Mende;Le Clos Jolival;34090;Montpellier;;;0;;;;;;;;;;;746
1405;Compagnies;Compagnie Machine Théâtre;Montpellier Centre;;04 67 06 57 34;;contact@machinetheatre.com;www.machinetheatre.com;;;;;5;;Rue;de la raffinerie;;34000;Montpellier;;;0;;;;;;;;;;;1245
998;Compagnies;Compagnie Maripaule B. / Philippe Goudard;Montpellier Centre;;04 67 63 96 37;04 67 63 96 37;ciegoudard@wanadoo.fr;ciegoudard.monsite.wanadoo.fr;;;;;6;;Rue;Saint-Alexis;;34090;Montpellier;;;0;;;;;;ligne 1, station Place Albert 1er;;;;;909
709;Compagnies;Compagnie Maritime;Montpellier Centre;;04 67 68 23 49;;;laciemaritime.com;;;;;19;;Rue;Chaptal;La Gerbe;34000;Montpellier;;;0;;;;;;;;;;;710
831;Compagnies;Compagnie MCR Danse;Mosson;;04 67 03 01 66;;contact@dansemcr.com;www.dansemcr.com;;;;;475;;Avenue;du Comté de Nice;;34080;Montpellier;;;0;;;;;;;;;;;749
825;Compagnies;Compagnie Michèle Murray;Les Cévennes;;04 67 58 85 80;04 67 06 57 10;cie.michelemurray@club-internet.fr;mailto:www.ciemichelemurray@club-internet.fr*;;;;;21;;Rue;Bacqué;;34070;Montpellier;;;0;;;;;;;;;;;744
682;Compagnies;Compagnie Myrtilles;Croix d'Argent;;04 67 42 44 60;;myrtilles@hotmail.com;;;;;;55;;Rue;Saint-Cléophas;;34070;Montpellier;;;0;;;;;;;;;;;683
695;Compagnies;Compagnie Nocturne / Luc Sabot;Croix d'Argent;;06 89 33 08 17;;luc.sabot@laposte.net;;;;;;15;;Avenue;de Toulouse;;34070;Montpellier;;;0;;;;;;;;;;;696
845;Compagnies;Compagnie O'Bal;Montpellier Centre;;04 67 52 85 35;;cie.obal@wanadoo.fr;;;;;;21;;Rue;de Louvain;;34000;Montpellier;;;0;;;;;;;;;;;761
711;Compagnies;Compagnie Ohé Théâtre;Montpellier Centre;;04 67 64 36 09;;;;;;;;115;;Boulevard;de l'Aéroport International;Résidence Atrium - Apartement 425;34000;Montpellier;;;0;;;;;;;;;;;712
853;Compagnies;Compagnie Olivier Farge;Montpellier Centre;;04 67 99 94 79 ou 06 10 76 38 88;;;mailto:olivier.farge@wanadoo.fr*;;;;;9;;Rue;Lamartine;Résidence Trianon;34000;Montpellier;;;0;;;;;;;;;;;768
832;Compagnies;Compagnie Ombre et Parenthèses / Laurence Saboye;Montpellier Centre;;04 67 58 92 26;;laurencesaboye@aol.com;;;;;;15;;Rue;Poitevine;;34000;Montpellier;;;0;;;;;;;;;;;750
821;Compagnies;Compagnie patricebarthès & Cie;Montpellier Centre;;04 67 99 01 94;04 67 99 01 94;chicanes@wanadoo.fr;www.patricebarthes.com;;;;;7;;Rue;François Périer;;34070;Montpellier;;;0;;;;;;;;;;;740
702;Compagnies;Compagnie Pétrole / Edith Baldy;Montpellier Centre;;04 67 92 42 75;;;;;;;;32;;Boulevard;du Jeu de Paume;;34000;Montpellier;;;0;;;;;;;;;;;703
689;Compagnies;Compagnie Point du Jour;Montpellier Centre;;04 67 54 19 13;;compagniepointdujour@free.fr;www.compagniepointdujour.com;;;;;27;;Rue;de Villefranche;;34090;Montpellier;;;0;;;;;;;;;;;690
850;Compagnies;Compagnie Sylvie Deluz;Montpellier Centre;;04 67 58 59 05;;deluz.sylvie@wanadoo.fr;;;;;;5;;Rue;Fouques;;34000;Montpellier;;;0;;;;;;;;;;;766
822;Compagnies;Compagnie Tang'Hérault;Mosson;;06 87 15 81 16;;;www.tangherault-montpellier.com*;;;;;40;;Rue;Favre de Saint Castor;;34080;Montpellier;;;0;;;;;;;;;;;741
844;Compagnies;Compagnie Tango Panaché;Montpellier Centre;;04 67 58 12 74 ou 06 87 53 75 63;;;mailto:tango.panaché@wanadoo.fr;;;;;17;;Rue;Tour Gayraud;;34070;Montpellier;;;0;;;;;;;;;;;760
1072;Compagnies;Compagnie Théâtre au Présent;Montpellier Centre;;04 67 55 23 07;04 67 04 44 29;theatreaupresent@free.fr;theatreaupresent.free.fr;;;;;1;bis;Rue;Arnaud-de-Villeneuve;;34090;Montpellier;;;0;;;;;;;;;;;972
855;Compagnies;Compagnie Thierry Raymond;Montpellier Centre;;04 67 65 10 56 ou 06 63 82 14 18;;nef-atelier@wanadoo.fr;;;;;;15;;Rue;Lamartine;;34000 Montpellier;Montpellier;;;0;;;;;;;;;;;770
690;Compagnies;Compagnie Tire Pas la Nappe;Montpellier Centre;;06 29 84 19 85;;;;;;;;5;;Rue;de la Raffinerie;;34000;Montpellier;;;0;;;;;;;;;;;691
823;Compagnies;Compagnie Yann Lheureux;Montpellier Centre;;04 99 06 07 89;;danse.lheureux@wanadoo.fr;www.cie-yannlheureux.com;;;;;1;bis;Rue;Etienne Antoine;;34000;Montpellier;;;0;;;;;;;;;;;742
686;Compagnies;Compagnie Zig Zags;Montpellier Centre;;04 67 22 15 42;;zigzags@libertysurf.fr;;;;;;7;;Quai;Laurens;;34000;Montpellier;;;0;;;;;;;;;;;687
1261;Compagnies;Compagnie Zing'A'baT;Montpellier Centre;;04 99 61 09 74;;contact@zingabat.com;www.zingabat.com;;;;;4;;Rue;des Pins;;34000;Montpellier;;;0;;;;;;;;;;;1117
393;Conseils de quartier;Conseil de quartier Montpellier Centre;Montpellier Centre;;04 67 34 71 94;;;;;;;;16;;Rue;de la République;Maison de la Démocratie;34000;Montpellier;;;0;;;;;;;;;;;446
984;Consulats;Conseil General d'Espagne;Montpellier Centre;Gambetta;04 67 58 20 21;;;;;;;;24;;Rue;Marceau;BP1221;34010;Montpellier;;;0;;;;;;;;;;;895
963;Autres lieux;Conservatoire à rayonnement régional de Montpellier Agglomération;Montpellier Centre;Centre historique;04 67 66 88 40;04 67 66 88 59;conservatoire@montpellier-agglo.com;conservatoire.montpellier-agglo.com;;39764;43.6106183250;3.87363099604;14;;Rue;Eugène Lisbonne;;34000;Montpellier;;;0;;;;;;;;;;;876
1144;Ecoles d'enseignement supérieur;Conservatoire National des Arts et Metiers (CNAM);Mosson;;04 67 63 40;04 67 54 08 36;cnamlr@cnam.fr;www.cnam.agropolis.fr/;;70012500;43.6353967767;3.84154314073;989;;Rue;de la Croix Verte;Parc Euromédecine;34093;Montpellier;05;;0;;;;;;;Ligne 16- Euromédecine - Tournezy;;;;1025
986;Consulats;Consulat de la Republique Democratique d’Algérie;Montpellier Centre;Les Arceaux;04 67 54 54 15;;;;;;;;12;;Boulevard;des Arceaux;;34000;Montpellier;;;0;;;;;;;;;;;897
991;Consulats;Consulat du Royaume du MAROC;Montpellier Centre;Figuerolles;04 67 06 88 30;;;;;;;;16;;Rue;Rémy Belleau;;34000;Montpellier;;;0;;;;;;;;;;;902
994;Consulats;Consulat Honoraire Britanique;Port Marianne;La Pompignane;04 67 15 52 07;;;;;;;;64;;Rue;Alcyone;271, Le Capitole - Bât. A;34000;Montpellier;;;0;;;;;;;;;;;905
987;Consulats;Consulat Honoraire d’Allemagne;Montpellier Centre;Centre historique;04 67 60 75 46;;;;;;;;14;;Descente;en Barrat;;34000;Montpellier;;;0;;;;;;;;;;;898
990;Consulats;Consulat Honoraire de l'Ile de Malte;Croix d'Argent;Estanove;04 67 69 22 69;;;;;;;;370;;Rue;du Lavandin;;34070;Montpellier;;;0;;;;;;;;;;;901
992;Consulats;Consulat Honoraire de Monaco;Montpellier Centre;Gares;04 99 61 83 52;04 99 06 00 94;consulat.monaco-montpellier@wanadoo.fr;;;;;;3;;Rue;Maguelone;;34000;Montpellier;;;0;;;;;;;;;;;903
995;Consulats;Consulat Honoraire de Suède;Montpellier Centre;Centre historique;04 67 66 14 90;;;;;;;;2;;Rue;du Petit Scel;;34000;Montpellier;;;0;;;;;;;;;;;906
996;Consulats;Consulat Honoraire de Suisse;Hôpitaux - Facultés;Plan des Quatre Seigneurs;04 67 54 98 18;;aeschlim@wanadoo.fr;;;;;;66;;Allée;Agnès Mac Laren;;34090;Montpellier;;;0;;;;;;;;;;;907
993;Consulats;Consulat Honoraire des Pays-Bas;Montpellier Centre;Les Beaux-Arts;0033(0)4 67 60 90 20;;;;;;;;14;;Descente;en Barrat;;34000;Montpellier;;;0;;;;;;;;;;;904
989;Consulats;Consulat Honoraire du Danemark;Montpellier Centre;Centre historique;04 67 04 32 18;04 67 04 32 19;aselarl.valett-berthelsen@wanadoo.fr;;;;;;110;;Place;Jacques Mirouze;;34000;Montpellier;;;0;;;;;;;;;;;900
407;Ecoles d'enseignement supérieur;Cours Alphonse-Daudet;Montpellier Centre;Gambetta;04 67 58 83 63;04 67 58 77 82;;;;;43.6004;3.86863;18-20;;Rue;Ernest Michel;;34000;Montpellier;;;0;;;;;;;;;608518314;1;460
1170;Ecoles d'enseignement supérieur;Cours diderot;Montpellier Centre;;04 67 04 01 55;;aa@coursdiderot.com;www.coursdiderot.com/;;;;;20;;Rue;du Carré du Roi;;34000;Montpellier;;;0;;;;;;;lignes 6 / 7 / 16;;;;1050
1153;Ecoles d'enseignement supérieur;Cours Galien;Montpellier Centre;Centre historique;04 67 61 95 42;;;;;;;;;;Place;Jacques Mirouze;Espace Pitot;34000;Montpellier;;;0;;;;;;;ligne 6 / 7 / 16;;;;1033
1376;Autres lieux;Couvent des Ursulines;Montpellier Centre;Centre historique;04 67 60 83 60;;;;;;;;18;;Rue;Sainte-Ursule;;34000;Montpellier;;;0;;;;;;;;;;;1219
782;Crèches parentales et associatives;Crèche Accroche Cœur;Montpellier Centre;;04 67 72 62 82;;;;;;43.6176844;3.8820611;34;;Rue;de la Cavalerie;appt 47;34000;Montpellier;;;0;;;;;;;;;595256929;1;229
752;Crèches municipales;Crèche Agropolis;Hôpitaux - Facultés;;04 67 41 20 97;;;;;834;43.6446658852;3.87006461137;30;;Rue;Jean-François-Breton;;34090;Montpellier;;;0;;;;;;;;;76057268;2;351
751;Crèches municipales;Crèche Antigone;Montpellier Centre;;04 67 64 28 15;;;;;835;43.6071467908;3.88453175252;10;;Rue;Jeanne d'Arc;;34000;Montpellier;;;0;;;;;;;;;585173372;1;131
786;Crèches parentales et associatives;Crèche Bambobulle;Croix d'Argent;;04 67 47 14 07;;;;;;43.5985989;3.8436882;241;;Rue;Camille Desmoulins;Esc. 32 Cité Paul Valéry;34070;Montpellier;;;0;;;;;;;;;613529339;1;65
753;Crèches municipales;Crèche Blanche Neige;Croix d'Argent;;04 67 47 17 44;;;;;836;43.5971989055;3.87018391741;17;;Place;Cardinal Verdier;;34070;Montpellier;;;0;;;;;;;;;608304402;1;53
754;Crèches municipales;Crèche Cléonice Pouzin;Montpellier Centre;;04 67 79 63 64;;;;;838;43.6184352951;3.88174089598;64;;Rue;Lunaret;;34070;Montpellier;;;0;;;;;;;;;595257498;1;235
788;Crèches parentales et associatives;Crèche Coste Belle;Port Marianne;;04 67 65 33 32;;;;;;43.6104339;3.9039906;;;Rue;des Frères Lumières;;34000;Montpellier;;;0;;;;;;;;;621896482;1;160
755;Crèches municipales;Crèche Edelweiss;Montpellier Centre;;04 67 64 08 11;;;;;;43.6034665;3.880709;21;;Rue;du Général Riu;;34000;Montpellier;;;0;;;;;;;;;607355557;1;93
756;Crèches municipales;Crèche Françoise Dolto;Les Cévennes;;04 67 69 94 41;;;;;1443;43.6023275510;3.84996233675;5;;Rue;du Père Cyprien Rome;;34070;Montpellier;;;0;;;;;;;;;585178469;1;85
757;Crèches municipales;Crèche Galinéta;Les Cévennes;;04 67 54 56 20;;;;;841;43.6218997337;3.84233394366;31;;Rue;des Avant-Monts;;34080;Montpellier;;;0;;;;;;;;;621905206;1;262
781;Crèches parentales et associatives;Crèche Gingko Biloba;Hôpitaux - Facultés;;04 67 63 72 22;04 67 63 72 21;ginkgobiloba@alpj.org;;;;43.6413;3.8627;2256;;Route;de Mende;;34090;Montpellier;;;0;;;;;;;;;598146025;1;728
1345;Crèches à horaires atypiques;Crèche Ginkgo Biloba;Hôpitaux - Facultés;;04 67 63 72 22;;;;;;43.6413;3.8627;2256;;Route;de Mende;;34070;Montpellier;;;0;;;;;;;;;598146025;1;1194
785;Crèches parentales et associatives;Crèche La Bambinerie;Les Cévennes;;04 67 58 21 05;;;;;;43.6115692;3.8551489;11;;Rue;des Sureaux;;34000;Montpellier;;;0;;;;;;;;;585199240;1;177
787;Crèches parentales et associatives;Crèche La Coccinelle;Les Cévennes;;04 67 03 06 32;;;;;;43.6138623;3.8389265;194;;Avenue;de Lodève;;34080;Montpellier;;;0;;;;;;;;;621903392;1;195
789;Crèches parentales et associatives;Crèche La Gerbe;Montpellier Centre;Gambetta;04 99 74 24 32;;;;;;43.6052053;3.8707432;19;;Rue;Chaptal;;34000;Montpellier;;;0;;;;;;;;;585171936;1;115
794;Crèches parentales et associatives;Crèche La Ribambelle;Croix d'Argent;;04 67 47 02 81;;;;;;43.5930981;3.8413142;170;;Place;Saint-Simon;Val de Croze appt 161;34070;Montpellier;;;0;;;;;;;;;621900172;1;27
783;Crèches parentales et associatives;Crèche Les Bambins du Lez;Montpellier Centre;;04 67 72 94 83;;;;;;43.6180815;3.8914164;196;;Rue;des Paradisiers;;34000;Montpellier;;;0;;;;;;;;;621893739;1;232
764;Crèches familiales municipales;Crèche Les Elfes;Port Marianne;;04 67 15 65 43;;;;;00021000;43.6018337396;3.91574460468;280;;Boulevard;Pénélope;;34000;Montpellier;;;0;;;;;;;;;617638467;1;88
1344;Crèches à horaires atypiques;Crèche Les jardins de flore;Montpellier Centre;;06 43 34 37 03;;;;;;;;;;Rue;du Faubourg St-Jaumes;;34000;Montpellier;;;0;;;;;;;;;;;1193
792;Crèches parentales et associatives;Crèche Les Moussaillons;Croix d'Argent;;04 67 58 13 86;;;;;;43.6070913;3.8616399;156;;Impasse;Jean Bruller dit Vercors;Résidence La Guirlande;34070;Montpellier;;;0;;;;;;;;;613535562;1;129
765;Crèches familiales municipales;Crèche Les Petits Loups;Port Marianne;;04 67 15 65 44;;;;;;43.6019639;3.9153466;280;;Boulevard;Pénélope;;34000;Montpellier;;;0;;;;;;;;;617639404;1;90
758;Crèches municipales;Crèche Louise-Guiraud;Mosson;; 4 67 75 42 50;;;;;845;43.6287696114;3.81699608746;35;;Rue;de Tipasa;;34080;Montpellier;;;0;;;;;;;;;613453652;1;313
759;Crèches municipales;Crèche Petit Prince de Boutonnet;Montpellier Centre;;04 67 72 13 12;;;;;1497;43.6250945684;3.87609169747;20;;Rue;Emile Littré;;34090;Montpellier;;;0;;;;;;;;;585181730;1;284
760;Crèches municipales;Crèche Pinocchio;Montpellier Centre;;04 67 41 48 40;;;;;;43.6167523;3.8786172;16;;Rue;Ferdinand Fabre;;34000;Montpellier;;;0;;;;;;;;;595270981;1;214
795;Crèches parentales et associatives;Crèche Ricochet;Port Marianne;;04 67 79 96 20;;;;;;43.6181211;3.9012512;134;;Rue;d'Astier de la Vigerie;escalier 3, appt. 64;34000;Montpellier;;;0;;;;;;;;;585201019;1;233
1056;Crèches municipales;Crèche Robin des Bois;Port Marianne;;04 99 64 22 50;;;;;;43.6018745;3.9156578;280;;Boulevard;Pénélope;;34000;Montpellier;;;0;;;;;;;;;617636853;1;87
762;Crèches municipales;Crèche Sept Nains;Montpellier Centre;;04 67 60 30 67;;;;;;43.6142035;3.8795472;2;;Impasse;Petite Corraterie;;34000;Montpellier;;;0;;;;;;;;;585182991;1;197
761;Crèches municipales;Crèche Sophie-Lagrèze;Montpellier Centre;;04 67 92 24 66;;;;;;43.6100986;3.8656501;8;;Rue;Jacques Draparnaud;;34000;Montpellier;;;0;;;;;;;;;598188107;1;156
763;Crèches municipales;Crèche Thérèse-Sentis;Prés d'Arènes;;04 67 65 45 87;;;;;848;43.5947955405;3.88462671017;655;;Avenue;du Maréchal Leclerc;;34070;Montpellier;;;0;;;;;;;;;608350365;1;36
793;Crèches parentales et associatives;Crèche Tom Pouce;Hôpitaux - Facultés;;04 67 72 85 83;;;;;;43.6269944;3.8877319;139;;Rue;Philippe Castan;Bât 14, Rés. Les Picholines;34090;Montpellier;;;0;;;;;;;;;598176200;1;299
796;Crèches parentales et associatives;Crèche Une Souris Verte;Hôpitaux - Facultés;;04 67 61 19 94;;;;;;43.6329884;3.8437803;625;;Rue;de Saint-Priest;Les Garrigues de St Priest;34080;Montpellier;;;0;;;;;;;;;598114755;1;319
401;Services municipaux;Cuisine centrale des restaurants scolaires;Les Cévennes;La Martelle;04 67 27 81 00;04 67 47 55 11;;;oui;850;43.5993840948;3.84166511509;950;;Allée;de la Martelle;;34070;Montpellier;;AUX_NORMES;2;AUX_NORMES;AUX_NORMES;;;;;"- ligne 11 arrêt collège Marcel-Pagnol.
- ligne 6 arrêt terminus Pas du Loup.
- bus La Ronde arrêt Paul Fajon.
";;;;454
815;Agglomération;Cyber Base de Montpellier Agglomération;Montpellier Centre;Antigone;04 67 99 61 37;;contact@cyberbase-montpellier.com;www.cyberbase-montpellier.com/;;;;;275;;Rue;Léon Blum;;34000;Montpellier;;;0;;;;;;ligne 1, station Léon-Blum;;;;;735
1052;Etat;Délégation régionale aux droits des femmes et à l'égalité Languedoc-Roussillon;Montpellier Centre;Gares;04 67 64 83 01;04 67 22 56 09;drdf.lr@wanadoo.fr;www.droits-femmes-lr.fr;;;;;350;;Avenue;des Etats du Languedoc;;34000;Montpellier;;;0;;;;;;ligne 1, station Antigone;;;;;954
329;Adresses utiles;Dépistages 34;Hôpitaux - Facultés;;04 99 23 33 53;;secretariat@depistages34.asso.fr;www.depistages34.asso.fr;;;;;209;;Avenue;des Apothicaires;Parc Euromédecine;34196;Montpellier;;;0;;;;;;;;;;;391
860;Autres contacts utiles;Diabolo Squash;Montpellier Centre;Boutonnet;04 67 54 64 54;;;;;;;;104;;Rue;du Faubourg-Boutonnet;;34000;Montpellier;;;0;;;;;;;;;;;775
18;Cinémas;Diagonal Capitole;Montpellier Centre;Comédie;04 67 58 58 10 + 08 92 68 00 29;;;www.cinediagonal.com;Comédie;;43.6078;3.88045;7;;Rue;de Verdun;;34000;Montpellier;;;0;;;;;;ligne1, station Comédie;;;600736622;1;354
392;Services municipaux;Direction aménagement et programmation (DAP);Montpellier Centre;Antigone;04 67 34 70 21;04 67 34 87 61;;;;;;;474;;Allée;Henri II de Montmorency;(anciens locaux France Télécom). troisième étage;34000;Montpellier;;AUX_NORMES;2;AUX_NORMES;AUX_NORMES;;;;ligne 1, station Antigone ou Léon-Blum;;;;;445
970;Services municipaux;Direction conseil en gestion organisation et méthode;Montpellier Centre;Comédie;04 67 34 70 00 (poste 46 37);;;;;;;;1;;Place;Francis Ponge;Hôtel de ville;34064;Montpellier;Cedex 2;;0;;;;;;ligne 1, station Hôtel de ville;;;;;882
492;Services municipaux;Direction Culture et Patrimoine;Montpellier Centre;Comédie;04 67 34 88 80;04 67 34 88 90;dac.secretariat@ville-montpellier.fr;;;;;;16;;Rue;de la République;Maison de la démocratie;34000;Montpellier;;AUX_NORMES;2;;;;;;Ligne 1 station gare St Roch;;;;;535
1343;Services municipaux;Direction de la démocratie de proximité et de la vie associative;Montpellier Centre;;04 67 34 88 00;;;;;1563;43.6051151283;3.87879915816;16;;Rue;de la République;;34000;Montpellier;;PRATICABLE;0;AUX_NORMES;AUX_NORMES;;AUX_NORMES;;lignes 1 et 2, station Gare St Roch;;;;;1192
784;Département;Direction de la solidarité départementale;Les Cévennes;Alco;;;;;;;;;1000;;Rue;d’Alco;Conseil général de l’Hérault;34087;Montpellier;Cedex 4;;0;;;;;;;;;;;729
966;Etat;Direction départementale de la concurrence, de la consommation et de la répression des fraudes (DDCCRF);Montpellier Centre;Antigone;04 67 20 89 00;04 67 20 89 69;;www.finances.gouv.fr/DGCCRF;;;;;43;;Place;Vauban;Les Portes d'Antigone BP 9562;34045;Montpellier;Cedex 01;;0;;;;;;;;;;;879
967;Etat;Direction Départementale de la Protection des Populations de l'Hérault;Les Cévennes;;04 99 74 31 50;04 99 74 31 60;;www.languedoc-roussillon.pref.gouv.fr/serviceetat/reate/protection_des_populations.shtm;;;;;;;Rue;Serge Lifar;CS 87377;34184;Montpellier;Cedex 4;;0;;;;;;;;;;;880
968;Etat;Direction départementale des affaires sanitaires et sociales (DDASS);Port Marianne;;04 67 07 20 07;;;;;;;;28;1025;Rue;Henri Becquerel;Parc Club du Millénaire;34067;Montpellier;Cedex;;0;;;;;;;;;;;881
