ID_MTPWEB;CATEGORIE;NOM;QUARTIER;SOUSQUARTIER;TELEPHONE;FAX;COURRIEL;SITEWEB;STATIONNEMENT;ID_GIS_DELTA;LATITUDE;LONGITUDE;ADDR_NUMERO;ADDR_SUFFIXE;ADDR_VOIETYPE;ADDR_NOMVOIE;ADDR_COMPLEMENTAIRE;ADDR_CODEPOSTAL;ADDR_VILLE;ADDR_CEDEX;AME_ACCESSIBILITEGENERALE;AME_BOUCLEMAGNETIQUE;AME_TOILETTE;AME_ASCENSEUR;AME_PLACESTATIONNEMENT;AME_ACCESSIBILITESTATIONNEMENT;ACCES_PRECISION;ACCES_TRAM;ACCES_BUS;COMMENTAIRE;ENSAVOIRPLUS
96;Ecoles élémentaires;Ecole élémentaire Paul Langevin;Les Cévennes;;04 67 92 85 70;;;;;965;43.6108135321;3.85413292601;5;;rue de Clémentville;;;34000;Montpellier;;;0;;;;;;;;<p> </p>;
564;Postes de Police municipale;Poste de police municipale centre historique;Montpellier Centre;;04 99 61 02 72;;;;;00300600;43.6107548211;3.87718584779;28;;rue Foch;;;34000;Montpellier;;;0;;;;;;;;<ul><li>Heures d'ouverture : du lundi au vendredi de 7h30 à 20h.</li><li>Ce poste couvre les quartiers : <br />- Centre historique <br />- Comédie</li><li>Brigade V.T.T</li></ul>;
1188;Musées;Musée du vieux Montpellier;Montpellier Centre;;04 67 66 02 94;;;;;00050000;43.6106628774;3.87865172901;2;;place;Pétrarque;Hôtel de Varennes;34000;Montpellier;;PRATICABLE;2;;;;;;Ligne 1, arrêt Corum;;"<p>Ouverture du mardi au dimanche de 10h30 &#224; 12h30 et de 13h30 &#224; 18h.<br>Fermeture&#160;lundi et jours f&#233;ri&#233;s.</p> <p>Ouverture lors des Journ&#233;es europ&#233;ennes du Patrimoine et la Nuit des Mus&#233;es.</p>";"<p> <p>&#160;</p> </p>"
1422;Parkings du centre ville;Parking Foch Préfecture;Montpellier Centre;;;;;;;00063700;43.6106583989;3.87633075970;;;Rue ;Foch;;34000;Montpellier;;;0;;;;;;;;"<p>Parking public de 690 places g&#233;r&#233; par VINCI PARK</p> <p><a id=""196"" href=""#"" typelien=""LienInterne"" libelle_ancre=""undefined"">Participe &#224; l'op&#233;ration ""ch&#232;que parking""</a></p>";"<p>Parking public de 690 places g&#233;r&#233; par VINCI PARK, offrant les services suivants : <br>- Pr&#234;t de cabas, parapluie, <br>- Lanceur de batterie<br>- Accompagnement des clients &#224; leur voiture<br>- Stationnement offert aux &#233;poux le jour de leur mariage<br>- Stationnement offert aux clients le jour de leur anniversaire<br>- Nombreux moyens de paiement</p> <p><strong>Abonnements propos&#233;s :</strong><br>- Abonnement annuel longue dur&#233;e<br>- Forfait de passage &#224; partir de 3 jours</p>"
963;Autres lieux;Conservatoire à rayonnement régional de Montpellier Agglomération;Montpellier Centre;Centre historique;04 67 66 88 40;04 67 66 88 59;conservatoire@montpellier-agglo.com;conservatoire.montpellier-agglo.com;;39764;43.6106183250;3.87363099604;14;;rue Eugène Lisbonne;;;34000;Montpellier;;;0;;;;;;;;"<p class=""alignleft"">Musique - Danse - Art dramatique </p>";
903;Parcs et jardins;Parc du Mas de Costebelle;Port Marianne;;;;;;;00194100;43.6105607961;3.90187625064;;;Rue des frères Lumière;;;34000;Montpellier;;;0;;;;;;;;<p>Ce petit jardin de buis de 2.000 m² date du 18ème siècle, la Ville l’a récupéré et ouvert au public en 1994 lors de la réalisation de la ZAC Blaize-Pascal. Véritable promontoire, ce petit square romantique domine la vallée du Lez.</p>;
126;Ecoles élémentaires;Ecole élémentaire Painlevé;Port Marianne;;04 67 65 85 35;;;;;1245;43.6104422070;3.89819738724;501;;avenue de la Pompignane;;;34000;Montpellier;;;0;;;;;;;;<p> </p>;
71;Ecoles maternelles;Ecole maternelle Louise-Michel;Port Marianne;;04 67 65 73 72;;;;;1246;43.6103215663;3.89828069683;501;;avenue de la Pompignane;;;34000;Montpellier;;;0;;;;;;;;;
133;Halle;Halles Castellane;Montpellier Centre;;04 67 66 29 92;;;;Parking Préfecture 690 places;291500;43.6102219051;3.87665174099;;;Rue ;de la Loge;;34000;Montpellier;00008200;;0;;;;;;Station Comédie;;"<ul> <li>26&#160;commer&#231;ants </li> <li>Ouvert tous les jours<br>Du&#160;lundi au samedi de&#160;de 7h30 &#224; 19h30,&#160;<br>Dimanche et jours f&#233;ri&#233;s&#160;de 7h30 &#224; 14h.&#160;&#160;</li> </ul>";
455;Grands marchés;Marché de l'Esplanade - Comédie;Montpellier Centre;;;;;;Parking Comédie Parkings du Polygone et du Triangle;00229900;43.6101955093;3.88124085120;;;Allée ;Jean de Lattre de Tassigny;;34000;Montpellier;;;0;;;;;;"ligne 1 station Comédie 
";;"<ul> <li>Jusqu'&#224; 44 commer&#231;ants selon les jours </li> <li>Ouverture<br></li> <li><strong>Du 1er septembre au 30 juin</strong> : du mardi au jeudi&#160;de 7h &#224; 13h30<br>Vendredi et samedi de 7h &#224; 19h<br></li> <li><strong>Du 1er juillet au 31 ao&#251;t</strong> : du mardi au samedi de 5h &#224; 13h30</li> </ul>";
103;Ecoles élémentaires;Ecole élémentaire Auguste Comte;Montpellier Centre;;04 67 92 35 52;;;;;906;43.6101549830;3.86851099511;2;;rue Emile Zola;;;34000;Montpellier;;;0;;;;;;;;<p> </p>;
142;Marchés thématiques;Marché aux Fleurs;Montpellier Centre;;;;;;Parking Comédie ou Corum;160600;43.6101103339;3.87425834359;;;Esplanade ;Charles-de-Gaulle;Allée Paul-Boulet;34000;Montpellier;;;0;;;;;;ligne 1 station Comédie;;"<ul> <li>Tous les jours de 8h &#224; 20h</li> <li>Le dimanche de 8h &#224; 14h&#160;</li> <li>6 &#233;choppes de fleuristes</li> </ul>";
556;Salles d'expo;Le Carré Sainte-Anne;Montpellier Centre;;04 67 34 88 80 (admin.) - 04 67 60 82 11 (accueil);04 67 34 88 90;madeline.faure@ville-montpellier.fr;;;1763;43.6101066603;3.87452928383;2;;Rue;Philippy ;(Eglise);34000;Montpellier;;AUX_NORMES;2;AUX_NORMES;;;;"Centre historique piéton. Eglise désacralisée située sur la place du Petit-Scel. Deux accès visiteurs rue Philippy et rue Sainte Anne.

Parking sous-sol le plus proche : parking de la préfecture
Parking plein air le plus proche : parking des arceaux";Ligne 1 arrêt Albert 1er ou Comédie;Bus n° 6, 7 et 16 arrêt Peyrou. Arrêt tramway : Arrêt Albert 1er ou Comédie. ;"<p>Install&#233; dans une &#233;glise d&#233;sacralis&#233;e, cet espace d'exposition hors du commun offre ses cimaises &#224; de fr&#233;quentes expositions d'art contemporain et accueille des manifestations culturelles r&#233;gionales.</p> <p>Ouvert du mardi au dimanche inclus, en p&#233;riode d'exposition, de 11h &#224; 13h et de 14h &#224; 19h. Entr&#233;e libre. Possibilit&#233;s de visites de groupes.</p> <ul> <li><a id=""505"" href=""#"" title=""Les expos du Carr&#233; Sainte-Anne"" typelien=""LienInterne"">Exposition en cours</a></li> <li><a id=""12198"" href=""#"" title=""Nouvelle programmation artistique du Carr&#233; Saint-Anne"" typelien=""LienDocument"">Nouvelle programmation artistique (dossier de presse pdf)</a></li> </ul>";
1210;Maîtrise de l'énergie;Agence locale de l'énergie;Montpellier Centre;;04 67 91 96 91;;eie@ale-montpellier.org;www.ale-montpellier.org;Corum - Polygone - Comédie;1977;43.6099606945;3.88177175524;;;Esplanade;Charles de Gaulle;;34000;Montpellier;;;0;;;;;;ligne 1- Arrêt Comédie;;"<p>L'Agence locale de l'&#233;nergie de Montpellier&#160;vous accompagne dans vos projets de construction, &#233;quipements &#233;conomes, isolation, chauffage.</p> <ul> <li>conseils personnalis&#233;s</li> <li>accompagnement de projet</li> <li>diagnostics</li> <li>animations</li> <li>documentation</li> <li>pr&#234;t de mat&#233;riel</li> <li>expositions</li> </ul> <p>ouvert du lundi au vendredi de 10h00 &#224; 17h00</p> <p>conseil personnalis&#233; sur rendez-vous :<br>du mardi au vendredi de 13h00 &#224; 17h00</p>";
553;Services municipaux;Service enfance;Montpellier Centre;;;04 67 34 59 05;;;Antigone, Polygone, Triangle;657;43.6098322714;3.88308058403;18;;avenue;Frédéric-Mistral;;34000;Montpellier;;;0;;;;;;Ligne 1, arrêt Hôtel de ville;;"<ul> <li>Petite enfance : <strong>04 67 34 70 61 </strong><br></li> <li>Centres de loisirs : <strong>04 67 34 74 47</strong></li> </ul> <ul> <li>Horaires d'ouverture<br>Du lundi au vendredi de 8h 30 &#224; 17h </li> </ul> <ul> <li>Horaires d'accueil de la section sociale<br>Du lundi au vendredi de 12h30 &#224; 17h</li> </ul>";
1252;Autres services publics;Office de tourisme de Montpellier;Montpellier Centre;Comédie;+33 (0)4 67 60 60 60;+33 (0)4 67 60 60 61;contact@ot-montpellier.fr;www.ot-montpellier.fr/;;1725;43.6096517648;3.88150327033;30;;allée;Jean de Lattre de Tassigny;;34000;Montpellier;;;0;;;;;;;;"<p>Horaires d'ouverture<br>Ouvert 7 jours sur 7 : <br>Du Lundi au Vendredi : de 9h &#224; 18h30 <br>Jeudi : de 10h &#224; 18h30 <br>Samedi : de 10h &#224; 18h <br>Dimanche et jours f&#233;ri&#233;s : de 10h-13h et 14h &#224; 17h</p>";
1269;Cliniques;Clinique Beau Soleil;Montpellier Centre;;04 67 75 99 99;04 67 75 97 65;;www.languedoc-mutualite.fr/;;39069;43.6095737330;3.84989663807;119;;avenue de Lodève;;;34070;Montpellier;;;0;;;;;;;;<p> Accréditée par la Haute Autorité de santé (HAS, ex ANAES), la clinique Beau-soleil est la plus ancienne clinique mutualiste de France (création en Juin 1935) .<br />Equipée d'une imagerie par résonance magnétique, elle participe au service public hospitalier.</p><p> A ce titre, elle assure toutes les obligations incombant au service public de santé : accueil des urgences et non discrimination dans l'accueil des malades. Le respect des tarifs conventionnés fixés par les organismes sociaux y est pratiqué. </p><p>La clinique Beau Soleil est un établissement pilote pour une politique d'assurance qualité dans la prise en charge de la douleur.</p><p>Service d'accueil continu des patients<br />7 jours/7 - 24 heures/24<br />Outre son unité d'hospitalisation (171 lits), la clinique beau soleil accueille sur son site un pavillon de consultation externe de spécialités, un centre d'imagerie médicale, et un centre de gastro-entérologie.</p>;
107;Ecoles élémentaires;Ecole élémentaire Lamartine;Montpellier Centre;;04 67 60 62 05;;;;;1104;43.6093965066;3.87378631832;30;;rue de la Valfére;;;34000;Montpellier;;;0;;;;;;;;<p> </p>;
390;Services municipaux;Hôtel de ville;Montpellier Centre;Comédie;04 67 34 70 00;04 67 34 59 80;;;Antigone;1361;43.6093206038;3.88466191925;1;;place ;Francis-Ponge;;34064;Montpellier;Cedex 2;AUX_NORMES;1;;PRATICABLE;;;;ligne 1, station Hôtel de ville;;"<p>Ouvert du lundi au vendredi, de 8h30 &#224; 17h30, sans interruption.<br>Certains services ne sont pas ouverts entre 12h et 14h.</p>";
429;Services municipaux;Service réceptions protocole;Montpellier Centre;;04 67 34 71 33;;;;Polygone ou Antigone;1361;43.6093206038;3.88466191925;1;;place;Francis-Ponge;;34064;Montpellier;Cedex 2;;0;;;;;;ligne 1, station Hôtel de ville;;"<p>Le service r&#233;ception protocole est charg&#233; de l'organisation des manifestations officielles de la Ville de Montpellier.</p> <p>Pour assurer ses missions il dispose d'un certain nombre de moyens techniques (salles et mat&#233;riels) qui peuvent &#234;tre mis &#224; la disposition de particuliers et d'organismes ext&#233;rieurs.</p>";
311;Maisons pour tous;Maison pour tous André Chamson;Les Cévennes;La Martelle;04 67 75 10 55;04 67 75 09 60;mpt.a.chamson@wanadoo.fr;;stationnement tout public;593;43.6092636044;3.83528421130;105;;rue ;Gustave Eiffel;;34070;Montpellier;;;0;;;;;;;7 arrêts M. Teste ou La Martellière;"<p><strong>Accueil et renseignements</strong><br>Lundi, mardi et jeudi de 9h &#224; 12h et de 14h &#224; 20h30<br>mercredi de 9h &#224; 20h30<br>vendredi de 9h &#224; 12h et de 14h &#224; 19h</p>";
450;Halle;Halles Jacques Coeur;Montpellier Centre;;;;;;Parking halles Jacques-Coeur - 75 places;40350;43.6092177636;3.88955021395;;;Boulevard ;d'Antigone;;34000;Montpellier;;;0;;;;;;ligne 1 station Léon Blum. ;;"<p>29&#160;&#233;tals</p> <ul> <li>Ouverture<br>- du lundi au samedi de 8h &#224; 21h <br>- dimanches et jours f&#233;ri&#233;s de 8h &#224; 15h30.</li> </ul>";
563;Postes de Police municipale;Poste de police municipale Hôtel de Ville;Montpellier Centre;;04 67 34 71 00;;;;;00053502;43.6092161472;3.88439980157;1;;Place Francis-Ponge;;;34000;Montpellier;;;0;;;;;;;;<ul><li>Heures d'ouverture : du lundi au vendredi de 7h à 21h et le samedi de 8h15 à 19h.</li><li>Ce poste couvre les quartiers :<br />- Boutonnet <br />- Beaux-Arts <br />- Les Aubes <br />- Antigone. </li></ul>;
60;Ecoles maternelles;Ecole maternelle Louis-Pasteur;Montpellier Centre;;04 67 60 64 96;;;;;1107;43.6092055185;3.87331755262;15;;rue Saint Sépulcre;;;34000;Montpellier;;;0;;;;;;;;;
1418;Parkings du centre ville;Parking du Nombre d'Or;Montpellier Centre;Antigone;04 67 65 20 29;;;;;00063400;43.6090087453;3.88903525251;;;Place;du Nombre d'Or;;34000;Montpellier;;;0;;;;;;StationsLéon-Blum & Antigone ;;"<p>Parking public de 278 places g&#233;r&#233; par TaM<br><a id=""196"" href=""#"" typelien=""LienInterne"" libelle_ancre=""undefined"">Participe &#224; l'op&#233;ration ""ch&#232;que parking</a>""</p>";"<p>Parking public de 278 places g&#233;r&#233; par TaM, offrant les services suivants : <br>- Lanceur de batterie <br>- R&#233;cup&#233;ration des piles usag&#233;es et journaux <br>- Places de courtoisie<br>- Modulauto<br>- Velomagg'</p> <p><strong>Abonnements et tarif propos&#233;s : <br></strong>- Tarif de nuit<br>- Permanent r&#233;sident<br>- Nuit r&#233;sident<br>- Forfait Grand C&#339;ur<br>- Permanent travail<br>- Moto r&#233;sident<br>- Moto travail<br>- Multiparc<br>- Multiparc +<br>- Petit rouleur (10 sorties autoris&#233;es par mois, au-del&#224; co&#251;t suppl&#233;mentaire par sortie) <br>- Petit rouleur + transport en commun</p>"
1414;Parkings du centre ville;Parking de la Comédie;Montpellier Centre;Comédie;;;;;;39336;43.6089139527;3.88014998363;;;Place;de la Comédie;;34000;Montpellier;;;0;;;;;;;;"<p>Parking g&#233;r&#233; par TaM</p> <p>914 places<br><a id=""196"" href=""#"" typelien=""LienInterne"" libelle_ancre=""undefined"">Participe &#224; l'op&#233;ration ""ch&#232;que parking""</a></p>";"<p>Parking public de 914 places g&#233;r&#233; par TaM, offrant les services suivants : <br>- WC public<br>- Consigne casques de moto<br>- Lavage de voiture (service payant)<br>- Lanceur de batterie <br>- Gonfleur pour pneu<br>- R&#233;cup&#233;ration des piles usag&#233;es et journaux <br>- Places de courtoisie<br>- Modulauto<br>- Velomagg<br>- Prise pour v&#233;hicule &#233;lectrique<br>- Parc &#224; v&#233;los</p> <p><strong>Abonnements et tarif propos&#233;s :</strong> <br>- Tarif de nuit<br>- Permanent r&#233;sident<br>- Forfait Grand C&#339;ur<br>- Permanent travail<br>- Moto r&#233;sident<br>- Moto travail<br>- Multiparc<br>- Multiparc +</p>"
50;Ecoles maternelles;Ecole maternelle Aristote;Montpellier Centre;;04 67 65 49 03;;;;;895;43.6089024401;3.88877771819;446;;boulevard d'Antigone;;;34000;Montpellier;;;0;;;;;;;;;
111;Ecoles élémentaires;Ecole élémentaire Péricles;Montpellier Centre;;04 67 65 49 69;;;;;896;43.6088666697;3.88910216415;528;;boulevard d'Antigone;;;34000;Montpellier;;;0;;;;;;;;<p> </p>;
544;Bibliothèques et médiathèques;Médiathèque Federico Fellini;Montpellier Centre;Antigone;04 99 06 27 47;04 99 06 27 43;;mediatheque.montpellier-agglo.com/;;00022303;43.6085789909;3.88622786432;;;Place Paul-Bec;;;34000;Montpellier;;;0;;;;;;ligne 1 arrêt Antigone;ligne 8 arrêt Hôtel de ville;"<p>Créée en 1995 par la Ville de Montpellier, la médiathèque Federico Fellini est aujourd'hui un élément-clé du réseau des médiathèques de <a id=""310"" title=""Accéder au site web de Montpellier Agglomération"" href=""#"" typelien=""LienExterne"">Montpellier Agglomération</a>. </p><p>Elle constitue un lieu privilégié de connaissance et d’exploration de tous les cinémas. </p></font />";
313;Maisons pour tous;Maison pour tous Joseph Ricôme;Montpellier Centre;Les Arceaux;04 67 58 71 96;04 67 58 23 99;mpt.j.ricome@wanadoo.fr;;;1699;43.6084823442;3.86644361593;7;;rue ;Pagès;;34070;Montpellier;;;0;;;;;;;"11 arrêt Renouvier / 15 arrêt Plan Cabanes
";"<p><strong>Accueil et renseignements</strong><br>du lundi au vendredi de 9h &#224; 19h</p>";
543;Bibliothèques et médiathèques;Médiathèque centrale Émile Zola;Montpellier Centre;Antigone;04 67 34 87 00;04 67 34 87 01;;mediatheque.montpellier-agglo.com/;;40787;43.6084099727;3.89331047991;218;;boulevard;de l'Aéroport International;;34000;Montpellier;;;0;;;;;;ligne 1 arrêt Place de l'Europe;ligne 12 arrêt Piscine Olympique;"<p>Capable d&#8217;accueillir simultan&#233;ment 2 300 personnes et offrant 1 400 places assises, cet &#233;quipement,&#160;est le centre du r&#233;seau des m&#233;diath&#232;ques et biblioth&#232;ques de <a id=""310"" href=""#"" title=""Acc&#233;der au site web de Montpellier Agglom&#233;ration"" typelien=""LienExterne"">Montpellier Agglom&#233;ration</a>.</p>";
45;Ecoles maternelles;Ecole maternelle Jeanne-Deroin;Les Cévennes;;04 67 75 59 85;;;;;1096;43.6083819834;3.83659712356;88;;rue Viollet le Duc;;;34070;Montpellier;;;0;;;;;;;;;
97;Ecoles élémentaires;Ecole élémentaire Spinoza;Les Cévennes;;04 67 75 34 63;;;;;1093;43.6083752356;3.83710725486;110;;rue Viollet-Le-Duc;;;34070;Montpellier;;;0;;;;;;;;;
901;Parcs et jardins;Parc de la Grande Lironde;Port Marianne;;;;;;;00191200;43.6083448502;3.90847474540;;;Avenue Albert Einstein;;;34000;Montpellier;;;0;;;;;;;;<p>Ce parc de 4,5 hectares a été inauguré en 1995. Traversé entièrement par le ruisseau de la Lironde, cet espace naturel fait aussi office de bassin de rétention lors des gros orages. Planté d’espèces particulièrement adaptées au milieu, ce jardin présente un aspect naturel et nécessite peu d’eau en été. Dans la partie historique du parc on peut admirer près de l’ancienne glacière un magnifique chêne pubescent.</p>;
165;Boulodromes de Pétanque;Boulodrome La Martelle;Les Cévennes;La Martelle;;;;;;1579;43.6081756464;3.83999668879;;;Rue du Pont-de-Lavérune;;;34070;Montpellier;;;0;;;;;;;;<p> </p>;
139;Marchés de quartiers;Marché d'Antigone;Montpellier Centre;;;;;;Parking Nombre d'Or ou Europa;00160700;43.6081311890;3.88737393916;;;Place ;du Nombre d'Or;;34000;Montpellier;;;0;;;;;;ligne 1 station Antigone;;"<ul> <li>Tous les mercredis de 7h &#224; 13h</li> <li>30 commer&#231;ants</li> </ul>";
1273;Commerce artisanat;Chambre de Commerce et d'Industrie;Montpellier Centre;;04 99 51 54 00;04 89 06 99 48;accueilst-come@montpellier.cci.fr;www.montpellier.cci.fr;;39984;43.6080178768;3.87719205392;32;;Grand rue Jean Moulin;;Hôtel Saint-Côme;34944;Montpellier;Cedex 9;;0;;;;;;;;<p> Horaires d'ouverture : de 8h30 à 17h30 sans interruption</p>;
593;Services municipaux;Mission GrandCœur;Montpellier Centre;Centre historique;04 67 55 87 70;04 99 06 06 72;mission.grandcoeur@ville-montpellier.fr;;Parkings Laissac & Gambetta;1590;43.6078786315;3.87418474237;17;;boulevard ;du Jeu de Paume;;34000;Montpellier;;PRATICABLE;2;PRATICABLE;;;;;"Stations Comédie ou Gare Saint-Roch
";Lignes 6,7 et 16 arrêts Observatoire ou Saint-Guilhem;"<p class=""AccueilTitre""><strong>Adresse postale</strong></p> <p>H&#244;tel de ville<br>1 place Francis-Ponge<br>34064 Montpellier Cedex 2</p> <p>&#160;</p>";
1012;Salles de spectacle et concert;Opéra Comédie;Montpellier Centre;Comédie;04 67 60 19 80;04 67 60 19 90;;www.opera-montpellier.com;;2003;43.6078559565;3.87850738853;;;11;;boulevard Victor-Hugo;34000;Montpellier;;;0;;;;;;"ligne 1, Comédie 
 
";;Inauguré en 1888, l’Opéra Comédie, un grand théâtre à l’Italienne est l’œuvre de l’architecte Joseph-Marie Cassien-Bernard (1848 - 1926), élève de Charles Garnier. <p> </p>;
57;Ecoles maternelles;Ecole maternelle Francis-Garnier;Montpellier Centre;;04 67 92 35 42;;;;;1015;43.6078366904;3.87164629280;2;;rue Général-René;;;34000;Montpellier;;;0;;;;;;;;<p> </p>;
335;Collèges;Collège Fontcarrade;Les Cévennes;La Chamberte;04 67 06 88 11;04 67 06 88 19;;;;39350;43.6077224798;3.85369137773;653;;rue Fontcarrade;;;34070;Montpellier;;;0;;;;;;;;<p> Sans internat - avec demi pension</p>;
106;Ecoles élémentaires;Ecole élémentaire Gambetta;Montpellier Centre;;04 67 92 35 53;;;;;1026;43.6076265466;3.87114716279;20;;rue des soldats;;;34000;Montpellier;;;0;;;;;;;;<p> </p>;
388;Agglomération;Hôtel de la Communauté d'Agglomération de Montpellier;Montpellier Centre;Antigone;04 67 13 60 00;04 67 13 61 01;contact@montpellier-agglo.com;www.montpellier-agglo.com;;39283;43.6075438330;3.89082085621;50;;place Zeus;;BP 9531;34045;Montpellier;Cedex 01;;0;;;;;;ligne 1 station Léon-Blum;;<p> </p>;
389;Région;Hôtel de région;Port Marianne;;04 67 22 80 00;04 67 22 81 92;;www.laregion.fr;;39051;43.6075218680;3.89766403249;201;;avenue de la Pompignane;;;34064;Montpellier;Cedex 02;;0;;;;;;;;;
879;Parcs et jardins;Parc de la Guirlande;Montpellier Centre;;;;;;;00159300;43.6073798385;3.86044660729;2;;place Agrippa d'Aubigné;;Rue Tour Gayraud;34000;Montpellier;;;0;;;;;;;;<p>Cet ancien jardin privé du XVIIIè siècle, acquis par la Ville en 1978, multiplie les surprises : buffet d’eau incrusté de coquillages prolongé de parterres à la française, bassin orné d’une rocaille entouré de bosquets… Ce parc étonnant est inscrit à l’Inventaire des sites pittoresques de l’Hérault. </p>;
201;Gymnases;Gymnase Olympie;Montpellier Centre;;;;;;;1540;43.6073737590;3.89379233085;;;Avenue Jacques-Cartier;;;34000;Montpellier;;;0;;;;;;;;<h5>Clubs sportifs et disciplines<br /> </h5><ul><li>Communauté d'Agglomération de Montpellier Volley (04 67 13 61 28) </li><li>Majorettes de Montpellier (04 67 45 65 87)</li><li>Montpellier Handball (04 99 61 44 55)</li><li> V.L.C.A Volley (04 67 70 89 88)</li><li>MUC Handball (04 67 79 13 25) )</li></ul><h5><br /> <br />Horaires</h5><ul><li>dans la journée : écoles, collèges, lycées</li><li>18h - 22h : clubs </li></ul><p>Dans tous les cas, une demande de créneaux devra être faite auprès du service des Sports.<br /> </p><h5> <br />Tarifs</h5><ul><li>Gratuit pour les écoles primaires et clubs sportifs.</li><li>Sous convention pour les collèges et lycées.<br /> </li></ul>;
527;Piscines;Piscine olympique d'Antigone;Montpellier Centre;Antigone;04 67 15 63 00;04 67 15 63 01;;;"Parking ""Europa"" 300 places";70019100;43.6073174457;3.89298897207;195;;avenue;Jacques Cartier;;34000;Montpellier;;;0;;;;;;lignes 1 et 2 - station Place de l'Europe;ligne 9 arrêt Place de l'Europe et ligne 12 arrêt Piscine olympique;"<p><img src=""/uploads/Image/7f/WEB_CHEMIN_929_1128952799.gif"" alt=""Photo piscine Olympique d'Antigone"" align=""left"" idtf=""929""></p> <ul> <li>&#233;quipement g&#233;r&#233; par <a id=""310"" href=""#"" title=""Lien vers Montpellier Agglom&#233;ration"" typelien=""LienExterne"">Montpellier Agglom&#233;ration</a>&#160;&#160;</li> </ul> <p><strong>Horaires et tarifs</strong></p> <ul> <li>sur le site de <a id=""310"" href=""#"" typelien=""LienExterne"">Montpellier Agglom&#233;ration</a></li> </ul> <p>&#160;</p>";
1200;Services municipaux;Maison de la prévention santé;Montpellier Centre;Comédie;04 67 02 21 60;04 67 02 21 59;accueil-prevention@ville-montpellier.fr;www.montpellier.fr;;1742;43.6072680727;3.87952477281;6;;rue ;Maguelone;;34000;Montpellier;;AUX_NORMES;1;AUX_NORMES;;;;;"Ligne 1 : Comédie
Ligne 2 : Gare St Roch";Lignes 6. 7. 8 . 11 . 12 . 15 . 16 Gare St Roch;"<p class=""AccueilFil"">Du Lundi au Vendredi de 10h &#224; 17h</p> <p class=""AccueilFil"">1er et 3&#232;me Samedi de chaque mois de 10h &#224; 13h</p> <p class=""AccueilFil"">2&#232;me Jeudi et 4&#232;me Mardi de chaque mois jusqu'&#224; 20h</p>";
751;Crèches municipales;Crèche Antigone;Montpellier Centre;;04 67 64 28 15;;;;;835;43.6071467908;3.88453175252;10;;rue Jeanne d'Arc;;;34000;Montpellier;;;0;;;;;;;;;
138;Marchés thématiques;Marché Paysan;Montpellier Centre;;;;;marchepaysanantigone.free.fr/;Parking du Nombre d'Or - Parking Europa;160300;43.6070628809;3.88912648203;;;Avenue; Samuel-Champlain;Près de l'église Dom Bosco;34000;Montpellier;;;0;;;;;;ligne n°1 station Antigone;lignes n°8, 12 arrêt Dom-Bosco;"<ul> <li>Tous les dimanches de 8h &#224; 13h</li> <li>52 producteurs</li> </ul>";
1416;Parkings du centre ville;Parking Europa;Montpellier Centre;Antigone;04 67 20 22 13;;;;;39790;43.6070385947;3.89352492247;;;Place;de l'Europe;;34000;Montpellier;;;0;;;;;;Station Place de l'Europe ;;"<p>Parking public de 600 places g&#233;r&#233; par TaM,</p> <p><a id=""196"" href=""#"" typelien=""LienInterne"" libelle_ancre=""undefined"">Participe &#224; l'op&#233;ration ""ch&#232;que parking""</a></p>";"<p>Parking public de 600 places g&#233;r&#233; par TaM, offrant les services suivants : <br>- Lanceur de batterie <br>- R&#233;cup&#233;ration des piles usag&#233;es et journaux <br>- Places de courtoisie<br>- Modulauto<br>- Velomagg'<br>- Parc &#224; v&#233;los<br>- Pompe &#224; v&#233;los<br>- Places familiales</p> <p><strong>Abonnements et forfait propos&#233;s :</strong> <br>- Forfait Grand C&#339;ur<br>- Abonnement r&#233;sident<br>- Abonnement travail</p>"
435;Clubs de loisirs;Club de loisirs docteur Bonnet;Montpellier Centre;;04 67 60 76 02;;;;;70025400;43.6069084870;3.87667953126;34;;rue des Étuves;CENTRE VILLE;;34000;Montpellier;;;0;;;;;;ligne 1 station Comédie;"lignes 4, 5, 6, 7, 14, 15 et 16 
";"<ul> <li><strong>&#160;Inscriptions</strong><br>Se renseigner aupr&#232;s du secr&#233;tariat. <br>Service gratuit pour les d&#233;tenteurs de la carte Age d'Or. </li> </ul> <ul> <li><strong>Horaire d'ouverture</strong>du lundi au vendredi, de 11h &#224; 18h et le samedi de 13h &#224; 17h. </li> </ul> <ul> <li><strong>Les animations</strong><br>Jeux de soci&#233;t&#233;, scrabble, bridge, lotos, bals, sorties, f&#234;tes, conf&#233;rences, esth&#233;tique, &#233;criture,&#160;atelier M&#233;moire et de la peinture sur verre...</li> </ul> <p>Sous le th&#232;me du partage et dans le cadre de l'atelier d' Ecriture, les adh&#233;rents de cet atelier iront 1 fois par trimestre faire des lectures de leurs &#233;crits &#224; la R&#233;sidence Foyer Montpelli&#233;ret.&#160;</p>";
