"Exercice","I_F","D_R","Nature","Sous-fontion","Montant","Libellé nature","Libellé fonction"
2005,"F",1,7066,64,"2687234,19","REDEVANCES ET DROITS DES SERVICES A CARACTERE SOCIAL","CRECHES ET GARDERIES"
2005,"F",1,7067,251,"3410462,31","REDEVANCES ET DROITS DES SERVICES PERISCOLAIRES ET D ENSEIGNEMENT","HEBERGEMENT ET RESTAURATION SCOLAIRE"
2005,"F",1,7067,421,"81181,35","REDEVANCES ET DROITS DES SERVICES PERISCOLAIRES ET D ENSEIGNEMENT","CENTRES DE LOISIRS"
2005,"F",1,7067,823,"19523,33","REDEVANCES ET DROITS DES SERVICES PERISCOLAIRES ET D ENSEIGNEMENT","ESPACES VERTS URBAINS"
2005,"F",1,70688,20,"183113,8","AUTRES PRESTATIONS DE SERVICES","ADMINISTRATION GENERALE DE LA COLLECTIVITE"
2005,"F",1,70688,26,"29725,83","AUTRES PRESTATIONS DE SERVICES","CIMETIERES ET POMPES FUNEBRES"
2005,"F",1,70688,112,"65465,48","AUTRES PRESTATIONS DE SERVICES","POLICE MUNICIPALE"
2005,"F",1,70688,251,"296646,86","AUTRES PRESTATIONS DE SERVICES","HEBERGEMENT ET RESTAURATION SCOLAIRE"
2005,"F",1,70688,823,"89755,53","AUTRES PRESTATIONS DE SERVICES","ESPACES VERTS URBAINS"
2005,"F",1,7083,24,"1368,48","LOCATIONS DIVERSES (AUTRES QU'IMMEUBLES)","FETES ET CEREMONIES"
2005,"F",1,70848,20,"411717,75","MISE A DISPOSITION DU PERSONNEL AUX AUTRES ORGANISMES","ADMINISTRATION GENERALE DE LA COLLECTIVITE"
2005,"F",1,70848,112,8050,"MISE A DISPOSITION DU PERSONNEL AUX AUTRES ORGANISMES","POLICE MUNICIPALE"
2005,"F",1,70878,20,"1188287,19","REMBOURSEMENT DE FRAIS PAR D'AUTRES REDEVABLES","ADMINISTRATION GENERALE DE LA COLLECTIVITE"
2005,"F",1,70878,821,"98099,21","REMBOURSEMENT DE FRAIS PAR D'AUTRES REDEVABLES","EQUIPEMENTS DE VOIRIE"
2005,"F",1,70878,822,"42204,16","REMBOURSEMENT DE FRAIS PAR D'AUTRES REDEVABLES","VOIRIE COMMUNALE ET ROUTES"
2005,"F",1,7088,20,"8411,76","AUTRES PRODUITS D ACTIVITES ANNEXES (ABONNEMENTS ET VENTES D OUVRAGES)","ADMINISTRATION GENERALE DE LA COLLECTIVITE"
2005,"F",1,7088,23,"170,52","AUTRES PRODUITS D ACTIVITES ANNEXES (ABONNEMENTS ET VENTES D OUVRAGES)","INFORMATION, COMMUNICATION, PUBLICITE"
2005,"F",1,7088,24,"3211,33","AUTRES PRODUITS D ACTIVITES ANNEXES (ABONNEMENTS ET VENTES D OUVRAGES)","FETES ET CEREMONIES"
2005,"F",1,7088,30,"236,76","AUTRES PRODUITS D ACTIVITES ANNEXES (ABONNEMENTS ET VENTES D OUVRAGES)","SERVICES COMMUNS"
2005,"F",1,7088,422,"1697,53","AUTRES PRODUITS D ACTIVITES ANNEXES (ABONNEMENTS ET VENTES D OUVRAGES)","AUTRES ACTIVITES POUR LES JEUNES"
2005,"F",1,7311,,124527220,"CONTRIBUTIONS DIRECTES",
2005,"F",1,7343,,48858,"TAXE SUR LES PYLONES ELECTRIQUES",
2005,"F",1,7351,,"3828312,08","TAXE SUR L'ELECTRICITE",
2005,"F",1,7362,,"735415,32","TAXES DE SEJOUR",
2005,"F",1,7363,,"223386,26","IMPOTS SUR LES SPECTACLES",
2005,"F",1,73681,,"177910,88","EMPLACEMENTS PUBLICITAIRES",
2005,"F",1,7381,,"8788027,01","TAXE ADDITIONNELLE AUX DROITS DE MUTATION OU TAXE DE PUBLICITE FONCIERE",
2005,"F",1,7411,,45846305,"DOTATION FORFAITAIRE",
2005,"F",1,74123,,6897288,"DOTATION DE SOLIDARITE URBAINE",
2005,"F",1,74127,,3044177,"Dotation nationale de péréquat",
2005,"F",1,745,,95941,"DOTATION SPECIALE AU TITRE DES INSTITUTEURS",
2005,"F",1,746,,1161568,"DOTATION GENERALE DE DECENTRALISATION",
2005,"F",1,74711,,"112408,6","EMPLOIS JEUNES",
2005,"F",1,74718,,"480915,42","AUTRES",
2005,"F",1,74718,22,38351,"AUTRES","ADMINISTRATION GENERALE DE L'ETAT"
2005,"F",1,7473,,92140,"SUBVENTIONS ET PARTICIPATIONS DEPARTEMENTS",
2005,"F",1,7475,,"498916,71","SUBVENTIONS ET PARTICIPATIONS GROUPEMENTS DE COLLECTIVITES",
2005,"F",1,7478,,"7479141,07","SUBVENTIONS ET PARTICIPATIONS AUTRES ORGANISMES",
2005,"F",1,74833,,3031458,"ATTRIBUTIONS ETAT COMPENSATION AU TITRE DE LA TAXE PROFESSIONNELLE",
2005,"F",1,74834,,1746510,"ATTRIBUTION ETAT COMPENSATION AU TITRE DES EXONERATIONS DES TAXES FONCIERES",
2005,"F",1,74835,,4023896,"ATTRIBUTION ETAT COMPENSATION AU TITRE DES EXONERATIONS DE TAXE D'HABITATION",
2005,"F",1,7488,,"787419,4","AUTRES ATTRIBUTIONS, SUBVENTIONS ET PARTICIPATIONS",
2005,"F",1,752,20,"688572,61","REVENUS DES IMMEUBLES","ADMINISTRATION GENERALE DE LA COLLECTIVITE"
2005,"F",1,752,24,"102397,56","REVENUS DES IMMEUBLES","FETES ET CEREMONIES"
2005,"F",1,757,20,149220,"REDEVANCES VERSEES PAR LES FERMIERS ET CONCESSIONNAIRES","ADMINISTRATION GENERALE DE LA COLLECTIVITE"
2005,"F",1,757,816,"1541843,47","REDEVANCES VERSEES PAR LES FERMIERS ET CONCESSIONNAIRES","AUTRES RESEAUX ET SERVICES DIVERS"
2005,"F",1,757,821,"888159,5","REDEVANCES VERSEES PAR LES FERMIERS ET CONCESSIONNAIRES","EQUIPEMENTS DE VOIRIE"
2005,"F",1,757,822,"7795119,73","REDEVANCES VERSEES PAR LES FERMIERS ET CONCESSIONNAIRES","VOIRIE COMMUNALE ET ROUTES"
2005,"F",1,757,90,"76516,47","REDEVANCES VERSEES PAR LES FERMIERS ET CONCESSIONNAIRES","INTERVENTIONS ECONOMIQUES"
2005,"F",1,757,91,"193608,1","REDEVANCES VERSEES PAR LES FERMIERS ET CONCESSIONNAIRES","FOIRES ET MARCHES"
2005,"F",1,758,20,"804282,77","PRODUITS DIVERS DE GESTION COURANTE","ADMINISTRATION GENERALE DE LA COLLECTIVITE"
2005,"F",1,758,21,"9759,35","PRODUITS DIVERS DE GESTION COURANTE","ASSEMBLEE LOCALE"
2005,"F",1,758,22,"40237,7","PRODUITS DIVERS DE GESTION COURANTE","ADMINISTRATION GENERALE DE L'ETAT"
2005,"F",1,758,23,"16011,45","PRODUITS DIVERS DE GESTION COURANTE","INFORMATION, COMMUNICATION, PUBLICITE"
2005,"F",1,758,24,17405,"PRODUITS DIVERS DE GESTION COURANTE","FETES ET CEREMONIES"
2005,"F",1,758,112,"71126,55","PRODUITS DIVERS DE GESTION COURANTE","POLICE MUNICIPALE"
2005,"F",1,758,12,"7969,75","PRODUITS DIVERS DE GESTION COURANTE","HYGIENE ET SALUBRITE PUBLIQUE"
2005,"F",1,758,211,"40392,65","PRODUITS DIVERS DE GESTION COURANTE","ECOLES MATERNELLES"
2005,"F",1,758,212,"156683,69","PRODUITS DIVERS DE GESTION COURANTE","ECOLES PRIMAIRES"
2005,"F",1,758,30,"8390,95","PRODUITS DIVERS DE GESTION COURANTE","SERVICES COMMUNS"
2005,"F",1,758,312,"2305,5","PRODUITS DIVERS DE GESTION COURANTE","ARTS PLASTIQUES ET AUTRES ACTIVITES ARTISTIQUES"
2005,"F",1,758,323,"9430,05","PRODUITS DIVERS DE GESTION COURANTE","ARCHIVES"
2005,"F",1,758,411,"26866,75","PRODUITS DIVERS DE GESTION COURANTE","SALLES DE SPORT, GYMNASES"
2005,"F",1,758,412,"40396,35","PRODUITS DIVERS DE GESTION COURANTE","STADES"
2005,"F",1,758,421,2220,"PRODUITS DIVERS DE GESTION COURANTE","CENTRES DE LOISIRS"
2005,"F",1,758,422,"43011,68","PRODUITS DIVERS DE GESTION COURANTE","AUTRES ACTIVITES POUR LES JEUNES"
2005,"F",1,758,64,"184419,2","PRODUITS DIVERS DE GESTION COURANTE","CRECHES ET GARDERIES"
2005,"F",1,758,812,"27,54","PRODUITS DIVERS DE GESTION COURANTE","COLLECTE ET TRAITEMENT DES ORDURES MENAGERES"
2005,"F",1,758,814,7074,"PRODUITS DIVERS DE GESTION COURANTE","ECLAIRAGE PUBLIC"
2005,"F",1,758,816,"4358,65","PRODUITS DIVERS DE GESTION COURANTE","AUTRES RESEAUX ET SERVICES DIVERS"
2005,"F",1,758,820,"27449,2","PRODUITS DIVERS DE GESTION COURANTE","SERVICES COMMUNS"
2005,"F",1,758,821,"14614,2","PRODUITS DIVERS DE GESTION COURANTE","EQUIPEMENTS DE VOIRIE"
2005,"F",1,758,822,"429108,8","PRODUITS DIVERS DE GESTION COURANTE","VOIRIE COMMUNALE ET ROUTES"
2005,"F",1,758,823,"104952,8","PRODUITS DIVERS DE GESTION COURANTE","ESPACES VERTS URBAINS"
2005,"F",1,758,824,"3695,6","PRODUITS DIVERS DE GESTION COURANTE","AUTRES OPERATIONS D'AMENAGEMENT URBAIN"
2005,"F",1,758,91,"74338,52","PRODUITS DIVERS DE GESTION COURANTE","FOIRES ET MARCHES"
2005,"F",1,7581,20,29158,"Facturés aux budgets annexes,","ADMINISTRATION GENERALE DE LA COLLECTIVITE"
2005,"F",1,7588,822,"41211,35","Facturés à d'autres redevables","VOIRIE COMMUNALE ET ROUTES"
2005,"F",1,764,20,31601,"REVENUS DES VALEURS MOBILIERES DE PLACEMENT","ADMINISTRATION GENERALE DE LA COLLECTIVITE"
2005,"F",1,7718,20,"44695,44","AUTRES PRODUITS EXCEPTIONNELS SUR OPERATIONS DE GESTION","ADMINISTRATION GENERALE DE LA COLLECTIVITE"
2005,"F",1,7718,822,309000,"AUTRES PRODUITS EXCEPTIONNELS SUR OPERATIONS DE GESTION","VOIRIE COMMUNALE ET ROUTES"
2005,"F",1,775,20,"37411,17","PRODUITS DES CESSIONS D'IMMOBILISATIONS","ADMINISTRATION GENERALE DE LA COLLECTIVITE"
2005,"F",1,775,824,"7539821,38","PRODUITS DES CESSIONS D'IMMOBILISATIONS","AUTRES OPERATIONS D'AMENAGEMENT URBAIN"
2005,"F",1,776,,"2658635,74","DIFFERENCES SUR REALISATIONS (NEGATIVES) REPRISES AU COMPTE DE RESULTAT",
2005,"F",1,778,20,"98056,2","AUTRES PRODUITS EXCEPTIONNELS","ADMINISTRATION GENERALE DE LA COLLECTIVITE"
2005,"F",1,778,22,"9,75","AUTRES PRODUITS EXCEPTIONNELS","ADMINISTRATION GENERALE DE L'ETAT"
2005,"F",1,778,112,"244,79","AUTRES PRODUITS EXCEPTIONNELS","POLICE MUNICIPALE"
2005,"F",1,778,211,"9388,6","AUTRES PRODUITS EXCEPTIONNELS","ECOLES MATERNELLES"
2005,"F",1,778,212,"39,97","AUTRES PRODUITS EXCEPTIONNELS","ECOLES PRIMAIRES"
2005,"F",1,778,251,"2677,76","AUTRES PRODUITS EXCEPTIONNELS","HEBERGEMENT ET RESTAURATION SCOLAIRE"
2005,"F",1,778,30,69837,"AUTRES PRODUITS EXCEPTIONNELS","SERVICES COMMUNS"
2005,"F",1,778,415,2000,"AUTRES PRODUITS EXCEPTIONNELS","MANIFESTATIONS SPORTIVES"
2005,"F",1,778,421,42,"AUTRES PRODUITS EXCEPTIONNELS","CENTRES DE LOISIRS"
2005,"F",1,778,422,"859,07","AUTRES PRODUITS EXCEPTIONNELS","AUTRES ACTIVITES POUR LES JEUNES"
2005,"F",1,778,64,"1222,06","AUTRES PRODUITS EXCEPTIONNELS","CRECHES ET GARDERIES"
2005,"F",1,778,820,"1574,57","AUTRES PRODUITS EXCEPTIONNELS","SERVICES COMMUNS"
2005,"F",1,778,821,"18,36","AUTRES PRODUITS EXCEPTIONNELS","EQUIPEMENTS DE VOIRIE"
2005,"F",1,778,823,"1124,18","AUTRES PRODUITS EXCEPTIONNELS","ESPACES VERTS URBAINS"
2005,"F",1,778,824,"6514,35","AUTRES PRODUITS EXCEPTIONNELS","AUTRES OPERATIONS D'AMENAGEMENT URBAIN"
2005,"F",1,778,90,"413,2","AUTRES PRODUITS EXCEPTIONNELS","INTERVENTIONS ECONOMIQUES"
2005,"F",1,7911,20,"58240,61","TRANSFERTS DE CHARGES DE FONCTION. - INDEMNITES DE SINISTRES (DESTRUC.PARTIELLE)","ADMINISTRATION GENERALE DE LA COLLECTIVITE"
2005,"F",1,7911,112,"25550,8","TRANSFERTS DE CHARGES DE FONCTION. - INDEMNITES DE SINISTRES (DESTRUC.PARTIELLE)","POLICE MUNICIPALE"
2005,"F",1,7911,211,"2055,48","TRANSFERTS DE CHARGES DE FONCTION. - INDEMNITES DE SINISTRES (DESTRUC.PARTIELLE)","ECOLES MATERNELLES"
2005,"F",1,7911,212,"12247,28","TRANSFERTS DE CHARGES DE FONCTION. - INDEMNITES DE SINISTRES (DESTRUC.PARTIELLE)","ECOLES PRIMAIRES"
2005,"F",1,7911,251,"5608,07","TRANSFERTS DE CHARGES DE FONCTION. - INDEMNITES DE SINISTRES (DESTRUC.PARTIELLE)","HEBERGEMENT ET RESTAURATION SCOLAIRE"
2005,"F",1,7911,30,"39864,27","TRANSFERTS DE CHARGES DE FONCTION. - INDEMNITES DE SINISTRES (DESTRUC.PARTIELLE)","SERVICES COMMUNS"
2005,"F",1,7911,821,"113432,34","TRANSFERTS DE CHARGES DE FONCTION. - INDEMNITES DE SINISTRES (DESTRUC.PARTIELLE)","EQUIPEMENTS DE VOIRIE"
2005,"F",1,7911,822,"107381,56","TRANSFERTS DE CHARGES DE FONCTION. - INDEMNITES DE SINISTRES (DESTRUC.PARTIELLE)","VOIRIE COMMUNALE ET ROUTES"
2005,"F",1,7911,823,"9264,98","TRANSFERTS DE CHARGES DE FONCTION. - INDEMNITES DE SINISTRES (DESTRUC.PARTIELLE)","ESPACES VERTS URBAINS"
2005,"F",1,7911,91,"1301,49","TRANSFERTS DE CHARGES DE FONCTION. - INDEMNITES DE SINISTRES (DESTRUC.PARTIELLE)","FOIRES ET MARCHES"
2005,"F",1,7918,,"4875747,4","AUTRES TRANSFERTS DE CHARGES DE FONCTIONNEMENT COURANT",
2005,"I",1,16441,,31200000,"EMPRUNT ASSORTI TIRAGE SUR LIGNE DE TRESORERIE",
2005,"I",1,165,,"58051,47","DEPOTS ET CAUTIONNEMENTS RECUS",
2005,"I",1,16818,,"22219,9","AUTRES EMPRUNTS AUTRES PRETEURS",
2005,"I",1,16878,,"70991,96","AUTRES ORGANISMES ET PARTICULIERS",
2005,"I",1,16882,,"11384,09","ICNE PROCEDURES DE CONTREPASSATION",
2005,"I",1,192,,"2658635,74","REALISATIONS POSTERIEURES AU 01/01/1997",
2005,"I",1,2031,20,"1480,05","FRAIS D'ETUDES","ADMINISTRATION GENERALE DE LA COLLECTIVITE"
2005,"I",1,2031,824,"259430,79","FRAIS D'ETUDES","AUTRES OPERATIONS D'AMENAGEMENT URBAIN"
2005,"I",1,205,20,"458163,42","CONCESSIONS ET DROITS SIMILAIRES BREVETS LICENCES MARQUES PROCEDES DROITS ET VAL","ADMINISTRATION GENERALE DE LA COLLECTIVITE"
2005,"I",1,205,22,"18952,12","CONCESSIONS ET DROITS SIMILAIRES BREVETS LICENCES MARQUES PROCEDES DROITS ET VAL","ADMINISTRATION GENERALE DE L'ETAT"
2005,"I",1,205,26,3786,"CONCESSIONS ET DROITS SIMILAIRES BREVETS LICENCES MARQUES PROCEDES DROITS ET VAL","CIMETIERES ET POMPES FUNEBRES"
2005,"I",1,205,112,"8940,1","CONCESSIONS ET DROITS SIMILAIRES BREVETS LICENCES MARQUES PROCEDES DROITS ET VAL","POLICE MUNICIPALE"
2005,"I",1,205,213,"856,34","CONCESSIONS ET DROITS SIMILAIRES BREVETS LICENCES MARQUES PROCEDES DROITS ET VAL","CLASSES REGROUPEES"
2005,"I",1,205,814,"1448,36","CONCESSIONS ET DROITS SIMILAIRES BREVETS LICENCES MARQUES PROCEDES DROITS ET VAL","ECLAIRAGE PUBLIC"
2005,"I",1,205,816,"4671,58","CONCESSIONS ET DROITS SIMILAIRES BREVETS LICENCES MARQUES PROCEDES DROITS ET VAL","AUTRES RESEAUX ET SERVICES DIVERS"
2005,"I",1,205,822,"8234,46","CONCESSIONS ET DROITS SIMILAIRES BREVETS LICENCES MARQUES PROCEDES DROITS ET VAL","VOIRIE COMMUNALE ET ROUTES"
2005,"I",1,2111,824,"1005683,61","TERRAINS NUS","AUTRES OPERATIONS D'AMENAGEMENT URBAIN"
2005,"I",1,2121,823,"106585,1","PLANTATIONS D'ARBRES ET D'ARBUSTES","ESPACES VERTS URBAINS"
2005,"I",1,2128,26,"436429,21","AUTRES AGENCEMENTS ET AMENAGEMENTS","CIMETIERES ET POMPES FUNEBRES"
2005,"I",1,2138,824,"12247742,99","AUTRES CONSTRUCTIONS","AUTRES OPERATIONS D'AMENAGEMENT URBAIN"
2005,"I",1,2161,322,21598,"OEUVRES ET OBJETS D'ART","MUSEES"
2005,"I",1,2161,324,75200,"OEUVRES ET OBJETS D'ART","ENTRETIEN DU PATRIMOINE CULTUREL"
2005,"I",1,2168,323,"36271,74","COLLECTIONS - OEUVRES D'ART AUTRES","ARCHIVES"
2005,"I",1,2182,20,"993982,82","AUTRES IMMOBILISATIONS CORPORELLES MATERIEL DE TRANSPORT","ADMINISTRATION GENERALE DE LA COLLECTIVITE"
2005,"I",1,2182,814,71300,"AUTRES IMMOBILISATIONS CORPORELLES MATERIEL DE TRANSPORT","ECLAIRAGE PUBLIC"
2005,"I",1,2183,20,"482306,51","AUTRES IMMOBILISATIONS CORPORELLES MATERIEL DE BUREAU ET INFORMATIQUE","ADMINISTRATION GENERALE DE LA COLLECTIVITE"
2005,"I",1,2183,12,"2184,42","AUTRES IMMOBILISATIONS CORPORELLES MATERIEL DE BUREAU ET INFORMATIQUE","HYGIENE ET SALUBRITE PUBLIQUE"
2005,"I",1,2183,211,"51889,54","AUTRES IMMOBILISATIONS CORPORELLES MATERIEL DE BUREAU ET INFORMATIQUE","ECOLES MATERNELLES"
2005,"I",1,2183,212,"84960,91","AUTRES IMMOBILISATIONS CORPORELLES MATERIEL DE BUREAU ET INFORMATIQUE","ECOLES PRIMAIRES"
2005,"I",1,2183,323,5500,"AUTRES IMMOBILISATIONS CORPORELLES MATERIEL DE BUREAU ET INFORMATIQUE","ARCHIVES"
2005,"I",1,2183,324,"1935,13","AUTRES IMMOBILISATIONS CORPORELLES MATERIEL DE BUREAU ET INFORMATIQUE","ENTRETIEN DU PATRIMOINE CULTUREL"
2005,"I",1,2183,412,"969,96","AUTRES IMMOBILISATIONS CORPORELLES MATERIEL DE BUREAU ET INFORMATIQUE","STADES"
2005,"I",1,2183,422,"17451,16","AUTRES IMMOBILISATIONS CORPORELLES MATERIEL DE BUREAU ET INFORMATIQUE","AUTRES ACTIVITES POUR LES JEUNES"
2005,"I",1,2183,64,"2774,72","AUTRES IMMOBILISATIONS CORPORELLES MATERIEL DE BUREAU ET INFORMATIQUE","CRECHES ET GARDERIES"
2005,"I",1,2183,824,"14007,12","AUTRES IMMOBILISATIONS CORPORELLES MATERIEL DE BUREAU ET INFORMATIQUE","AUTRES OPERATIONS D'AMENAGEMENT URBAIN"
2005,"I",1,2184,20,"241473,53","AUTRES IMMOBILISATIONS CORPORELLES MOBILIER","ADMINISTRATION GENERALE DE LA COLLECTIVITE"
2005,"I",1,2184,211,"136822,01","AUTRES IMMOBILISATIONS CORPORELLES MOBILIER","ECOLES MATERNELLES"
2005,"I",1,2184,212,"122749,75","AUTRES IMMOBILISATIONS CORPORELLES MOBILIER","ECOLES PRIMAIRES"
2005,"I",1,2184,213,"38693,63","AUTRES IMMOBILISATIONS CORPORELLES MOBILIER","CLASSES REGROUPEES"
2005,"I",1,2184,323,"3420,56","AUTRES IMMOBILISATIONS CORPORELLES MOBILIER","ARCHIVES"
2005,"I",1,2184,324,"12970,82","AUTRES IMMOBILISATIONS CORPORELLES MOBILIER","ENTRETIEN DU PATRIMOINE CULTUREL"
2005,"I",1,2184,412,"1907,02","AUTRES IMMOBILISATIONS CORPORELLES MOBILIER","STADES"
2005,"I",1,2184,421,"188,6","AUTRES IMMOBILISATIONS CORPORELLES MOBILIER","CENTRES DE LOISIRS"
2005,"I",1,2184,422,"53095,5","AUTRES IMMOBILISATIONS CORPORELLES MOBILIER","AUTRES ACTIVITES POUR LES JEUNES"
2005,"I",1,2184,64,"19854,23","AUTRES IMMOBILISATIONS CORPORELLES MOBILIER","CRECHES ET GARDERIES"
2005,"I",1,2184,823,"48771,47","AUTRES IMMOBILISATIONS CORPORELLES MOBILIER","ESPACES VERTS URBAINS"
2005,"I",1,2185,823,"36637,87","AUTRES IMMOBILISATIONS CORPORELLES CHEPTEL","ESPACES VERTS URBAINS"
2005,"I",1,2188,20,"314769,33","AUTRES IMMOBILISATIONS CORPORELLES AUTRES","ADMINISTRATION GENERALE DE LA COLLECTIVITE"
2005,"I",1,2188,24,"76278,4","AUTRES IMMOBILISATIONS CORPORELLES AUTRES","FETES ET CEREMONIES"
2005,"I",1,2188,26,"11852,03","AUTRES IMMOBILISATIONS CORPORELLES AUTRES","CIMETIERES ET POMPES FUNEBRES"
2005,"I",1,2188,112,"48015,22","AUTRES IMMOBILISATIONS CORPORELLES AUTRES","POLICE MUNICIPALE"
2005,"I",1,2188,12,"221,26","AUTRES IMMOBILISATIONS CORPORELLES AUTRES","HYGIENE ET SALUBRITE PUBLIQUE"
2005,"I",1,2188,211,"21958,97","AUTRES IMMOBILISATIONS CORPORELLES AUTRES","ECOLES MATERNELLES"
2005,"I",1,2188,212,"22872,08","AUTRES IMMOBILISATIONS CORPORELLES AUTRES","ECOLES PRIMAIRES"
2005,"I",1,2188,251,"31161,57","AUTRES IMMOBILISATIONS CORPORELLES AUTRES","HEBERGEMENT ET RESTAURATION SCOLAIRE"
2005,"I",1,2188,30,"9915,82","AUTRES IMMOBILISATIONS CORPORELLES AUTRES","SERVICES COMMUNS"
2005,"I",1,2188,323,1495,"AUTRES IMMOBILISATIONS CORPORELLES AUTRES","ARCHIVES"
2005,"I",1,2188,324,"1284,19","AUTRES IMMOBILISATIONS CORPORELLES AUTRES","ENTRETIEN DU PATRIMOINE CULTUREL"
2005,"I",1,2188,412,"143391,2","AUTRES IMMOBILISATIONS CORPORELLES AUTRES","STADES"
2005,"I",1,2188,421,"3089,7","AUTRES IMMOBILISATIONS CORPORELLES AUTRES","CENTRES DE LOISIRS"
2005,"I",1,2188,422,"21242,61","AUTRES IMMOBILISATIONS CORPORELLES AUTRES","AUTRES ACTIVITES POUR LES JEUNES"
2005,"I",1,2188,64,"124797,37","AUTRES IMMOBILISATIONS CORPORELLES AUTRES","CRECHES ET GARDERIES"
2005,"I",1,2188,813,"456604,76","AUTRES IMMOBILISATIONS CORPORELLES AUTRES","PROPRETE URBAINE"
2005,"I",1,2188,814,"259725,32","AUTRES IMMOBILISATIONS CORPORELLES AUTRES","ECLAIRAGE PUBLIC"
2005,"I",1,2188,821,"604534,11","AUTRES IMMOBILISATIONS CORPORELLES AUTRES","EQUIPEMENTS DE VOIRIE"
2005,"I",1,2188,822,"79538,64","AUTRES IMMOBILISATIONS CORPORELLES AUTRES","VOIRIE COMMUNALE ET ROUTES"
2005,"I",1,2188,823,"139299,34","AUTRES IMMOBILISATIONS CORPORELLES AUTRES","ESPACES VERTS URBAINS"
2005,"I",1,2312,26,"85667,89","IMMOBILISATIONS EN COURS TERRAINS","CIMETIERES ET POMPES FUNEBRES"
2005,"I",1,2312,211,"196702,57","IMMOBILISATIONS EN COURS TERRAINS","ECOLES MATERNELLES"
2005,"I",1,2312,212,"75856,31","IMMOBILISATIONS EN COURS TERRAINS","ECOLES PRIMAIRES"
2005,"I",1,2312,412,"3910948,15","IMMOBILISATIONS EN COURS TERRAINS","STADES"
2005,"I",1,2312,414,"228767,91","IMMOBILISATIONS EN COURS TERRAINS","AUTRES EQUIPEMENTS SPORTIFS OU DE LOISIR"
2005,"I",1,2312,64,"93340,54","IMMOBILISATIONS EN COURS TERRAINS","CRECHES ET GARDERIES"
2005,"I",1,2312,823,"2537941,87","IMMOBILISATIONS EN COURS TERRAINS","ESPACES VERTS URBAINS"
2005,"I",1,2312,91,"690122,29","IMMOBILISATIONS EN COURS TERRAINS","FOIRES ET MARCHES"
2005,"I",1,2313,20,"4468991,32","IMMOBILISATIONS EN COURS CONSTRUCTION","ADMINISTRATION GENERALE DE LA COLLECTIVITE"
2005,"I",1,2313,26,"47513,42","IMMOBILISATIONS EN COURS CONSTRUCTION","CIMETIERES ET POMPES FUNEBRES"
2005,"I",1,2313,112,"8895,36","IMMOBILISATIONS EN COURS CONSTRUCTION","POLICE MUNICIPALE"
2005,"I",1,2313,12,"380,1","IMMOBILISATIONS EN COURS CONSTRUCTION","HYGIENE ET SALUBRITE PUBLIQUE"
2005,"I",1,2313,211,"4413872,46","IMMOBILISATIONS EN COURS CONSTRUCTION","ECOLES MATERNELLES"
2005,"I",1,2313,212,"4573026,21","IMMOBILISATIONS EN COURS CONSTRUCTION","ECOLES PRIMAIRES"
2005,"I",1,2313,213,"206776,65","IMMOBILISATIONS EN COURS CONSTRUCTION","CLASSES REGROUPEES"
2005,"I",1,2313,251,"223004,28","IMMOBILISATIONS EN COURS CONSTRUCTION","HEBERGEMENT ET RESTAURATION SCOLAIRE"
2005,"I",1,2313,322,"254160,85","IMMOBILISATIONS EN COURS CONSTRUCTION","MUSEES"
2005,"I",1,2313,324,"1257252,41","IMMOBILISATIONS EN COURS CONSTRUCTION","ENTRETIEN DU PATRIMOINE CULTUREL"
2005,"I",1,2313,411,"302460,93","IMMOBILISATIONS EN COURS CONSTRUCTION","SALLES DE SPORT, GYMNASES"
2005,"I",1,2313,414,"1783,23","IMMOBILISATIONS EN COURS CONSTRUCTION","AUTRES EQUIPEMENTS SPORTIFS OU DE LOISIR"
2005,"I",1,2313,421,"16720,78","IMMOBILISATIONS EN COURS CONSTRUCTION","CENTRES DE LOISIRS"
2005,"I",1,2313,422,"1065795,83","IMMOBILISATIONS EN COURS CONSTRUCTION","AUTRES ACTIVITES POUR LES JEUNES"
2005,"I",1,2313,64,"2616912,03","IMMOBILISATIONS EN COURS CONSTRUCTION","CRECHES ET GARDERIES"
2005,"I",1,2313,823,"1364610,65","IMMOBILISATIONS EN COURS CONSTRUCTION","ESPACES VERTS URBAINS"
2005,"I",1,2313,824,50232,"IMMOBILISATIONS EN COURS CONSTRUCTION","AUTRES OPERATIONS D'AMENAGEMENT URBAIN"
2005,"I",1,2313,91,"64286,32","IMMOBILISATIONS EN COURS CONSTRUCTION","FOIRES ET MARCHES"
2005,"I",1,2315,20,"592274,2","IMMOBILISATIONS EN COURS INSTALLATIONS MATERIEL ET OUTILLAGE TECHNIQUE","ADMINISTRATION GENERALE DE LA COLLECTIVITE"
2005,"I",1,2315,212,"372114,24","IMMOBILISATIONS EN COURS INSTALLATIONS MATERIEL ET OUTILLAGE TECHNIQUE","ECOLES PRIMAIRES"
2005,"I",1,2315,251,"53485,12","IMMOBILISATIONS EN COURS INSTALLATIONS MATERIEL ET OUTILLAGE TECHNIQUE","HEBERGEMENT ET RESTAURATION SCOLAIRE"
2005,"I",1,2315,814,"790946,91","IMMOBILISATIONS EN COURS INSTALLATIONS MATERIEL ET OUTILLAGE TECHNIQUE","ECLAIRAGE PUBLIC"
