 Nom modèle,Surface de plancher (SHON),Surface terrain,Date signature décision finale,Nature avis décision,Nombre de logements créés,1 pièce logements individuels,2 pièces logements individuels,3 pièces logements individuels,4 pièces logements individuels,5 pièces logements individuels,1 pièce logements collectifs,2 pièces logements collectifs,4 pièces logements collectifs,3 pièces logements collectifs,5 pièces logements collectifs,Quartier,Secteur
Permis de Construire,"1752,5",7050,27/05/2008,Favorable,23,,,,,,,7,5,11,,PA -Saint Martin,5
Permis de Construire,,2434,29/09/2009,Favorable,,,,,,,,,,,,HF -Hopitaux Facultés,2
Permis de Construire,3462,32415,24/08/2009,Favorable,,,,,,,,,,,,MO -La Paillade,9
Permis de Construire,948,0,31/07/2009,Favorable,,,,,,,,,,,,CA -Croix d'Argent,6
Permis de Construire,42,242,14/06/2010,Favorable,1,,,1,,,,,,,,MC -Les Beaux Arts,3
Permis de Construire,,976,27/09/2007,Favorable,,,,,,,,,,,,HF -Plan des quatre Seigneurs,2
Permis de Construire,,4760,22/12/2010,Favorable,,,,,,,,,,,,CA -Pas du Loup,7
Permis de Construire,"533,6",20259,15/02/2011,Favorable,,,,,,,,,,,,HF -Hopitaux Facultés,10
Permis de Construire,48,829,14/09/2011,Favorable,,,,,,,,,,,,CA -Estanove,8
Permis de Construire,,1679,04/07/2011,Favorable,,,,,,,,,,,,MC -Les Aubes,4
Permis de Construire,4575,1460,02/09/2011,Favorable,65,,,,,,,27,14,24,,MO -La Paillade,9
Permis de Construire,3356,7744,13/05/2008,Favorable,11,,,,,,,4,,7,,PM -Pompignane,4
Permis de Construire,69,869,18/07/2008,Favorable,,,,,,,,,,,,PA -Saint Martin,5
Permis de Construire,"532,48",1468,08/06/2009,Favorable,6,,,,,3,,,,,,PA -Aiguerelles,5
Permis de Construire,"4583,41",3629,12/08/2010,Favorable,73,,,,,,8,31,8,26,,,
Permis de Construire,,778,25/06/2012,Favorable,,,,,,,,,,,,MC -Comédie,1
Permis de Construire,,2865,26/09/2008,Favorable,,,,,,,,,,,,MO -La Paillade,9
Permis de Construire,"193,9",1972,02/10/2009,Favorable,,,,,,,,,,,,MC -Gares,4
Permis de Construire,-15,14313,12/10/2010,Favorable,1,,,,,,,,,,,MC -Les Beaux Arts,3
Permis de Construire,209,750,10/02/2012,Favorable,,,,,,,,,,,,CE -La Martelle,10
Permis de Construire,,2913,01/08/2008,Favorable,,,,,,,,,,,,MC -Les Beaux Arts,1
Permis de Construire,892,8188,16/06/2008,Favorable,,,,,,,,,,,,CA -Croix d'Argent,6
Permis de Construire,141,788,07/12/2007,Favorable,1,,,,,,,,,,,CE -La Martelle,8
Permis de Construire,"506,47",335,20/03/2008,Favorable,,,,,,,,,,,1,MC -Les Arceaux,7
Permis de Construire,1573,1284,28/07/2008,Favorable,23,,,,,,,10,3,10,,MO -Hauts de Massane,9
Permis de Construire,3997,149,13/05/2008,Favorable,45,,,,,,,7,10,28,,PA -Aiguerelles,5
Permis de Construire,0,1096,05/02/2008,Favorable,4,,,,,,1,,,3,,MC -Centre Historique,1
Permis de Construire,63,4268,14/06/2010,Favorable,,,,,,,,,,,,HF -Hopitaux Facultés,10
Permis de Construire,"46,55",470,18/09/2008,Favorable,,,,,,,,,,,,PM -Pompignane,4
Permis de Construire,5142,47849,05/11/2008,Favorable,55,,,,,,,6,15,2,20,MC -Figuerolles,8
Permis de Construire,158,816,11/01/2011,Favorable,,,,,,,,,,,,CA -Lemasson,6
Permis de Construire,"120,89",372,07/12/2007,Favorable,6,,,,,,6,,,,,MC -Gares,4
Permis de Construire,2131,11048,30/07/2008,Favorable,26,,5,5,16,,,,,,,MO -Hauts de Massane,9
Permis de Construire,,1442,23/04/2008,Favorable,,,,,,,,,,,,MO -Celleneuve,10
Permis de Construire,"40,8",295,12/03/2008,Favorable,,,,,,,,,,,,HF -Hopitaux Facultés,2
Permis de Construire,929,870,16/11/2007,Favorable,,,,,,,,,,,,MC -Les Beaux Arts,2
Permis de Construire,"93,38",1716,17/12/2007,Favorable,,,,,,,,,,,,PM -Millénaire,4
Permis de Construire,112,50038,22/10/2007,Favorable,,,,,,,,,,,,MC -Comédie,3
Permis de Construire,125,1755,29/09/2009,Favorable,,,,,,,,,,,,HF -Plan des quatre Seigneurs,2
Permis de Construire,80,569,11/02/2010,Favorable,2,1,,1,,,,,,,,PA -Aiguerelles,4
Permis de Construire,,160,21/01/2011,Favorable,,,,,,,,,,,,MC -Gares,1
Permis de Construire,,105,04/03/2011,Favorable,,,,,,,,,,,,MC -Centre Historique,1
Permis de Construire,,430,06/07/2007,Favorable,5,,,,,,,5,,,,CE -Alco,9
Permis de Construire,1394,0,30/08/2007,Favorable,,,,,,,,,,,,HF -Hopitaux Facultés,10
Permis de Construire,"156,63",217,03/08/2007,Favorable,,,,,,,,,,,,HF -Hopitaux Facultés,10
Permis de Construire,,518,26/11/2007,Favorable,,,,,,,,,,,,PM -Pompignane,4
Permis de Construire,168,740,17/08/2009,Favorable,1,,,,,,,,1,,,PA -Aiguerelles,5
Permis de Construire,25,393,08/06/2009,Favorable,,,,,,,,,,,,CE -Alco,10
Permis de Construire,3160,20278,30/12/2008,Favorable,,,,,,,,,,,,PM -Millénaire,4
Permis de Construire,180,2491,08/04/2009,Favorable,,,,,,,,,,,,HF -Hopitaux Facultés,10
Permis de Construire,234,3885,01/03/2012,Favorable,,,,,,,,,,,,HF -Hopitaux Facultés,10
Permis de Construire,"24,86",252,19/03/2010,Favorable,,,,,,,,,,,,PA -Saint Martin,5
Permis de Construire,327,654,24/08/2011,Favorable,1,,,,,,,,,,,CE -La Chamberte,8
Permis de Construire,1779,5118,25/11/2011,Favorable,,,,,,,,,,,,CA -Croix d'Argent,6
Permis de Construire,143,1080,28/04/2000,Favorable,1,,,,1,,,,,,,PM -Pompignane,4
Permis de Construire,40,525,05/06/2000,Favorable,,,,,,,,,,,,CA -Lemasson,6
Permis de Construire,117,326,05/06/2000,Favorable,1,,,,1,,,,,,,CA -Croix d'Argent,6
Permis de Construire,0,254,28/11/2000,Favorable,,,,,,,,,,,,MC -Comédie,1
Permis de Construire,1291,19331,23/11/2000,Favorable,,,,,,,,,,,,MC -Gares,4
Permis de Construire,1549,8294,07/08/2000,Favorable,,,,,,,,,,,,PA -Prés Arènes,5
Permis de Construire,208,967,05/06/2000,Favorable,,,,,,,,,,,,HF -Hopitaux Facultés,2
Permis de Construire,4492,1328,08/08/2000,Favorable,116,65,39,12,0,0,,,,,,PM -Port Marianne,5
Permis de Construire,182,2933,24/08/2000,Favorable,1,,,,,1,,,,,,PM -Pompignane,4
Permis de Construire,330,12368,20/07/2000,Favorable,8,,,,,,8,0,0,0,0,CA -Croix d'Argent,6
Permis de Construire,52,5336,02/08/2000,Favorable,,,,,,,,,,,,HF -Plan des quatre Seigneurs,2
Permis de Construire,282,890,20/07/2000,Favorable,2,0,0,0,0,0,,,,,,PM -Pompignane,4
Permis de Construire,1340,1534,07/12/2000,Favorable,,,,,,,,,,,,PM -Port Marianne,5
Permis de Construire,162,489,12/07/2000,Favorable,16,,,,,,16,0,0,0,0,PM -Port Marianne,4
Permis de Construire,0,5485,02/08/2000,Favorable,,,,,,,,,,,,MO -La Paillade,9
Permis de Construire,65,232,02/08/2000,Favorable,1,,,1,,,,,,,,CA -Croix d'Argent,6
Permis de Construire,52,4242,02/08/2000,Favorable,,,,,,,,,,,,MO -Celleneuve,10
Permis de Construire,125,303,28/08/2000,Favorable,1,,,,1,,,,,,,CE -La Martelle,10
Permis de Construire,211,2880,11/09/2000,Favorable,1,,,,,,,,,,,CE -La Martelle,10
Permis de Construire,268,887,26/10/2000,Favorable,2,0,1,0,0,0,,,,,,MC -Gares,4
Permis de Construire,109,335,13/11/2000,Favorable,1,,,,,1,,,,,,PA -Saint Martin,5
Permis de Construire,240,200462,17/10/2000,Favorable,,,,,,,,,,,,MO -La Paillade,9
Permis de Construire,0,120,29/12/2000,Favorable,,,,,,,,,,,,MC -Gambetta,7
Permis de Construire,570,1000,07/12/2000,Favorable,4,,,,,,0,0,0,3,1,CA -Lemasson,1
Permis de Construire,4878,17652,12/02/2001,Favorable,,,,,,,,,,,,PA -Prés Arènes,5
Permis de Construire,0,100640,21/12/2000,Favorable,,,,,,,,,,,,MC -Gares,4
Permis de Construire,74,1196,27/11/2000,Favorable,,,,,,,,,,,,CE -Les Cévennes,7
Permis de Construire,168,408,28/11/2000,Favorable,1,,,,,,,,,,,CA -Pas du Loup,8
Permis de Construire,785,1002,04/04/2001,Favorable,,,,,,,,,,,,HF -Hopitaux Facultés,10
Permis de Construire,42,600,19/02/2001,Favorable,,,,,,,,,,,,PM -Pompignane,4
Permis de Construire,199,1030,09/04/2001,Favorable,1,,,,,,,,,,,HF -Aiguelongue,3
Permis de Construire,246,1181,16/03/2001,Favorable,1,,,,,,,,,,,HF -Aiguelongue,3
Permis de Construire,2642,116892,11/04/2001,Favorable,,,,,,,,,,,,MO -La Paillade,9
Permis de Construire,777,2030,07/06/2001,Favorable,,,,,,,,,,,,MO -La Paillade,9
Permis de Construire,732,3436,18/06/2001,Favorable,3,0,0,0,1,2,,,,,,PM -Port Marianne,4
Permis de Construire,1287,129263,18/06/2001,Favorable,,,,,,,,,,,,HF -Hopitaux Facultés,2
Permis de Construire,0,294273,03/07/2001,Favorable,,,,,,,,,,,,HF -Hopitaux Facultés,10
Permis de Construire,2395,19280,26/06/2001,Favorable,,,,,,,,,,,,PA -Prés Arènes,5
Permis de Construire,212,11926,07/06/2001,Favorable,1,,,,1,,,,,,,CE -La Martelle,10
Permis de Construire,7,227,17/05/2001,Favorable,2,,,,,,0,1,0,1,0,MC -Gares,4
Permis de Construire,18,427,17/05/2001,Favorable,,,,,,,,,,,,PA -Saint Martin,5
Permis de Construire,29,1849,26/04/2001,Favorable,,,,,,,,,,,,MO -La Paillade,9
Permis de Construire,16,121,25/07/2001,Favorable,,,,,,,,,,,,MC -Gambetta,1
Permis de Construire,0,1344,27/09/2001,Favorable,,,,,,,,,,,,MC -Centre Historique,1
Permis de Construire,168,10111,31/07/2001,Favorable,1,,,,,1,,,,,,CE -La Martelle,10
Permis de Construire,1393,13159,23/08/2001,Favorable,18,,,,,,0,8,2,8,0,MC -Boutonnet,10
Permis de Construire,1160,2321,27/09/2001,Favorable,,,,,,,,,,,,HF -Hopitaux Facultés,10
Permis de Construire,140,280,18/09/2001,Favorable,1,,,,,,,,,,,MC -Les Aubes,4
Permis de Construire,3830,6611,19/11/2001,Favorable,,,,,,,,,,,,PM -Millénaire,4
Permis de Construire,4539,21432,24/01/2002,Favorable,,,,,,,,,,,,HF -Hopitaux Facultés,10
Permis de Construire,335,31020,06/12/2001,Favorable,,,,,,,,,,,,HF -Plan des quatre Seigneurs,2
Permis de Construire,2432,4609,07/09/2001,Favorable,23,0,0,10,13,0,,,,,,HF -Hopitaux Facultés,10
Permis de Construire,2967,3796,02/10/2001,Favorable,40,,,,,,1,20,2,17,0,HF -Hopitaux Facultés,10
Permis de Construire,165,986,21/12/2001,Favorable,1,,,,1,,,,,,,PA -Aiguerelles,5
Permis de Construire,611,1188,22/01/2002,Favorable,6,0,0,0,6,0,,,,,,CE -La Martelle,8
Permis de Construire,42,752,24/12/2001,Favorable,,,,,,,,,,,,CE -Alco,10
Permis de Construire,24,303,25/02/2002,Favorable,,,,,,,,,,,,MC -Gares,4
Permis de Construire,115,250,08/01/2002,Favorable,1,,,,1,,,,,,,CE -La Martelle,8
Permis de Construire,0,32085,18/03/2002,Favorable,,,,,,,,,,,,MC -Les Beaux Arts,3
Permis de Construire,141,949,04/06/2002,Favorable,1,,,,,1,,,,,,PM -Port Marianne,4
Permis de Construire,339,839,16/05/2002,Favorable,3,0,0,0,3,0,,,,,,HF -Hopitaux Facultés,2
Permis de Construire,0,310,27/02/2002,Favorable,,,,,,,,,,,,CE -Les Cévennes,8
Permis de Construire,1852,3500,14/06/2002,Favorable,,,,,,,,,,,,PM -Millénaire,4
Permis de Construire,48,157,18/03/2002,Favorable,,,,,,,,,,,,MC -Gares,4
Permis de Construire,181,526,23/05/2002,Favorable,1,,,,,1,,,,,,CE -La Chamberte,8
Permis de Construire,113,32134,28/08/2002,Favorable,,,,,,,,,,,,MO -Celleneuve,9
Permis de Construire,963,5635,27/06/2002,Favorable,,,,,,,,,,,,CA -Croix d'Argent,6
Permis de Construire,343,1096,22/07/2002,Favorable,1,,,,1,,,,,,,PA -Aiguerelles,5
Permis de Construire,9331,2523,11/09/2002,Favorable,117,,,,,,12,54,10,41,0,CA -Estanove,7
Permis de Construire,122,1094,13/08/2002,Favorable,1,,,,,1,,,,,,CE -La Martelle,10
Permis de Construire,266,194,11/10/2002,Favorable,2,,,,,,0,1,0,0,0,MC -Les Beaux Arts,3
Permis de Construire,415,2134,25/11/2002,Favorable,,,,,,,,,,,,PM -Millénaire,4
Permis de Construire,2712,4583,09/04/2003,Favorable,58,,,,,,58,0,0,0,0,MC -Figuerolles,8
Permis de Construire,0,1217,30/12/2002,Favorable,,,,,,,,,,,,MC -Gares,1
Permis de Construire,0,407,05/05/2003,Favorable,,,,,,,,,,,,MC -Comédie,1
Permis de Construire,157,19164,08/04/2003,Favorable,1,,,,,1,,,,,,MO -Hauts de Massane,9
Permis de Construire,8555,8567,13/02/2003,Favorable,84,,,,,,0,9,28,15,32,MO -La Paillade,9
Permis de Construire,396,1010,11/03/2003,Favorable,,,,,,,,,,,,MO -Hauts de Massane,9
Permis de Construire,0,336,13/01/2003,Favorable,,,,,,,,,,,,MC -Les Beaux Arts,3
Permis de Construire,191,9245,12/03/2003,Favorable,,,,,,,,,,,,CA -Croix d'Argent,6
Permis de Construire,0,1439,14/02/2003,Favorable,2,1,0,1,0,0,,,,,,CA -Estanove,8
Permis de Construire,21,7430,21/03/2003,Favorable,,,,,,,,,,,,CA -Croix d'Argent,6
Permis de Construire,5877,15000,05/06/2003,Favorable,,,,,,,,,,,,CA -Croix d'Argent,6
Permis de Construire,148,6162,23/07/2003,Favorable,,,,,,,,,,,,PA -Prés Arènes,5
Permis de Construire,0,3248,30/04/2003,Favorable,,,,,,,,,,,,HF -Hopitaux Facultés,10
Permis de Construire,0,779110,09/10/2003,Favorable,,,,,,,,,,,,HF -Aiguelongue,3
Permis de Construire,0,626,03/06/2003,Favorable,,,,,,,,,,,,CE -La Chamberte,8
Permis de Construire,1700,2660,18/09/2003,Favorable,,,,,,,,,,,,MO -La Paillade,9
Permis de Construire,2181,4059,25/09/2003,Favorable,,,,,,,,,,,,HF -Hopitaux Facultés,10
Permis de Construire,245,9705,09/09/2003,Favorable,,,,,,,,,,,,PM -Millénaire,4
Permis de Construire,5901,5139,31/07/2003,Favorable,82,,,,,,12,35,6,28,1,HF -Aiguelongue,3
Permis de Construire,4849,5132,31/07/2003,Favorable,80,,,,,,2,43,6,27,2,HF -Aiguelongue,3
Permis de Construire,1155,21758,01/12/2003,Favorable,19,,,,,,0,9,6,4,0,HF -Hopitaux Facultés,10
Permis de Construire,123,350,15/01/2004,Favorable,1,,,,1,,,,,,,PM -Millénaire,4
Permis de Construire,250,1182,08/01/2004,Favorable,1,,,,,,,,,,,HF -Aiguelongue,3
Permis de Construire,374,1174,23/01/2004,Favorable,1,,,,,,,,,,,HF -Aiguelongue,3
Permis de Construire,156,1386,01/12/2003,Favorable,1,,,,1,,,,,,,MO -Hauts de Massane,9
Permis de Construire,3400,7645,10/02/2004,Favorable,86,,,,,,85,0,0,1,0,HF -Hopitaux Facultés,10
Permis de Construire,27,2072,01/12/2003,Favorable,,,,,,,,,,,,HF -Hopitaux Facultés,2
Permis de Construire,2095,2674,15/01/2004,Favorable,28,,,,,,5,7,4,12,0,CE -La Martelle,8
Permis de Construire,39,120,11/05/2004,Favorable,,,,,,,,,,,,MC -Les Arceaux,7
Permis de Construire,9896,129263,01/04/2004,Favorable,,,,,,,,,,,,HF -Hopitaux Facultés,2
Permis de Construire,0,239,23/03/2004,Favorable,,,,,,,,,,,,CE -La Martelle,8
Permis de Construire,2953,6749,02/07/2004,Favorable,,,,,,,,,,,,HF -Hopitaux Facultés,10
Permis de Construire,36,77,22/04/2004,Favorable,2,,,,,,1,1,0,0,0,MO -Celleneuve,10
Permis de Construire,573,1913,15/06/2004,Favorable,5,0,0,0,5,0,,,,,,CE -La Martelle,10
Permis de Construire,91,115,28/05/2004,Favorable,,,,,,,,,,,,MC -Gares,4
Permis de Construire,0,112,06/08/2004,Favorable,4,,,,,,0,4,0,0,0,CE -Alco,10
Permis de Construire,150,463,11/05/2004,Favorable,1,,,,,,,,,,,CA -Croix d'Argent,6
Permis de Construire,76,1400,26/07/2004,Favorable,,,,,,,,,,,,HF -Plan des quatre Seigneurs,2
Permis de Construire,392,1509,24/09/2004,Favorable,,,,,,,,,,,,CA -Croix d'Argent,6
Permis de Construire,498,1000,24/09/2004,Favorable,,,,,,,,,,,,CA -Croix d'Argent,6
Permis de Construire,43,616,21/06/2004,Favorable,,,,,,,,,,,,CE -Alco,10
Permis de Construire,2542,16968,09/07/2004,Favorable,49,,,,,,2,14,10,23,0,CA -Estanove,8
Permis de Construire,185,100731,03/08/2004,Favorable,,,,,,,,,,,,MC -Gares,4
Permis de Construire,321,9880,30/09/2004,Favorable,,,,,,,,,,,,PM -Millénaire,4
Permis de Construire,0,336,24/02/2005,Favorable,,,,,,,,,,,,MC -Centre Historique,1
Permis de Construire,1494,3000,21/02/2005,Favorable,,,,,,,,,,,,PM -Millénaire,4
Permis de Construire,1002,5470,15/02/2005,Favorable,13,,,,,,0,7,0,6,0,CA -Estanove,7
Permis de Construire,137,490,10/06/2005,Favorable,1,,,,1,,,,,,,PM -Port Marianne,4
Permis de Construire,29,620,15/02/2005,Favorable,3,,,,,,0,0,2,1,0,MC -Les Beaux Arts,2
Permis de Construire,111,2540,11/07/2005,Favorable,,,,,,,,,,,,MC -Antigone,3
Permis de Construire,37,386,26/01/2005,Favorable,1,,,,,,1,0,0,0,0,CE -Alco,10
Permis de Construire,11650,2210,29/07/2005,Favorable,,,,,,,,,,,,PM -Port Marianne,4
Permis de Construire,804,1608,28/07/2005,Favorable,,,,,,,,,,,,CA -Croix d'Argent,6
Permis de Construire,1185,29780,23/09/2005,Favorable,,,,,,,,,,,,MC -Boutonnet,2
Permis de Construire,2498,3178,29/07/2005,Favorable,51,,,,,,11,40,0,0,0,HF -Hopitaux Facultés,10
Permis de Construire,4090,5042,23/09/2005,Favorable,57,,,,,,0,18,6,33,0,HF -Hopitaux Facultés,10
Permis de Construire,4337,31004,13/01/2006,Favorable,160,,,,,,160,0,0,0,0,HF -Hopitaux Facultés,2
Permis de Construire,183,1330,16/06/2005,Favorable,1,,,,,1,,,,,,PM -Port Marianne,4
Permis de Construire,63,1142,10/10/2005,Favorable,,,,,,,,,,,,PA -Prés Arènes,5
Permis de Construire,5957,3436,20/10/2005,Favorable,67,,,,,,1,29,14,23,0,MC -Gambetta,1
Permis de Construire,4835,6592,19/09/2005,Favorable,68,,,,,,66,0,0,0,2,PM -Millénaire,4
Permis de Construire,39,379,18/07/2005,Favorable,,,,,,,,,,,,CE -Alco,9
Permis de Construire,2596,4649,10/11/2005,Favorable,,,,,,,,,,,,PM -Port Marianne,4
Permis de Construire,41,430,08/07/2005,Favorable,,,,,,,,,,,,CE -Les Cévennes,10
Permis de Construire,34,909,28/07/2005,Favorable,4,,,,,,0,1,0,3,0,MC -Gambetta,1
Permis de Construire,6311,3566,28/10/2005,Favorable,91,,,,,,0,41,17,30,3,PM -Port Marianne,4
Permis de Construire,4153,2195,16/11/2005,Favorable,,,,,,,,,,,,PM -Port Marianne,4
Permis de Construire,8176,3808,20/10/2006,Favorable,93,,,,,,6,34,14,36,3,PM -Port Marianne,4
Permis de Construire,73,422,09/06/2006,Favorable,,,,,,,,,,,,PA -Aiguerelles,5
Permis de Construire,5460,7898,18/09/2006,Favorable,66,,,,,,2,20,15,27,2,PM -Port Marianne,4
Permis de Construire,0,427,20/04/2006,Favorable,,,,,,,,,,,,PA -Saint Martin,5
Permis de Construire,0,170,31/03/2006,Favorable,,,,,,,,,,,,CE -La Martelle,10
Permis de Construire,36,512,18/05/2006,Favorable,,,,,,,,,,,,MO -Hauts de Massane,9
Permis de Construire,18,93,22/03/2006,Favorable,1,,1,,,,,,,,,MC -Boutonnet,2
Permis de Construire,67,11660,09/05/2006,Favorable,,,,,,,,,,,,HF -Hopitaux Facultés,2
Permis de Construire,83,743,31/03/2006,Favorable,,,,,,,,,,,,CE -La Martelle,10
Permis de Construire,58,287,05/04/2006,Favorable,,,,,,,,,,,,CE -Les Cévennes,7
Permis de Construire,37,511,04/07/2006,Favorable,,,,,,,,,,,,CE -Les Cévennes,7
Permis de Construire,670,1347,29/05/2006,Favorable,14,0,14,0,0,0,,,,,,HF -Plan des quatre Seigneurs,2
Permis de Construire,1830,309,15/03/2007,Favorable,18,,,,,,0,0,10,8,0,PM -Port Marianne,4
Permis de Construire,0,21475,21/05/2007,Favorable,,,,,,,,,,,,HF -Hopitaux Facultés,10
Permis de Construire,0,4691,21/07/2006,Favorable,,,,,,,,,,,,HF -Plan des quatre Seigneurs,2
Permis de Construire,151,625,09/05/2006,Favorable,,,,,,,,,,,,HF -Aiguelongue,3
Permis de Construire,18,420,15/06/2006,Favorable,,,,,,,,,,,,CE -Les Cévennes,10
Permis de Construire,2685,3113,08/09/2006,Favorable,28,,,,,,0,3,9,14,2,MO -Hauts de Massane,9
Permis de Construire,144,431,22/09/2006,Favorable,2,0,2,0,0,0,,,,,,PA -Saint Martin,5
Permis de Construire,1043,1044,17/04/2007,Favorable,24,,,,,,14,8,0,2,0,PA -Aiguerelles,5
Permis de Construire,7503,5715,09/03/2007,Favorable,,,,,,,,,,,,MC -Antigone,3
Permis de Construire,12,6913,30/10/2006,Favorable,,,,,,,,,,,,CE -Les Cévennes,7
Permis de Construire,98,1022,06/11/2006,Favorable,,,,,,,,,,,,MC -Centre Historique,1
Permis de Construire,6718,294273,03/04/2007,Favorable,,,,,,,,,,,,HF -Hopitaux Facultés,10
Permis de Construire,5171,4542,30/10/2006,Favorable,1,,,,,,,,1,,,CA -Croix d'Argent,6
Permis de Construire,140,292,17/04/2007,Favorable,1,,,,,1,,,,,,PA -Aiguerelles,5
Permis de Construire,1311,8068,27/11/2006,Favorable,,,,,,,,,,,,HF -Hopitaux Facultés,10
Permis de Construire,974,1858,30/03/2007,Favorable,14,,,,,,0,7,1,5,1,MO -Hauts de Massane,9
Permis de Construire,57,631,15/12/2006,Favorable,,,,,,,,,,,,HF -Hopitaux Facultés,2
Permis de Construire,1580,3125,05/02/2007,Favorable,21,0,6,9,6,0,,,,,,CA -Croix d'Argent,6
Permis de Construire,0,40,05/03/2007,Favorable,1,1,,,,,,,,,,MC -Centre Historique,1
Permis de Construire,1071,1062,06/07/2007,Favorable,19,,,,,,0,13,1,5,0,PA -Aiguerelles,5
Permis de Construire,81,1616,13/08/2007,Favorable,,,,,,,,,,,,MC -Les Beaux Arts,3
Permis de Construire,170,333,24/01/2000,Favorable,,,,,,,,,,,,HF -Hopitaux Facultés,2
Permis de Construire,0,2361,08/02/2000,Favorable,,,,,,,,,,,,CA -Pas du Loup,8
Permis de Construire,53,4218,17/01/2000,Favorable,,,,,,,,,,,,CE -Alco,7
Permis de Construire,130,32104,13/04/2000,Favorable,,,,,,,,,,,,CE -La Martelle,8
Permis de Construire,258,858,14/03/2000,Favorable,2,0,0,0,0,2,,,,,,CE -La Chamberte,8
Permis de Construire,21,24,28/01/2011,Favorable,,,,,,,,,,,,MC -Boutonnet,2
Permis de Construire,13,4757,29/10/2010,Favorable,,,,,,,,,,,,MO -Hauts de Massane,9
Permis de Construire,2848,10168,24/04/2012,Favorable,,,,,,,,,,,,PA -Prés Arènes,5
Permis de Construire,,1170,17/12/2007,Favorable,,,,,,,,,,,,HF -Aiguelongue,3
Permis de Construire,0,7563,05/05/2008,Favorable,,,,,,,,,,,,CE -La Martelle,10
Permis de Construire,"20,15",214,10/04/2008,Favorable,,,,,,,,,,,,CA -Croix d'Argent,6
Permis de Construire,104,18100,23/05/2008,Favorable,1,,,,,,,,,,,MC -Comédie,3
Permis de Construire,"29,73",1774,14/05/2008,Favorable,,,,,,,,,,,,MC -Les Aubes,4
Permis de Construire,"31,6",396,23/04/2008,Favorable,,,,,,,,,,,,CA -Estanove,7
Permis de Construire,5404,2640,07/11/2008,Favorable,62,,,,,,2,24,11,22,3,PM -Port Marianne,4
Permis de Construire,70,359,21/11/2008,Favorable,4,,,,,,,,2,2,,CA -Estanove,7
Permis de Construire,35,5018,20/10/2008,Favorable,,,,,,,,,,,,CE -Alco,7
Permis de Construire,"53,2",10988,23/02/2009,Favorable,,,,,,,,,,,,MO -Hauts de Massane,9
Permis de Construire,451,18809,08/04/2009,Favorable,,,,,,,,,,,,PA -Aiguerelles,4
Permis de Construire,2811,37128,21/07/2009,Favorable,27,,,,,,1,8,3,15,,CA -Pas du Loup,7
Permis de Construire,171,56786,16/07/2009,Favorable,,,,,,,,,,,,MO -La Paillade,9
Permis de Construire,,16219,15/06/2009,Favorable,0,,,,,,,,,,,PM -Port Marianne,4
Permis de Construire,"42,94",270,28/07/2009,Favorable,,,,,,,,,,,,MC -Boutonnet,10
Permis de Construire,1301,130,16/07/2009,Favorable,15,,,,,,,3,2,10,,MC -Les Beaux Arts,3
Permis de Construire,31,1275,28/07/2009,Favorable,,,,,,,,,,,,HF -Aiguelongue,3
Permis de Construire,"155,16",1000,01/10/2009,Favorable,,,,,,,,,,,,PM -Pompignane,4
Permis de Construire,75,2451,15/02/2010,Favorable,,,,,,,,,,,,MC -Figuerolles,1
Permis de Construire,,342,17/12/2009,Favorable,,,,,,,,,,,,MC -Gares,4
Permis de Construire,"6,4",207,23/11/2009,Favorable,,,,,,,,,,,,CA -Croix d'Argent,6
Permis de Construire,,89,04/12/2009,Favorable,,,,,,,,,,,,MC -Gambetta,1
Permis de Construire,"46,16",413,22/01/2010,Favorable,,,,,,,,,,,,MC -Les Aubes,4
Permis de Construire,40,990,14/04/2010,Favorable,,,,,,,,,,,,CE -Les Cévennes,10
Permis de Construire,4181,48360,26/08/2010,Favorable,,,,,,,,,,,,CE -Les Cévennes,7
Permis de Construire,58,122,25/05/2010,Favorable,,,,,,,,,,,,MC -Gambetta,1
Permis de Construire,4308,55508,20/09/2010,Favorable,63,,,,,,1,11,12,38,,CA -Croix d'Argent,6
Permis de Construire,643,1695,15/07/2010,Favorable,,,,,,,,,,,,MO -La Paillade,9
Permis de Construire,,149,11/08/2010,Favorable,1,,,,,,,,,,,MC -Gares,4
Permis de Construire,"5,5",82,16/07/2010,Favorable,2,,,,,,2,,,,,MC -Figuerolles,7
Permis de Construire,506,18193,19/05/2011,Favorable,,,,,,,,,,,,PM -Port Marianne,4
Permis de Construire,"314,2",123,25/11/2010,Favorable,,,,,,,,,,,,MC -Gambetta,7
Permis de Construire,"188,43",1645,29/10/2010,Favorable,1,,,,,1,,,,,,CE -La Martelle,10
Permis de Construire,104,186,29/10/2010,Favorable,1,,,,1,,,,,,,CA -Croix d'Argent,6
Permis de Construire,"25,93",63,11/01/2011,Favorable,,,,,,,,,,,,MC -Gares,4
Permis de Construire,"24,6",1032,01/02/2011,Favorable,,,,,,,,,,,,PA -Aiguerelles,5
Permis de Construire,,29387,31/03/2011,Favorable,,,,,,,,,,,,MC -Les Beaux Arts,3
Permis de Construire,"51,12",311,12/04/2011,Favorable,1,1,,,,,,,,,,PM -Pompignane,4
Permis de Construire,884,,03/03/2011,Favorable,,,,,,,,,,,,MO -La Paillade,9
Permis de Construire,630,1261,26/10/2011,Favorable,11,,,,,,,4,,7,,HF -Hopitaux Facultés,2
Permis de Construire,,67,01/09/2011,Favorable,,,,,,,,,,,,MC -Les Beaux Arts,3
