nom du dossier,Superficie bien vendu,Désignation du bien,Surface utile,Montant mise en vente,Vendeurs,Acquéreurs,Quartiers,Dates,Dates D,Occup,CODES,Cod acteurs,,code date,Code cadastre,delais
IA,,Appartement et annexes,"70,22",50000,Particulier,Particulier,MO -La Paillade,31/03/2010,17/05/2010,Locataire,Apparteme,Particuli,Particuli,3,MO -La Pai,47
IA,,Appartement et annexes,"80,28",83000,Particulier,Particulier,MO -La Paillade,31/03/2010,17/05/2010,Sans occupant,Apparteme,Particuli,Particuli,3,MO -La Pai,47
IA,,Appartements 2 et +,"323,45",738000,Particulier,promoteur immobilier,MC -Centre Historique,12/04/2010,29/04/2010,Propriétaire,Apparteme,Particuli,promoteur,4,MC -Centre,17
IA,329,Villa,106,215000,Particulier,,CA -Pas du Loup,06/04/2010,22/04/2010,Sans occupant,Villa,Particuli,,4,CA -Pas du,16
IA,,Cave,,10000,Particulier,Particulier,MC -Centre Historique,12/04/2010,29/04/2010,,Cave,Particuli,Particuli,4,MC -Centre,17
IA,,Appartement et annexes,"46,46",77000,Particulier,Particulier,MC -Centre Historique,12/04/2010,07/05/2010,Sans occupant,Apparteme,Particuli,Particuli,4,MC -Centre,25
IA,488,Terrain,,170000,Particulier,Particulier,PM -Port Marianne,06/04/2010,22/04/2010,Sans occupant,Terrain,Particuli,Particuli,4,PM -Port M,16
IA,,Appartement,24,86500,Particulier,Particulier,MC -Comédie,06/04/2010,29/04/2010,Sans occupant,Apparteme,Particuli,Particuli,4,MC -Comédi,23
IA,,Appartement,"20,62",69000,Particulier,Particulier,MC -Centre Historique,07/04/2010,29/04/2010,Sans occupant,Apparteme,Particuli,Particuli,4,MC -Centre,22
IA,,Appartement,"55,07",135000,Particulier,Particulier,MC -Centre Historique,31/03/2010,29/04/2010,Locataire,Apparteme,Particuli,Particuli,3,MC -Centre,29
IA,,Appartements 2 et +,"169,82",400000,Particulier,,MC -Centre Historique,01/04/2010,29/04/2010,Sans occupant,Apparteme,Particuli,,4,MC -Centre,28
IA,3630,Terrain,,790018,Particulier,promoteur immobilier,CE -Alco,12/04/2010,20/04/2010,Sans occupant,Terrain,Particuli,promoteur,4,CE -Alco,8
IA,,Appartement et annexes,"128,77",320000,Particulier,,MC -Centre Historique,01/04/2010,29/04/2010,Sans occupant,Apparteme,Particuli,,4,MC -Centre,28
IA,,Appartement et annexes,"98,48",222500,SACI-SCCV,SCI,MC -Comédie,13/04/2010,29/04/2010,Sans occupant,Apparteme,SACI-SCCV,SCI,4,MC -Comédi,16
IA,300,Villa,90,285000,Particulier,Particulier,CE -Les Cévennes,09/04/2010,22/04/2010,Sans occupant,Villa,Particuli,Particuli,4,CE -Les Cé,13
IA,338,Villa,110,350000,Particulier,Particulier,PM -Pompignane,09/04/2010,22/04/2010,Sans occupant,Villa,Particuli,Particuli,4,PM -Pompig,13
IA,,Appartement,"22,76",63000,Particulier,Particulier,MC -Les Beaux Arts,08/04/2010,29/04/2010,Sans occupant,Apparteme,Particuli,Particuli,4,MC -Les Be,21
IA,,Appartement,26,60000,Particulier,Particulier,MC -Centre Historique,07/04/2010,29/04/2010,Sans occupant,Apparteme,Particuli,Particuli,4,MC -Centre,22
IA,,Appartement et annexes,"67,99",170000,Particulier,SCI,CE -Alco,06/04/2010,16/04/2010,Locataire,Apparteme,Particuli,SCI,4,CE -Alco,10
IA,,Appartement et annexes,"84,18",265000,Particulier,SCI,HF -Hopitaux Facultés,06/04/2010,16/04/2010,Locataire,Apparteme,Particuli,SCI,4,HF -Hopita,10
IA,222,Immeuble,222,350000,,SCI,HF -Hopitaux Facultés,07/04/2010,11/05/2010,Sans occupant,Immeuble,,SCI,4,HF -Hopita,34
IA,,Divers,12,"6412,26",SACI-SCCV,promoteur immobilier,PM -Port Marianne,06/04/2010,21/05/2010,,Divers,SACI-SCCV,promoteur,4,PM -Port M,45
IA,,Local ,21,40000,Particulier,Particulier,MC -Centre Historique,13/04/2010,29/04/2010,,Local ,Particuli,Particuli,4,MC -Centre,16
IA,,Couloir,,4500,Autre personne morale,Particulier,MC -Comédie,01/04/2010,29/04/2010,,Couloir,Autre per,Particuli,4,MC -Comédi,28
IA,,Appartement,"8,33",15000,Particulier,Particulier,MC -Centre Historique,02/04/2010,07/05/2010,Sans occupant,Apparteme,Particuli,Particuli,4,MC -Centre,35
IA,,Appartements 2 et +,"38,23",133000,SCI,Particulier,MC -Comédie,09/04/2010,29/04/2010,Locataire,Apparteme,SCI,Particuli,4,MC -Comédi,20
IA,4186,Terrain,,"400516,48",SEM,,,07/04/2010,22/04/2010,Sans occupant,Terrain,SEM,,4,,15
IA,,Local commercial,"17,95",35000,Particulier,Particulier,MC -Comédie,09/04/2010,29/04/2010,Locataire,Local com,Particuli,Particuli,4,MC -Comédi,20
IA,,Appartement,"54,41",111000,Particulier,Particulier,MC -Gares,12/04/2010,19/04/2010,Sans occupant,Apparteme,Particuli,Particuli,4,MC -Gares,7
IA,,Appartement et annexes,48,110000,SCI,Particulier,MC -Gambetta,12/04/2010,19/04/2010,Locataire,Apparteme,SCI,Particuli,4,MC -Gambet,7
IA,1991,Terrain,,"190498,88",SEM,SCI,CA -Croix d'Argent,07/04/2010,22/04/2010,Sans occupant,Terrain,SEM,SCI,4,CA -Croix ,15
IA,,Appartement et annexes,"59,71",160000,Particulier,Particulier,MC -Les Aubes,12/04/2010,19/04/2010,Propriétaire,Apparteme,Particuli,Particuli,4,MC -Les Au,7
IA,,Appartement et annexes,"128,1",250000,Particulier,Particulier,MC -Gares,12/04/2010,19/04/2010,Sans occupant,Apparteme,Particuli,Particuli,4,MC -Gares,7
IA,225,Villa,107,250000,Particulier,,CE -La Chamberte,06/04/2010,22/04/2010,Propriétaire,Villa,Particuli,,4,CE -La Cha,16
IA,,Comble,13,1000,Autre personne morale,Particulier,MC -Boutonnet,12/04/2010,19/04/2010,Sans occupant,Comble,Autre per,Particuli,4,MC -Bouton,7
IA,,Appartement et annexes,"29,81",47000,Particulier,Particulier,MC -Gambetta,12/04/2010,19/04/2010,Locataire,Apparteme,Particuli,Particuli,4,MC -Gambet,7
IA,,Appartement et annexes,"65,19",172000,Particulier,Particulier,MC -Gares,12/04/2010,19/04/2010,Propriétaire,Apparteme,Particuli,Particuli,4,MC -Gares,7
IA,,Appartement et annexes,"110,93",260000,Particulier,Particulier,MC -Gambetta,31/03/2010,19/04/2010,Sans occupant,Apparteme,Particuli,Particuli,3,MC -Gambet,19
IA,265,Terrain,,113620,SEM,SCI,,07/04/2010,19/04/2010,,Terrain,SEM,SCI,4,,12
IA,,Appartement et annexes,"74,13",150000,Particulier,Particulier,MC -Figuerolles,07/04/2010,19/04/2010,Sans occupant,Apparteme,Particuli,Particuli,4,MC -Figuer,12
IA,,Appartement et annexes,"51,27",110000,Particulier,Particulier,MC -Les Beaux Arts,07/04/2010,19/04/2010,Sans occupant,Apparteme,Particuli,Particuli,4,MC -Les Be,12
IA,,Appartement,"21,26",62000,Particulier,Particulier,MC -Les Arceaux,07/04/2010,19/04/2010,Sans occupant,Apparteme,Particuli,Particuli,4,MC -Les Ar,12
IA,,Villa,"115,26",213000,Particulier,Particulier,MO -Hauts de Massane,06/04/2010,07/05/2010,Propriétaire,Villa,Particuli,Particuli,4,MO -Hauts ,31
IA,,Appartement et annexes,"77,86",291500,SCI,Particulier,MC -Centre Historique,13/04/2010,29/04/2010,Sans occupant,Apparteme,SCI,Particuli,4,MC -Centre,16
IA,,Appartement et annexes,"86,24",295000,Particulier,Particulier,MC -Centre Historique,13/04/2010,29/04/2010,Sans occupant,Apparteme,Particuli,Particuli,4,MC -Centre,16
IA,,Appartement,"69,6",100000,Particulier,,MC -Centre Historique,12/04/2010,29/04/2010,Sans occupant,Apparteme,Particuli,,4,MC -Centre,17
IA,,Appartement,22,55000,Particulier,Particulier,MC -Centre Historique,12/04/2010,29/04/2010,Locataire,Apparteme,Particuli,Particuli,4,MC -Centre,17
IA,,Appartement et annexes,"50,28",148000,Particulier,,MC -Les Beaux Arts,13/04/2010,19/04/2010,Sans occupant,Apparteme,Particuli,,4,MC -Les Be,6
IA,,Appartement,"28,67",84000,Particulier,Particulier,MC -Antigone,13/04/2010,19/04/2010,Sans occupant,Apparteme,Particuli,Particuli,4,MC -Antigo,6
IA,,Local commercial,"101,94",75000,Particulier,Particulier,MC -Gambetta,13/04/2010,07/05/2010,Sans occupant,Local com,Particuli,Particuli,4,MC -Gambet,24
IA,,Comble,"19,4",2000,Autre personne morale,Particulier,MC -Boutonnet,12/04/2010,19/04/2010,Sans occupant,Comble,Autre per,Particuli,4,MC -Bouton,7
IA,,Comble,"19,4",2000,Autre personne morale,Particulier,MC -Boutonnet,12/04/2010,19/04/2010,Sans occupant,Comble,Autre per,Particuli,4,MC -Bouton,7
IA,,Appartement,"102,79",370000,Particulier,Particulier,MC -Comédie,07/04/2010,19/04/2010,Propriétaire,Apparteme,Particuli,Particuli,4,MC -Comédi,12
IA,,Appartement,"18,66",75000,Particulier,Particulier,MC -Gares,13/04/2010,19/04/2010,Locataire,Apparteme,Particuli,Particuli,4,MC -Gares,6
IA,,Appartement et annexes,"61,08",128000,Particulier,Particulier,MC -Boutonnet,07/04/2010,19/04/2010,Sans occupant,Apparteme,Particuli,Particuli,4,MC -Bouton,12
IA,,Appartement et annexes,"72,11",180000,SACI-SCCV,Particulier,MC -Boutonnet,07/04/2010,19/04/2010,Sans occupant,Apparteme,SACI-SCCV,Particuli,4,MC -Bouton,12
IA,,Appartement et annexes,"58,77",110000,Particulier,Particulier,MC -Figuerolles,06/04/2010,19/04/2010,Propriétaire,Apparteme,Particuli,Particuli,4,MC -Figuer,13
IA,,Appartement,21,55000,Particulier,Particulier,MC -Les Arceaux,06/04/2010,19/04/2010,Locataire,Apparteme,Particuli,Particuli,4,MC -Les Ar,13
IA,225,Maison,200,350000,Particulier,Particulier,MC -Les Beaux Arts,06/04/2010,19/04/2010,Propriétaire,Maison,Particuli,Particuli,4,MC -Les Be,13
IA,,Appartement et annexes,"54,94",127000,Particulier,Particulier,MC -Les Arceaux,07/04/2010,19/04/2010,Sans occupant,Apparteme,Particuli,Particuli,4,MC -Les Ar,12
IA,,Appartement,"56,54",135000,Particulier,Particulier,MC -Les Beaux Arts,09/04/2010,19/04/2010,Sans occupant,Apparteme,Particuli,Particuli,4,MC -Les Be,10
IA,,Appartement,"102,28",323000,Particulier,Particulier,MC -Boutonnet,07/04/2010,19/04/2010,Propriétaire,Apparteme,Particuli,Particuli,4,MC -Bouton,12
IA,265,Maison,278,535000,Particulier,Particulier,MC -Gares,09/04/2010,19/04/2010,Locataire,Maison,Particuli,Particuli,4,MC -Gares,10
IA,,Appartement et annexes,"52,37",145000,Particulier,Particulier,MC -Les Beaux Arts,08/04/2010,19/04/2010,Sans occupant,Apparteme,Particuli,Particuli,4,MC -Les Be,11
IA,,Parking,,6000,Particulier,Particulier,MC -Les Beaux Arts,08/04/2010,19/04/2010,,Parking,Particuli,Particuli,4,MC -Les Be,11
IA,162,Immeuble,250,385000,Particulier,Particulier,MC -Figuerolles,08/04/2010,19/04/2010,Locataire,Immeuble,Particuli,Particuli,4,MC -Figuer,11
IA,,Appartement et annexes,"27,37",59000,Particulier,Particulier,MC -Gares,08/04/2010,19/04/2010,Sans occupant,Apparteme,Particuli,Particuli,4,MC -Gares,11
IA,,Appartement,"41,9",58000,Particulier,Particulier,MC -Gambetta,08/04/2010,07/05/2010,Sans occupant,Apparteme,Particuli,Particuli,4,MC -Gambet,29
IA,,Cave,,14500,SCI,SCI,MC -Gares,08/04/2010,19/04/2010,,Cave,SCI,SCI,4,MC -Gares,11
IA,,Comble,,14500,SCI,SCI,MC -Gares,08/04/2010,19/04/2010,,Comble,SCI,SCI,4,MC -Gares,11
IA,,Appartement et annexes,133,190000,Particulier,SCI,MC -Comédie,08/04/2010,19/04/2010,Sans occupant,Apparteme,Particuli,SCI,4,MC -Comédi,11
IA,,Appartement et annexes,"37,16",124000,Particulier,Particulier,MC -Gares,07/04/2010,19/04/2010,Sans occupant,Apparteme,Particuli,Particuli,4,MC -Gares,12
IA,,Appartement,"71,26",159000,Particulier,Particulier,MC -Boutonnet,31/03/2010,19/04/2010,Propriétaire,Apparteme,Particuli,Particuli,3,MC -Bouton,19
IA,,Appartement et annexes,"49,53",104000,Particulier,Particulier,MC -Gambetta,06/04/2010,19/04/2010,Propriétaire,Apparteme,Particuli,Particuli,4,MC -Gambet,13
IA,,Garage,,10000,Particulier,Particulier,MC -Gambetta,02/04/2010,19/04/2010,,Garage,Particuli,Particuli,4,MC -Gambet,17
IA,,Appartement,"58,9",110000,Particulier,Particulier,MC -Les Aubes,02/04/2010,19/04/2010,Sans occupant,Apparteme,Particuli,Particuli,4,MC -Les Au,17
IA,,Appartement et annexes,"41,45",154000,Particulier,Particulier,MC -Les Arceaux,06/04/2010,19/04/2010,Sans occupant,Apparteme,Particuli,Particuli,4,MC -Les Ar,13
IA,,Appartement et annexes,"51,52",165000,Particulier,Particulier,,02/04/2010,19/04/2010,Sans occupant,Apparteme,Particuli,Particuli,4,,17
IA,,Appartement,"29,89",102000,Particulier,Particulier,MC -Antigone,02/04/2010,19/04/2010,Sans occupant,Apparteme,Particuli,Particuli,4,MC -Antigo,17
IA,,Appartement et annexes,"48,13",165000,SACI-SCCV,Particulier,MC -Les Arceaux,02/04/2010,19/04/2010,Sans occupant,Apparteme,SACI-SCCV,Particuli,4,MC -Les Ar,17
IA,,Garage,,10000,Particulier,Particulier,MC -Boutonnet,02/04/2010,19/04/2010,,Garage,Particuli,Particuli,4,MC -Bouton,17
IA,,Appartement et annexes,"32,36",119000,Particulier,Particulier,MC -Boutonnet,01/04/2010,19/04/2010,Sans occupant,Apparteme,Particuli,Particuli,4,MC -Bouton,18
IA,,Appartement,"46,17",160000,Particulier,Particulier,MC -Boutonnet,01/04/2010,19/04/2010,Propriétaire,Apparteme,Particuli,Particuli,4,MC -Bouton,18
IA,,Appartement,"28,59",78000,Particulier,Particulier,MC -Gares,01/04/2010,19/04/2010,Sans occupant,Apparteme,Particuli,Particuli,4,MC -Gares,18
IA,,Appartement et annexes,33,100000,Particulier,Particulier,MC -Boutonnet,01/04/2010,19/04/2010,Sans occupant,Apparteme,Particuli,Particuli,4,MC -Bouton,18
IA,,Garage,,16000,Particulier,SCI,MC -Boutonnet,01/04/2010,19/04/2010,,Garage,Particuli,SCI,4,MC -Bouton,18
IA,,Appartement et annexes,"81,49",211000,Particulier,Particulier,MC -Gambetta,01/04/2010,19/04/2010,Propriétaire,Apparteme,Particuli,Particuli,4,MC -Gambet,18
IA,,Appartement et annexes,"28,65",72000,Particulier,SCI,MC -Les Beaux Arts,06/04/2010,19/04/2010,Locataire,Apparteme,Particuli,SCI,4,MC -Les Be,13
IA,158,Bien exceptionnel,158,700000,Particulier,,CE -Alco,13/04/2010,09/06/2010,Locataire,Bien exce,Particuli,,4,CE -Alco,57
IA,,Appartement et annexes,149,350000,Particulier,Particulier,MC -Les Arceaux,06/04/2010,19/04/2010,Sans occupant,Apparteme,Particuli,Particuli,4,MC -Les Ar,13
IA,,Appartements 2 et +,"122,97",500000,Particulier,Particulier,MC -Boutonnet,06/04/2010,19/04/2010,Propriétaire,Apparteme,Particuli,Particuli,4,MC -Bouton,13
IA,,Divers,,7000,Autre personne morale,Particulier,MC -Boutonnet,06/04/2010,19/04/2010,,Divers,Autre per,Particuli,4,MC -Bouton,13
IA,,Appartement et annexes,"50,01",134000,Particulier,Particulier,MC -Antigone,09/04/2010,19/04/2010,Sans occupant,Apparteme,Particuli,Particuli,4,MC -Antigo,10
IA,,Appartement et annexes,"97,65",390000,Particulier,Particulier,MC -Centre Historique,09/04/2010,19/04/2010,Sans occupant,Apparteme,Particuli,Particuli,4,MC -Centre,10
IA,117,Maison,135,400000,Particulier,Particulier,MC -Les Beaux Arts,09/04/2010,19/04/2010,Sans occupant,Maison,Particuli,Particuli,4,MC -Les Be,10
IA,,Appartement,"150,01",477000,Particulier,Particulier,MC -Comédie,09/04/2010,22/04/2010,Sans occupant,Apparteme,Particuli,Particuli,4,MC -Comédi,13
IA,,Appartement,"70,51",170000,Particulier,Particulier,MC -Gambetta,09/04/2010,19/04/2010,Sans occupant,Apparteme,Particuli,Particuli,4,MC -Gambet,10
IA,,Local commercial,99,485000,SCI,Particulier,MC -Comédie,09/04/2010,19/04/2010,Locataire,Local com,SCI,Particuli,4,MC -Comédi,10
IA,,Parking,,12000,Particulier,Particulier,MC -Figuerolles,09/04/2010,19/04/2010,,Parking,Particuli,Particuli,4,MC -Figuer,10
IA,768,Villa,168,573000,Particulier,,HF -Aiguelongue,06/04/2010,11/05/2010,Propriétaire,Villa,Particuli,,4,HF -Aiguel,35
IA,323,Villa,"126,68",318000,Particulier,SCI,PA -Aiguerelles,07/04/2010,29/04/2010,Propriétaire,Villa,Particuli,SCI,4,PA -Aiguer,22
IA,,Appartement et annexes,"79,56",192000,Particulier,Particulier,HF -Hopitaux Facultés,02/04/2010,22/04/2010,Propriétaire,Apparteme,Particuli,Particuli,4,HF -Hopita,20
IA,2400,Terrain,,741464,SEM,OPHLM,,07/04/2010,22/04/2010,,Terrain,SEM,OPHLM,4,,15
IA,,Appartement et annexes,"21,46",65000,Particulier,Particulier,HF -Hopitaux Facultés,02/04/2010,22/04/2010,Sans occupant,Apparteme,Particuli,Particuli,4,HF -Hopita,20
IA,,Appartement et annexes,"79,08",155000,Particulier,Particulier,PA -Saint Martin,01/04/2010,22/04/2010,Propriétaire,Apparteme,Particuli,Particuli,4,PA -Saint ,21
IA,,Appartement et annexes,"41,27",85000,Particulier,SCI,CE -Les Cévennes,01/04/2010,22/04/2010,Locataire,Apparteme,Particuli,SCI,4,CE -Les Cé,21
IA,,Villa,"50,07",150000,Particulier,Particulier,CE -La Chamberte,08/04/2010,22/04/2010,Sans occupant,Villa,Particuli,Particuli,4,CE -La Cha,14
IA,,Appartement et annexes,"21,21",77000,Particulier,Particulier,HF -Hopitaux Facultés,01/04/2010,22/04/2010,Propriétaire,Apparteme,Particuli,Particuli,4,HF -Hopita,21
IA,,Appartement et annexes,"66,8",110000,Particulier,,CA -Lemasson,07/04/2010,22/04/2010,Sans occupant,Apparteme,Particuli,,4,CA -Lemass,15
IA,,Appartement et annexes,"62,86",105000,Particulier,Particulier,CE -Alco,07/04/2010,22/04/2010,Sans occupant,Apparteme,Particuli,Particuli,4,CE -Alco,15
IA,,Appartement et annexes,"72,47",121500,Particulier,Particulier,CA -Lemasson,01/04/2010,22/04/2010,Sans occupant,Apparteme,Particuli,Particuli,4,CA -Lemass,21
IA,,Appartement et annexes,"106,5",135000,Particulier,Particulier,MO -Hauts de Massane,07/04/2010,07/05/2010,Propriétaire,Apparteme,Particuli,Particuli,4,MO -Hauts ,30
IA,,Appartement,"21,04",52580,Particulier,,MO -Celleneuve,07/04/2010,22/04/2010,Sans occupant,Apparteme,Particuli,,4,MO -Cellen,15
IA,,Appartement et annexes,"63,48",133000,Particulier,Particulier,CE -Alco,07/04/2010,22/04/2010,Sans occupant,Apparteme,Particuli,Particuli,4,CE -Alco,15
IA,,Appartement,"65,03",57840,Particulier,Particulier,MO -Hauts de Massane,07/04/2010,07/05/2010,Locataire,Apparteme,Particuli,Particuli,4,MO -Hauts ,30
IA,,Appartement et annexes,"23,9",75000,Particulier,Particulier,CE -Alco,07/04/2010,22/04/2010,Sans occupant,Apparteme,Particuli,Particuli,4,CE -Alco,15
IA,,Appartement et annexes,70,168000,Particulier,,CA -Lemasson,07/04/2010,22/04/2010,Propriétaire,Apparteme,Particuli,,4,CA -Lemass,15
IA,,Appartement et annexes,"20,8",62000,Particulier,Particulier,HF -Hopitaux Facultés,07/04/2010,22/04/2010,Locataire,Apparteme,Particuli,Particuli,4,HF -Hopita,15
IA,,Appartement et annexes,"65,03",150000,Particulier,Particulier,MO -Celleneuve,07/04/2010,22/04/2010,Propriétaire,Apparteme,Particuli,Particuli,4,MO -Cellen,15
IA,,Appartement et annexes,"153,65",590000,Particulier,Particulier,CA -Lemasson,07/04/2010,22/04/2010,Propriétaire,Apparteme,Particuli,Particuli,4,CA -Lemass,15
IA,,Appartement et annexes,"49,77",136000,Particulier,Particulier,PM -Pompignane,07/04/2010,22/04/2010,Sans occupant,Apparteme,Particuli,Particuli,4,PM -Pompig,15
IA,,Appartement,"17,68",40000,Particulier,Particulier,CE -Alco,01/04/2010,22/04/2010,Sans occupant,Apparteme,Particuli,Particuli,4,CE -Alco,21
IA,,Appartement et annexes,"35,82",85000,Particulier,Particulier,HF -Hopitaux Facultés,07/04/2010,22/04/2010,Sans occupant,Apparteme,Particuli,Particuli,4,HF -Hopita,15
IA,,Garage,,16000,SCI,Particulier,PM -Port Marianne,06/04/2010,22/04/2010,Sans occupant,Garage,SCI,Particuli,4,PM -Port M,16
IA,,Appartement et annexes,"63,75",71000,Particulier,Particulier,CE -Alco,01/04/2010,22/04/2010,Propriétaire,Apparteme,Particuli,Particuli,4,CE -Alco,21
IA,,Appartement et annexes,"61,31",98000,Particulier,Particulier,PA -Aiguerelles,07/04/2010,22/04/2010,,Apparteme,Particuli,Particuli,4,PA -Aiguer,15
IA,,Appartement et annexes,"20,77",75000,Particulier,Particulier,HF -Hopitaux Facultés,31/03/2010,22/04/2010,Locataire,Apparteme,Particuli,Particuli,3,HF -Hopita,22
IA,,Appartement et annexes,"42,14",95000,Particulier,Particulier,CA -Croix d'Argent,31/03/2010,22/04/2010,Sans occupant,Apparteme,Particuli,Particuli,3,CA -Croix ,22
IA,,Garage,,9900,Particulier,Particulier,PA -Aiguerelles,07/04/2010,22/04/2010,,Garage,Particuli,Particuli,4,PA -Aiguer,15
IA,,Appartement et annexes,"72,69",136000,Particulier,Particulier,CE -Alco,31/03/2010,22/04/2010,Propriétaire,Apparteme,Particuli,Particuli,3,CE -Alco,22
IA,,Garage,,12000,SACI-SCCV,,HF -Hopitaux Facultés,07/04/2010,22/04/2010,,Garage,SACI-SCCV,,4,HF -Hopita,15
IA,,Garage,,6500,Particulier,Particulier,MO -La Paillade,07/04/2010,07/05/2010,Sans occupant,Garage,Particuli,Particuli,4,MO -La Pai,30
IA,,Appartement et annexes,"73,03",166000,Particulier,Particulier,CE -Alco,31/03/2010,22/04/2010,Sans occupant,Apparteme,Particuli,Particuli,3,CE -Alco,22
IA,,Garage,,8700,Particulier,Particulier,PM -Port Marianne,07/04/2010,22/04/2010,Sans occupant,Garage,Particuli,Particuli,4,PM -Port M,15
IA,,Garage,,12700,Particulier,,MC -Boutonnet,07/04/2010,22/04/2010,Sans occupant,Garage,Particuli,,4,MC -Bouton,15
IA,,Appartement et annexes,"30,2",65000,Particulier,Particulier,CA -Pas du Loup,06/04/2010,22/04/2010,Locataire,Apparteme,Particuli,Particuli,4,CA -Pas du,16
IA,,Garage,,17500,SCI,,PM -Port Marianne,31/03/2010,22/04/2010,,Garage,SCI,,3,PM -Port M,22
IA,,Appartement et annexes,"64,27",112000,Particulier,Particulier,CE -Les Cévennes,31/03/2010,22/04/2010,Sans occupant,Apparteme,Particuli,Particuli,3,CE -Les Cé,22
IA,,Appartement,24,60000,Particulier,SCI,HF -Hopitaux Facultés,06/04/2010,22/04/2010,Locataire,Apparteme,Particuli,SCI,4,HF -Hopita,16
IA,,Appartement et annexes,"66,5",142000,Particulier,Particulier,CE -La Martelle,06/04/2010,22/04/2010,Propriétaire,Apparteme,Particuli,Particuli,4,CE -La Mar,16
IA,,Appartement et annexes,"80,04",115000,Particulier,Particulier,PA -Saint Martin,06/04/2010,22/04/2010,Sans occupant,Apparteme,Particuli,Particuli,4,PA -Saint ,16
IA,,Appartement et annexes,"99,89",218500,Particulier,Particulier,CE -La Chamberte,06/04/2010,22/04/2010,Propriétaire,Apparteme,Particuli,Particuli,4,CE -La Cha,16
IA,,Appartement et annexes,"67,33",159000,Particulier,Particulier,CE -Alco,06/04/2010,22/04/2010,Sans occupant,Apparteme,Particuli,Particuli,4,CE -Alco,16
IA,,Appartement et annexes,"22,66",68000,Particulier,SCI,HF -Plan des quatre Seigneurs,06/04/2010,22/04/2010,Sans occupant,Apparteme,Particuli,SCI,4,HF -Plan d,16
IA,,Appartement et annexes,"18,47",47000,Particulier,Particulier,CE -Alco,06/04/2010,22/04/2010,Sans occupant,Apparteme,Particuli,Particuli,4,CE -Alco,16
IA,,Appartement et annexes,"72,44",166000,Particulier,Particulier,HF -Hopitaux Facultés,06/04/2010,22/04/2010,Sans occupant,Apparteme,Particuli,Particuli,4,HF -Hopita,16
IA,,Parking,,27000,Particulier,Particulier,CE -Les Cévennes,06/04/2010,22/04/2010,,Parking,Particuli,Particuli,4,CE -Les Cé,16
IA,,Appartement,"21,1",68300,SCI,Particulier,CE -La Chamberte,06/04/2010,22/04/2010,Sans occupant,Apparteme,SCI,Particuli,4,CE -La Cha,16
IA,,Appartement,"32,88",98000,Particulier,SCI,HF -Hopitaux Facultés,06/04/2010,22/04/2010,Locataire,Apparteme,Particuli,SCI,4,HF -Hopita,16
IA,2795,Charge fonciere,2795,600000,,,MC -Antigone,13/04/2010,07/05/2010,,Charge fo,,,4,MC -Antigo,24
IA,,Appartement et annexes,"13,44",20000,Particulier,Particulier,CA -Lemasson,07/04/2010,22/04/2010,Sans occupant,Apparteme,Particuli,Particuli,4,CA -Lemass,15
IA,,Appartement et annexes,"75,27",190000,Particulier,Particulier,CA -Estanove,07/04/2010,22/04/2010,Propriétaire,Apparteme,Particuli,Particuli,4,CA -Estano,15
IA,,Appartement et annexes,"78,13",170000,Particulier,Particulier,CA -Lemasson,06/04/2010,22/04/2010,Sans occupant,Apparteme,Particuli,Particuli,4,CA -Lemass,16
IA,,Appartement et annexes,"54,13",144000,Particulier,Particulier,CA -Croix d'Argent,06/04/2010,22/04/2010,Propriétaire,Apparteme,Particuli,Particuli,4,CA -Croix ,16
IA,,Appartement et annexes,"34,21",98000,Particulier,Particulier,PM -Port Marianne,06/04/2010,22/04/2010,Sans occupant,Apparteme,Particuli,Particuli,4,PM -Port M,16
IA,,Appartement et annexes,36,166500,Particulier,Particulier,,08/04/2010,19/04/2010,Sans occupant,Apparteme,Particuli,Particuli,4,,11
IA,,Garage,,15000,Particulier,Particulier,CA -Estanove,07/04/2010,22/04/2010,Propriétaire,Garage,Particuli,Particuli,4,CA -Estano,15
IA,,Garage,,13000,Particulier,Particulier,PM -Port Marianne,08/04/2010,22/04/2010,,Garage,Particuli,Particuli,4,PM -Port M,14
IA,,Appartement et annexes,62,185000,Particulier,Particulier,PM -Port Marianne,08/04/2010,22/04/2010,Propriétaire,Apparteme,Particuli,Particuli,4,PM -Port M,14
IA,,Appartement,"18,29",57000,Particulier,Particulier,CE -Alco,08/04/2010,22/04/2010,Sans occupant,Apparteme,Particuli,Particuli,4,CE -Alco,14
IA,,Appartement et annexes,"62,99",199000,Particulier,Particulier,PM -Millénaire,08/04/2010,22/04/2010,Propriétaire,Apparteme,Particuli,Particuli,4,PM -Millén,14
IA,,Appartement et annexes,"61,05",88000,Particulier,Particulier,CA -Estanove,07/04/2010,22/04/2010,Sans occupant,Apparteme,Particuli,Particuli,4,CA -Estano,15
IA,,Appartement et annexes,"47,8",122000,Particulier,,PM -Port Marianne,07/04/2010,22/04/2010,Locataire,Apparteme,Particuli,,4,PM -Port M,15
IA,,Appartement et annexes,"40,42",125140,Particulier,Particulier,PM -Port Marianne,09/04/2010,22/04/2010,Sans occupant,Apparteme,Particuli,Particuli,4,PM -Port M,13
IA,,Appartement et annexes,"44,75",138000,Particulier,Particulier,HF -Aiguelongue,09/04/2010,22/04/2010,Sans occupant,Apparteme,Particuli,Particuli,4,HF -Aiguel,13
