nom du dossier,Superficie bien vendu,Désignation du bien,Surface utile,Montant mise en vente,Vendeurs,Acquéreurs,Dates,Quartiers,CODES,Cod acteurs,,code date,Code cadastre
IA,,Appartement et annexes,"52,01",113000,Particulier,Particulier,03/06/2009,MC -Gares,Apparteme,Particuli,Particuli,6,MC -Gares
IA,,Appartement et annexes,"63,62",77000,Particulier,,25/05/2009,MO -La Paillade,Apparteme,Particuli,,5,MO -La Pai
IA,908,Villa,113,222000,Particulier,Particulier,29/05/2009,MO -Hauts de Massane,Villa,Particuli,Particuli,5,MO -Hauts 
IA,,Villa,76,247000,Particulier,Particulier,28/05/2009,MO -Hauts de Massane,Villa,Particuli,Particuli,5,MO -Hauts 
IA,66,Maison,41,135000,Particulier,Particulier,03/06/2009,MC -Figuerolles,Maison,Particuli,Particuli,6,MC -Figuer
IA,2784,Local professionnel,630,480000,SCI,Autre personne morale,29/05/2009,HF -Hopitaux Facultés,Local pro,SCI,Autre per,5,HF -Hopita
IA,,Appartement et annexes,"33,13",82000,Particulier,Particulier,25/05/2009,PM -Port Marianne,Apparteme,Particuli,Particuli,5,PM -Port M
IA,,Appartement et annexes,"31,5",89000,Particulier,Particulier,26/05/2009,CE -Alco,Apparteme,Particuli,Particuli,5,CE -Alco
IA,,Appartement et annexes,"29,61",111500,Particulier,Particulier,25/05/2009,PM -Port Marianne,Apparteme,Particuli,Particuli,5,PM -Port M
IA,,Appartement et annexes,"48,21",135000,Particulier,Particulier,25/05/2009,MO -Celleneuve,Apparteme,Particuli,Particuli,5,MO -Cellen
IA,,Appartement,18,43230,Particulier,Particulier,25/05/2009,MO -Celleneuve,Apparteme,Particuli,Particuli,5,MO -Cellen
IA,,Appartement,"101,32",178000,Particulier,Particulier,25/05/2009,CA -Pas du Loup,Apparteme,Particuli,Particuli,5,CA -Pas du
IA,,Appartement et annexes,"38,71",95000,Particulier,Particulier,12/06/2009,HF -Hopitaux Facultés,Apparteme,Particuli,Particuli,6,HF -Hopita
IA,,Appartement et annexes,"78,03",210000,Particulier,Particulier,27/05/2009,HF -Aiguelongue,Apparteme,Particuli,Particuli,5,HF -Aiguel
IA,,Appartement et annexes,"46,57",105000,Particulier,Particulier,25/05/2009,CE -Alco,Apparteme,Particuli,Particuli,5,CE -Alco
IA,293,Villa,,340000,Particulier,Particulier,25/05/2009,CA -Estanove,Villa,Particuli,Particuli,5,CA -Estano
IA,496,Villa,250,590000,Particulier,Particulier,11/06/2009,CE -La Martelle,Villa,Particuli,Particuli,6,CE -La Mar
IA,345,Villa,110,290000,Particulier,,11/06/2009,HF -Hopitaux Facultés,Villa,Particuli,,6,HF -Hopita
IA,,Appartement et annexes,"70,8",160000,Particulier,Particulier,11/06/2009,PM -Port Marianne,Apparteme,Particuli,Particuli,6,PM -Port M
IA,,Appartement et annexes,"54,48",125000,Particulier,Particulier,27/05/2009,PM -Port Marianne,Apparteme,Particuli,Particuli,5,PM -Port M
IA,,Appartement et annexes,"79,14",229000,Particulier,Particulier,25/05/2009,CA -Lemasson,Apparteme,Particuli,Particuli,5,CA -Lemass
IA,,Appartement et annexes,"19,11",54000,Particulier,Particulier,20/05/2009,HF -Hopitaux Facultés,Apparteme,Particuli,Particuli,5,HF -Hopita
IA,,Appartement et annexes,"72,31",137000,Particulier,Particulier,27/05/2009,CE -Alco,Apparteme,Particuli,Particuli,5,CE -Alco
IA,,Appartement et annexes,"30,56",55800,Particulier,Particulier,25/05/2009,CE -La Chamberte,Apparteme,Particuli,Particuli,5,CE -La Cha
IA,,Appartement et annexes,66,96000,Particulier,Particulier,02/06/2009,PA -Saint Martin,Apparteme,Particuli,Particuli,6,PA -Saint 
IA,,Appartement et annexes,"80,36",167000,Particulier,Particulier,20/05/2009,HF -Aiguelongue,Apparteme,Particuli,Particuli,5,HF -Aiguel
IA,,Garage,,7500,Particulier,Particulier,02/06/2009,HF -Hopitaux Facultés,Garage,Particuli,Particuli,6,HF -Hopita
IA,,Appartement et annexes,"19,62",53000,Particulier,Particulier,02/06/2009,CE -Alco,Apparteme,Particuli,Particuli,6,CE -Alco
IA,,Local commercial,"47,42",95000,Particulier,Particulier,20/05/2009,MO -Hauts de Massane,Local com,Particuli,Particuli,5,MO -Hauts 
IA,405,Villa,78,230000,Particulier,Particulier,20/05/2009,CA -Lemasson,Villa,Particuli,Particuli,5,CA -Lemass
IA,,Appartement,"57,03",50000,SCI,SCI,20/05/2009,CE -Alco,Apparteme,SCI,SCI,5,CE -Alco
IA,,Garage,,12500,Particulier,Particulier,20/05/2009,CA -Croix d'Argent,Garage,Particuli,Particuli,5,CA -Croix 
IA,,Appartement et annexes,"66,77",135000,SACI-SCCV,,20/05/2009,CE -La Martelle,Apparteme,SACI-SCCV,,5,CE -La Mar
IA,,Appartement et annexes,"49,63",110000,Particulier,Particulier,20/05/2009,MO -Celleneuve,Apparteme,Particuli,Particuli,5,MO -Cellen
IA,,Garage,,15000,SCI,,28/05/2009,CE -Les Cévennes,Garage,SCI,,5,CE -Les Cé
IA,,Appartement et annexes,"47,25",74000,Particulier,,28/05/2009,CE -Alco,Apparteme,Particuli,,5,CE -Alco
IA,,Appartement et annexes,"58,05",100000,Particulier,Particulier,28/05/2009,CA -Lemasson,Apparteme,Particuli,Particuli,5,CA -Lemass
IA,,Appartement et annexes,"78,07",105000,Particulier,Particulier,28/05/2009,MO -La Paillade,Apparteme,Particuli,Particuli,5,MO -La Pai
IA,,Appartement et annexes,"92,63",253000,Particulier,SCI,28/05/2009,PM -Millénaire,Apparteme,Particuli,SCI,5,PM -Millén
IA,,Appartement et annexes,"55,03",80000,Particulier,Particulier,27/05/2009,CA -Lemasson,Apparteme,Particuli,Particuli,5,CA -Lemass
IA,,Appartement,"25,07",77000,Particulier,Particulier,27/05/2009,CE -Alco,Apparteme,Particuli,Particuli,5,CE -Alco
IA,,Appartement et annexes,"45,76",95000,Particulier,Particulier,02/06/2009,CE -Alco,Apparteme,Particuli,Particuli,6,CE -Alco
IA,,Appartement et annexes,"52,28",127000,Particulier,Particulier,27/05/2009,CA -Croix d'Argent,Apparteme,Particuli,Particuli,5,CA -Croix 
IA,197,Villa,"89,57",233000,Particulier,Particulier,02/06/2009,MO -Celleneuve,Villa,Particuli,Particuli,6,MO -Cellen
IA,,Appartement et annexes,"43,91",135000,Particulier,Particulier,28/05/2009,PA -Aiguerelles,Apparteme,Particuli,Particuli,5,PA -Aiguer
IA,,Appartement,"57,54",98500,Particulier,Particulier,28/05/2009,PA -Aiguerelles,Apparteme,Particuli,Particuli,5,PA -Aiguer
IA,,Appartement et annexes,74,105000,Particulier,Particulier,28/05/2009,MO -Celleneuve,Apparteme,Particuli,Particuli,5,MO -Cellen
IA,493,Villa,90,240000,Particulier,Particulier,02/06/2009,PA -Saint Martin,Villa,Particuli,Particuli,6,PA -Saint 
IA,,Appartement,"19,66",55000,Particulier,Particulier,28/05/2009,HF -Aiguelongue,Apparteme,Particuli,Particuli,5,HF -Aiguel
IA,,Appartement et annexes,"35,1",90000,Particulier,SCI,28/05/2009,PA -Aiguerelles,Apparteme,Particuli,SCI,5,PA -Aiguer
IA,,Appartement et annexes,"32,19",131000,Particulier,Particulier,28/05/2009,HF -Hopitaux Facultés,Apparteme,Particuli,Particuli,5,HF -Hopita
IA,336,Villa,110,300000,Particulier,Particulier,15/06/2009,PM -Pompignane,Villa,Particuli,Particuli,6,PM -Pompig
IA,,Appartement et annexes,"73,53",190000,Particulier,Particulier,02/06/2009,CE -Les Cévennes,Apparteme,Particuli,Particuli,6,CE -Les Cé
IA,,Appartement et annexes,"37,62",106000,Particulier,Particulier,02/06/2009,CE -Alco,Apparteme,Particuli,Particuli,6,CE -Alco
IA,,Appartement et annexes,"67,01",207000,Particulier,Particulier,09/06/2009,PM -Millénaire,Apparteme,Particuli,Particuli,6,PM -Millén
IA,,Appartement et annexes,"63,81",110000,Particulier,Particulier,28/05/2009,CA -Lemasson,Apparteme,Particuli,Particuli,5,CA -Lemass
IA,,Appartement et annexes,"80,76",190000,Particulier,Particulier,28/05/2009,PM -Port Marianne,Apparteme,Particuli,Particuli,5,PM -Port M
IA,,Appartement et annexes,"31,28",61000,Particulier,Particulier,28/05/2009,CE -Alco,Apparteme,Particuli,Particuli,5,CE -Alco
IA,,Appartement,"12,9",52000,Particulier,Particulier,28/05/2009,HF -Aiguelongue,Apparteme,Particuli,Particuli,5,HF -Aiguel
IA,,Appartement et annexes,"26,03",68000,SCI,Particulier,29/05/2009,PA -Saint Martin,Apparteme,SCI,Particuli,5,PA -Saint 
IA,,Appartement et annexes,"50,16",127000,Particulier,Particulier,02/06/2009,MC -Figuerolles,Apparteme,Particuli,Particuli,6,MC -Figuer
IA,,Appartement et annexes,"16,59",60000,Particulier,Particulier,02/06/2009,HF -Hopitaux Facultés,Apparteme,Particuli,Particuli,6,HF -Hopita
IA,,Appartement et annexes,"53,82",123000,SCI,Particulier,10/06/2009,PM -Port Marianne,Apparteme,SCI,Particuli,6,PM -Port M
IA,,Appartement et annexes,"66,21",189000,Particulier,Particulier,02/06/2009,PM -Millénaire,Apparteme,Particuli,Particuli,6,PM -Millén
IA,,Appartement,"22,69",60000,SCI,Particulier,02/06/2009,CE -La Chamberte,Apparteme,SCI,Particuli,6,CE -La Cha
IA,,Appartement et annexes,"88,13",147000,Particulier,Particulier,02/06/2009,CE -Alco,Apparteme,Particuli,Particuli,6,CE -Alco
IA,,Appartement et annexes,"45,77",98240,Particulier,,02/06/2009,PA -Saint Martin,Apparteme,Particuli,,6,PA -Saint 
IA,,Appartement et annexes,"96,04",190000,Particulier,,02/06/2009,CE -La Chamberte,Apparteme,Particuli,,6,CE -La Cha
IA,,Appartement et annexes,"90,18",235000,Particulier,Particulier,02/06/2009,CE -Alco,Apparteme,Particuli,Particuli,6,CE -Alco
IA,150,Villa,66,241000,Particulier,Particulier,15/06/2009,HF -Aiguelongue,Villa,Particuli,Particuli,6,HF -Aiguel
IA,,Parking,,1800,SCI,Particulier,02/06/2009,HF -Hopitaux Facultés,Parking,SCI,Particuli,6,HF -Hopita
IA,,Appartement,"19,63",59000,Particulier,Particulier,02/06/2009,PM -Port Marianne,Apparteme,Particuli,Particuli,6,PM -Port M
IA,,Appartement et annexes,"35,27",108000,Particulier,SCI,12/06/2009,PM -Port Marianne,Apparteme,Particuli,SCI,6,PM -Port M
IA,,Appartement et annexes,"48,11",143000,Particulier,Particulier,02/06/2009,,Apparteme,Particuli,Particuli,6,
IA,,Appartement et annexes,"30,01",109000,SACI-SCCV,Particulier,02/06/2009,PM -Port Marianne,Apparteme,SACI-SCCV,Particuli,6,PM -Port M
IA,,Appartement et annexes,"20,8",59000,Particulier,Particulier,25/05/2009,HF -Hopitaux Facultés,Apparteme,Particuli,Particuli,5,HF -Hopita
IA,,Appartement et annexes,"73,35",175000,Particulier,Particulier,02/06/2009,CA -Lemasson,Apparteme,Particuli,Particuli,6,CA -Lemass
IA,,Appartement,73,117000,SCI,,25/05/2009,CA -Estanove,Apparteme,SCI,,5,CA -Estano
IA,,Appartement,"33,9",110000,Particulier,Particulier,25/05/2009,HF -Aiguelongue,Apparteme,Particuli,Particuli,5,HF -Aiguel
IA,,Appartement et annexes,"29,48",95400,Particulier,Particulier,25/05/2009,PM -Port Marianne,Apparteme,Particuli,Particuli,5,PM -Port M
IA,,Garage,,10000,Particulier,Particulier,25/05/2009,CA -Estanove,Garage,Particuli,Particuli,5,CA -Estano
IA,,Appartement et annexes,"115,2",303500,Particulier,Particulier,25/05/2009,HF -Aiguelongue,Apparteme,Particuli,Particuli,5,HF -Aiguel
IA,,Appartement,"48,5",115000,Particulier,Particulier,25/05/2009,PA -Saint Martin,Apparteme,Particuli,Particuli,5,PA -Saint 
IA,,Villa,72,180000,Particulier,Particulier,25/05/2009,CE -La Martelle,Villa,Particuli,Particuli,5,CE -La Mar
IA,,Appartement et annexes,"21,79",67500,Particulier,Particulier,25/05/2009,HF -Hopitaux Facultés,Apparteme,Particuli,Particuli,5,HF -Hopita
IA,,Appartement et annexes,"62,02",144200,Particulier,Particulier,25/05/2009,CE -La Chamberte,Apparteme,Particuli,Particuli,5,CE -La Cha
IA,,Appartement et annexes,"71,75",140000,Particulier,Particulier,25/05/2009,CA -Lemasson,Apparteme,Particuli,Particuli,5,CA -Lemass
IA,,Appartement et annexes,70,116000,Particulier,Particulier,25/05/2009,CE -Alco,Apparteme,Particuli,Particuli,5,CE -Alco
IA,,Appartement,71,110000,Particulier,Particulier,26/05/2009,CE -Les Cévennes,Apparteme,Particuli,Particuli,5,CE -Les Cé
IA,,Appartement et annexes,"38,05",163400,SCI,Particulier,26/05/2009,HF -Hopitaux Facultés,Apparteme,SCI,Particuli,5,HF -Hopita
IA,,Appartement,"21,06",50000,Particulier,Particulier,26/05/2009,CE -La Chamberte,Apparteme,Particuli,Particuli,5,CE -La Cha
IA,,Appartement,"20,75",63000,Particulier,Particulier,26/05/2009,PM -Port Marianne,Apparteme,Particuli,Particuli,5,PM -Port M
IA,,Appartement et annexes,"20,87",45000,Particulier,Particulier,29/05/2009,CE -Alco,Apparteme,Particuli,Particuli,5,CE -Alco
IA,,Appartement et annexes,"20,9",54000,Particulier,Particulier,29/05/2009,HF -Hopitaux Facultés,Apparteme,Particuli,Particuli,5,HF -Hopita
IA,,Appartement et annexes,"63,8",155000,Particulier,Particulier,29/05/2009,CE -Alco,Apparteme,Particuli,Particuli,5,CE -Alco
IA,,Appartement et annexes,"22,95",67000,Particulier,Particulier,29/05/2009,MC -Gares,Apparteme,Particuli,Particuli,5,MC -Gares
IA,,Garage,,20000,promoteur immobilier,Particulier,29/05/2009,PM -Port Marianne,Garage,promoteur,Particuli,5,PM -Port M
IA,,Appartement et annexes,"89,55",170000,Particulier,Particulier,29/05/2009,PA -Saint Martin,Apparteme,Particuli,Particuli,5,PA -Saint 
IA,,Appartement et annexes,"70,58",127000,Particulier,SCI,29/05/2009,CE -Les Cévennes,Apparteme,Particuli,SCI,5,CE -Les Cé
IA,,Appartement et annexes,"67,01",157000,Particulier,Particulier,29/05/2009,CE -Alco,Apparteme,Particuli,Particuli,5,CE -Alco
IA,,Appartement et annexes,"94,84",287500,Particulier,Particulier,02/06/2009,MC -Boutonnet,Apparteme,Particuli,Particuli,6,MC -Bouton
IA,,Appartement et annexes,,78750,Particulier,,27/05/2009,HF -Hopitaux Facultés,Apparteme,Particuli,,5,HF -Hopita
IA,546,Villa,"103,13",320000,Particulier,Particulier,25/05/2009,PM -Millénaire,Villa,Particuli,Particuli,5,PM -Millén
IA,180,Villa,90,240000,Particulier,Particulier,26/05/2009,CE -La Martelle,Villa,Particuli,Particuli,5,CE -La Mar
IA,3213,Terrain,,1300460,SEM,promoteur immobilier,28/05/2009,,Terrain,SEM,promoteur,5,
IA,,Appartement et annexes,"91,08",266000,Particulier,Particulier,04/06/2009,PM -Port Marianne,Apparteme,Particuli,Particuli,6,PM -Port M
IA,,Couloir,,1,SCI,,08/06/2009,MC -Gares,Couloir,SCI,,6,MC -Gares
IA,,Appartement,53,54000,Particulier,promoteur immobilier,05/06/2009,MC -Figuerolles,Apparteme,Particuli,promoteur,6,MC -Figuer
IA,,Appartement,"13,05",49500,Particulier,,05/06/2009,MC -Comédie,Apparteme,Particuli,,6,MC -Comédi
IA,,Cave,"16,5",1,Autre personne morale,Particulier,02/06/2009,MC -Gambetta,Cave,Autre per,Particuli,6,MC -Gambet
IA,,Appartement et annexes,"85,33",140000,Particulier,Particulier,05/06/2009,CE -Alco,Apparteme,Particuli,Particuli,6,CE -Alco
IA,,Appartement et annexes,"37,6",88000,Particulier,Particulier,04/06/2009,MC -Gares,Apparteme,Particuli,Particuli,6,MC -Gares
IA,,Parking,,10000,Particulier,Particulier,04/06/2009,MC -Gambetta,Parking,Particuli,Particuli,6,MC -Gambet
IA,,Appartement et annexes,"20,5",55000,Particulier,Particulier,04/06/2009,MC -Gares,Apparteme,Particuli,Particuli,6,MC -Gares
IA,,Local professionnel,49,190000,SCI,SCI,09/06/2009,MC -Boutonnet,Local pro,SCI,SCI,6,MC -Bouton
IA,,Local commercial,"73,25",60000,Particulier,,04/06/2009,MC -Antigone,Local com,Particuli,,6,MC -Antigo
IA,,Appartement et annexes,"77,95",160000,Particulier,Particulier,04/06/2009,MC -Boutonnet,Apparteme,Particuli,Particuli,6,MC -Bouton
IA,,Appartement,"31,08",81500,Particulier,Particulier,03/06/2009,MC -Les Arceaux,Apparteme,Particuli,Particuli,6,MC -Les Ar
IA,,Appartement,"67,74",190000,Particulier,Particulier,05/06/2009,MC -Gares,Apparteme,Particuli,Particuli,6,MC -Gares
IA,,Appartement et annexes,"92,98",280000,Particulier,Particulier,05/06/2009,MC -Antigone,Apparteme,Particuli,Particuli,6,MC -Antigo
IA,,Villa,326,450000,Particulier,Particulier,08/06/2009,MC -Les Beaux Arts,Villa,Particuli,Particuli,6,MC -Les Be
IA,,Appartement,"67,38",220000,Particulier,Particulier,08/06/2009,MC -Les Beaux Arts,Apparteme,Particuli,Particuli,6,MC -Les Be
IA,,Appartement et annexes,"57,14",148000,Particulier,Particulier,08/06/2009,MC -Boutonnet,Apparteme,Particuli,Particuli,6,MC -Bouton
IA,,Appartement et annexes,"55,9",100000,Particulier,Particulier,08/06/2009,MC -Gambetta,Apparteme,Particuli,Particuli,6,MC -Gambet
IA,,Local commercial,"79,53",60000,Particulier,Particulier,08/06/2009,MC -Gambetta,Local com,Particuli,Particuli,6,MC -Gambet
IA,,Appartement et annexes,70,245000,Particulier,,08/06/2009,MC -Antigone,Apparteme,Particuli,,6,MC -Antigo
IA,,Appartement et annexes,"66,29",135000,Particulier,Particulier,08/06/2009,MC -Les Arceaux,Apparteme,Particuli,Particuli,6,MC -Les Ar
IA,,Appartement et annexes,"94,27",243000,Particulier,Particulier,09/06/2009,MC -Antigone,Apparteme,Particuli,Particuli,6,MC -Antigo
IA,,Appartement,"19,54",70000,Particulier,Particulier,04/06/2009,MC -Les Beaux Arts,Apparteme,Particuli,Particuli,6,MC -Les Be
IA,,Appartements 2 et +,"85,67",205000,Particulier,,18/06/2009,MC -Figuerolles,Apparteme,Particuli,,6,MC -Figuer
IA,,Villa,127,293000,Particulier,Particulier,04/06/2009,CA -Lemasson,Villa,Particuli,Particuli,6,CA -Lemass
IA,1102,Villa,"85,5",260000,Particulier,Particulier,03/06/2009,CE -La Martelle,Villa,Particuli,Particuli,6,CE -La Mar
IA,1775,Villa,200,748000,Particulier,Particulier,04/06/2009,HF -Aiguelongue,Villa,Particuli,Particuli,6,HF -Aiguel
IA,841,Villa,92,390000,Particulier,SCI,04/06/2009,PA -Aiguerelles,Villa,Particuli,SCI,6,PA -Aiguer
IA,106,Villa,79,176700,SCI,Particulier,04/06/2009,CA -Lemasson,Villa,SCI,Particuli,6,CA -Lemass
IA,673,Villa,135,,Particulier,Particulier,05/06/2009,HF -Aiguelongue,Villa,Particuli,Particuli,6,HF -Aiguel
IA,332,Villa,95,250000,Particulier,Particulier,04/06/2009,PA -Saint Martin,Villa,Particuli,Particuli,6,PA -Saint 
IA,810,Villa,90,371000,Particulier,Particulier,08/06/2009,HF -Plan des quatre Seigneurs,Villa,Particuli,Particuli,6,HF -Plan d
IA,,Parking,,500,Particulier,,07/06/2009,CA -Croix d'Argent,Parking,Particuli,,6,CA -Croix 
IA,,Garage,,10500,Particulier,Particulier,02/06/2009,HF -Hopitaux Facultés,Garage,Particuli,Particuli,6,HF -Hopita
IA,,Appartement et annexes,"37,88",86000,Particulier,Particulier,02/06/2009,CE -Les Cévennes,Apparteme,Particuli,Particuli,6,CE -Les Cé
IA,,Appartement et annexes,"64,42",107000,Particulier,Particulier,02/06/2009,,Apparteme,Particuli,Particuli,6,
IA,,Appartement et annexes,"68,1",180000,Particulier,Particulier,02/06/2009,CA -Estanove,Apparteme,Particuli,Particuli,6,CA -Estano
IA,,Appartement et annexes,50,120000,Particulier,Particulier,03/06/2009,CE -Les Cévennes,Apparteme,Particuli,Particuli,6,CE -Les Cé
IA,,Garage,,11000,Particulier,Particulier,03/06/2009,PA -Aiguerelles,Garage,Particuli,Particuli,6,PA -Aiguer
IA,,Appartement et annexes,"71,75",123000,Particulier,,03/06/2009,CA -Lemasson,Apparteme,Particuli,,6,CA -Lemass
IA,,Appartement et annexes,44,108000,Particulier,,03/06/2009,,Apparteme,Particuli,,6,
IA,,Appartement et annexes,"69,76",110000,SACI-SCCV,Particulier,03/06/2009,CE -Les Cévennes,Apparteme,SACI-SCCV,Particuli,6,CE -Les Cé
IA,132000,Appartement et annexes,"53,13",132000,Particulier,,04/06/2009,HF -Aiguelongue,Apparteme,Particuli,,6,HF -Aiguel
IA,,Appartement et annexes,"62,5",121000,Particulier,,04/06/2009,CA -Lemasson,Apparteme,Particuli,,6,CA -Lemass
IA,,Appartements 2 et +,"82,65",287000,Particulier,SCI,04/06/2009,HF -Hopitaux Facultés,Apparteme,Particuli,SCI,6,HF -Hopita
IA,2978,Terrain,,790000,SEM,OPAC,08/06/2009,CA -Pas du Loup,Terrain,SEM,OPAC,6,CA -Pas du
IA,1149,Terrain,,670000,SEM,OPAC,08/06/2009,CA -Pas du Loup,Terrain,SEM,OPAC,6,CA -Pas du
IA,3423,Terrain,,710227,SEM,promoteur immobilier,08/06/2009,,Terrain,SEM,promoteur,6,
IA,,Appartement et annexes,"78,83",230500,Particulier,Particulier,11/06/2009,PM -Millénaire,Apparteme,Particuli,Particuli,6,PM -Millén
IA,102,Villa,"80,5",176700,SCI,Particulier,25/05/2009,CA -Lemasson,Villa,SCI,Particuli,5,CA -Lemass
IA,7399,Terrain,,"499432,5",SEM,Autre personne morale,04/06/2009,PM -Millénaire,Terrain,SEM,Autre per,6,PM -Millén
IA,,Appartement et annexes,"89,82",195000,Particulier,Particulier,04/06/2009,CE -Les Cévennes,Apparteme,Particuli,Particuli,6,CE -Les Cé
IA,,Appartement et annexes,84,84000,SCI,Particulier,04/06/2009,PA -Saint Martin,Apparteme,SCI,Particuli,6,PA -Saint 
IA,965,Villa,,650000,Particulier,Particulier,04/06/2009,CA -Estanove,Villa,Particuli,Particuli,6,CA -Estano
IA,,Appartement et annexes,110,221000,Particulier,Particulier,17/06/2009,HF -Hopitaux Facultés,Apparteme,Particuli,Particuli,6,HF -Hopita
IA,,Appartement et annexes,"36,91",175000,Particulier,Particulier,04/06/2009,PM -Port Marianne,Apparteme,Particuli,Particuli,6,PM -Port M
IA,,Parking,,13000,Particulier,Particulier,04/06/2009,CA -Pas du Loup,Parking,Particuli,Particuli,6,CA -Pas du
IA,,Appartement et annexes,"49,69",132000,Particulier,Particulier,04/06/2009,MC -Figuerolles,Apparteme,Particuli,Particuli,6,MC -Figuer
IA,,Appartement,34,43500,Particulier,SCI,05/06/2009,MO -Celleneuve,Apparteme,Particuli,SCI,6,MO -Cellen
IA,,Local ,"19,42",40000,Particulier,,05/06/2009,CE -Alco,Local ,Particuli,,6,CE -Alco
IA,,Appartement et annexes,48,125000,Particulier,Particulier,05/06/2009,HF -Hopitaux Facultés,Apparteme,Particuli,Particuli,6,HF -Hopita
IA,,Appartement et annexes,"79,16",162000,Particulier,Particulier,05/06/2009,CA -Lemasson,Apparteme,Particuli,Particuli,6,CA -Lemass
IA,,Appartement et annexes,"54,19",116000,Particulier,Particulier,05/06/2009,CA -Croix d'Argent,Apparteme,Particuli,Particuli,6,CA -Croix 
IA,,Appartement et annexes,"51,35",93000,Particulier,Particulier,05/06/2009,CE -Les Cévennes,Apparteme,Particuli,Particuli,6,CE -Les Cé
IA,,Appartement et annexes,"67,58",165000,Particulier,Particulier,11/06/2009,HF -Hopitaux Facultés,Apparteme,Particuli,Particuli,6,HF -Hopita
IA,,Appartement et annexes,33,96000,Particulier,Particulier,12/06/2009,CE -Alco,Apparteme,Particuli,Particuli,6,CE -Alco
IA,986,Immeuble,1327,1506000,Collectivité locale,,11/06/2009,MC -Centre Historique,Immeuble,Collectiv,,6,MC -Centre
IA,,Local commercial,"48,68",100000,SCI,,05/06/2009,HF -Hopitaux Facultés,Local com,SCI,,6,HF -Hopita
IA,,Garage,,14000,Particulier,Particulier,05/06/2009,CE -Alco,Garage,Particuli,Particuli,6,CE -Alco
IA,,DIA annulée,"14,62",47500,SCI,,08/06/2009,HF -Hopitaux Facultés,DIA annul,SCI,,6,HF -Hopita
IA,,DIA annulée,"43,86",132000,SCI,,08/06/2009,HF -Hopitaux Facultés,DIA annul,SCI,,6,HF -Hopita
IA,,DIA annulée,"29,24",88000,SCI,,08/06/2009,HF -Hopitaux Facultés,DIA annul,SCI,,6,HF -Hopita
IA,,Appartement et annexes,"64,28",215000,Particulier,Particulier,08/06/2009,PM -Port Marianne,Apparteme,Particuli,Particuli,6,PM -Port M
IA,,Appartement et annexes,"37,76",77000,SCI,Particulier,08/06/2009,PA -Saint Martin,Apparteme,SCI,Particuli,6,PA -Saint 
IA,,Appartement et annexes,"63,75",237500,promoteur immobilier,,08/06/2009,,Apparteme,promoteur,,6,
IA,,Appartement et annexes,"48,89",122000,Particulier,Particulier,08/06/2009,CA -Pas du Loup,Apparteme,Particuli,Particuli,6,CA -Pas du
IA,,Appartement et annexes,"58,08",150000,Particulier,Particulier,08/06/2009,PM -Pompignane,Apparteme,Particuli,Particuli,6,PM -Pompig
IA,,Appartement et annexes,"65,65",121000,Particulier,,12/06/2009,PA -Saint Martin,Apparteme,Particuli,,6,PA -Saint 
IA,,Garage,,11000,Particulier,,12/06/2009,MC -Les Beaux Arts,Garage,Particuli,,6,MC -Les Be
IA,,Appartement et annexes,"88,97",220000,Particulier,Particulier,06/07/2009,HF -Hopitaux Facultés,Apparteme,Particuli,Particuli,7,HF -Hopita
IA,,Appartement et annexes,44,92700,Particulier,Particulier,04/06/2009,,Apparteme,Particuli,Particuli,6,
IA,,Villa,"102,7",321000,SCI,Particulier,05/06/2009,,Villa,SCI,Particuli,6,
IA,,Appartement et annexes,"66,31",97000,Particulier,Particulier,05/06/2009,PA -Saint Martin,Apparteme,Particuli,Particuli,6,PA -Saint 
IA,,Appartement et annexes,"27,9",52775,Particulier,Particulier,04/06/2009,CE -Les Cévennes,Apparteme,Particuli,Particuli,6,CE -Les Cé
IA,,Appartement et annexes,,215000,Particulier,,04/06/2009,CA -Lemasson,Apparteme,Particuli,,6,CA -Lemass
IA,,Appartement et annexes,"63,19",80000,Particulier,Particulier,04/06/2009,MO -La Paillade,Apparteme,Particuli,Particuli,6,MO -La Pai
IA,,Appartement et annexes,"67,67",112000,Particulier,Particulier,08/06/2009,CE -Les Cévennes,Apparteme,Particuli,Particuli,6,CE -Les Cé
IA,,Appartement et annexes,"60,64",130000,Particulier,,02/06/2009,CA -Lemasson,Apparteme,Particuli,,6,CA -Lemass
IA,,Appartement et annexes,"81,52",100000,Particulier,Particulier,08/06/2009,MO -La Paillade,Apparteme,Particuli,Particuli,6,MO -La Pai
IA,,Local commercial,"192,38",95000,Particulier,Particulier,02/06/2009,MC -Comédie,Local com,Particuli,Particuli,6,MC -Comédi
IA,,Appartement,"12,28",45000,Particulier,Particulier,04/06/2009,MC -Centre Historique,Apparteme,Particuli,Particuli,6,MC -Centre
IA,,Appartement et annexes,"100,13",240000,Particulier,Particulier,05/06/2009,MC -Centre Historique,Apparteme,Particuli,Particuli,6,MC -Centre
IA,,Appartement et annexes,"68,67",155000,Particulier,Particulier,04/06/2009,MC -Boutonnet,Apparteme,Particuli,Particuli,6,MC -Bouton
IA,,Appartement et annexes,"96,74",158870,Autre personne morale,,09/06/2009,,Apparteme,Autre per,,6,
IA,,Appartement,"20,9",76000,Particulier,Particulier,09/06/2009,HF -Aiguelongue,Apparteme,Particuli,Particuli,6,HF -Aiguel
