nom du dossier,Superficie bien vendu,Désignation du bien,Surface utile,Montant mise en vente,Vendeurs,Acquéreurs,Quartiers,Dates,Dates D,Occup,CODES,Cod acteurs,,Code date,Code cadastre,delais
IA,,Local commercial,"56,37",70000,Particulier,Particulier,MC -Les Beaux Arts,20/05/2011,16/06/2011,Sans occupant,Local com,Particuli,Particuli,5,MC -Les Be,27
IA,,Local professionnel,233,295000,SCI,Particulier,PA -Prés Arènes,09/05/2011,25/05/2011,,Local pro,SCI,Particuli,5,PA -Prés A,16
IA,,Appartement et annexes,"15,87",71000,Particulier,Particulier,MC -Les Beaux Arts,20/05/2011,31/05/2011,Sans occupant,Apparteme,Particuli,Particuli,5,MC -Les Be,11
IA,,Appartement,"41,07",137000,Particulier,Particulier,MC -Comédie,20/05/2011,31/05/2011,Sans occupant,Apparteme,Particuli,Particuli,5,MC -Comédi,11
IA,,Local ,"1,05",1,Particulier,Particulier,MC -Boutonnet,20/05/2011,31/05/2011,,Local ,Particuli,Particuli,5,MC -Bouton,11
IA,54,Maison,61,114000,Particulier,Particulier,MC -Gares,20/05/2011,04/07/2011,Sans occupant,Maison,Particuli,Particuli,5,MC -Gares,45
IA,,Parking,,2000,SACI-SCCV,SCI,MC -Boutonnet,20/05/2011,31/05/2011,,Parking,SACI-SCCV,SCI,5,MC -Bouton,11
IA,,Terrain et bâtis divers,3510,"1878968,7",SEM,Autre personne morale,MC -Gambetta,20/05/2011,31/05/2011,Sans occupant,Terrain e,SEM,Autre per,5,MC -Gambet,11
IA,,Appartement et annexes,"23,06",76000,Particulier,Particulier,HF -Hopitaux Facultés,09/05/2011,25/05/2011,Sans occupant,Apparteme,Particuli,Particuli,5,HF -Hopita,16
IA,230000,Appartement et annexes,88,230000,Particulier,Particulier,MC -Boutonnet,20/05/2011,31/05/2011,Propriétaire,Apparteme,Particuli,Particuli,5,MC -Bouton,11
IA,1167,Immeuble,500,750000,SCI,Autre personne morale,HF -Hopitaux Facultés,09/05/2011,27/06/2011,Locataire,Immeuble,SCI,Autre per,5,HF -Hopita,49
IA,,Appartement et annexes,"68,49",160000,SACI-SCCV,Particulier,MC -Boutonnet,20/05/2011,31/05/2011,Locataire,Apparteme,SACI-SCCV,Particuli,5,MC -Bouton,11
IA,,Appartement et annexes,42,95500,Particulier,Particulier,CE -Les Cévennes,09/05/2011,25/05/2011,Sans occupant,Apparteme,Particuli,Particuli,5,CE -Les Cé,16
IA,,Maison,47,148000,Particulier,Particulier,HF -Hopitaux Facultés,09/05/2011,25/05/2011,Locataire,Maison,Particuli,Particuli,5,HF -Hopita,16
IA,,Appartement et annexes,"70,84",175000,Particulier,Particulier,MC -Figuerolles,10/05/2011,25/05/2011,Sans occupant,Apparteme,Particuli,Particuli,5,MC -Figuer,15
IA,,Appartement,"39,97",143000,Particulier,Particulier,MC -Centre Historique,23/05/2011,16/06/2011,Sans occupant,Apparteme,Particuli,Particuli,5,MC -Centre,24
IA,,Appartement,"30,55",60000,Particulier,Particulier,MC -Les Beaux Arts,23/05/2011,31/05/2011,Sans occupant,Apparteme,Particuli,Particuli,5,MC -Les Be,8
IA,,Appartement et annexes,"61,92",146000,Particulier,Particulier,PM -Port Marianne,10/05/2011,25/05/2011,Sans occupant,Apparteme,Particuli,Particuli,5,PM -Port M,15
IA,,Local commercial,"23,92",60000,SACI-SCCV,SCI,MC -Gambetta,23/05/2011,31/05/2011,Sans occupant,Local com,SACI-SCCV,SCI,5,MC -Gambet,8
IA,,Appartement et annexes,"54,96",128000,Particulier,Particulier,HF -Hopitaux Facultés,10/05/2011,25/05/2011,Sans occupant,Apparteme,Particuli,Particuli,5,HF -Hopita,15
IA,,Appartement et annexes,"87,11",112000,Particulier,Particulier,MO -Celleneuve,10/05/2011,25/05/2011,Propriétaire,Apparteme,Particuli,Particuli,5,MO -Cellen,15
IA,,Parking,,18000,Particulier,,MC -Gares,23/05/2011,31/05/2011,,Parking,Particuli,,5,MC -Gares,8
IA,,Appartement et annexes,"91,46",322500,Particulier,Particulier,MC -Les Beaux Arts,23/05/2011,31/05/2011,Sans occupant,Apparteme,Particuli,Particuli,5,MC -Les Be,8
IA,,Appartement et annexes,"19,72",59400,SCI,Particulier,CE -Alco,10/05/2011,25/05/2011,Sans occupant,Apparteme,SCI,Particuli,5,CE -Alco,15
IA,146,Villa,158,340000,Particulier,Particulier,MC -Boutonnet,23/05/2011,31/05/2011,Sans occupant,Villa,Particuli,Particuli,5,MC -Bouton,8
IA,,Appartement,21,56000,Particulier,Particulier,CE -La Martelle,12/05/2011,25/05/2011,Locataire,Apparteme,Particuli,Particuli,5,CE -La Mar,13
IA,,Appartement et annexes,"36,84",92000,Particulier,,MC -Boutonnet,11/05/2011,25/05/2011,Sans occupant,Apparteme,Particuli,,5,MC -Bouton,14
IA,,Appartement et annexes,"17,18",57000,Particulier,Particulier,CE -Alco,11/05/2011,25/05/2011,Sans occupant,Apparteme,Particuli,Particuli,5,CE -Alco,14
IA,,Appartements 2 et +,"52,96",225000,Particulier,Autre personne morale,CA -Estanove,11/05/2011,25/05/2011,Locataire,Apparteme,Particuli,Autre per,5,CA -Estano,14
IA,,Appartement et annexes,"36,84",92000,Particulier,,MC -Boutonnet,11/05/2011,25/05/2011,Sans occupant,Apparteme,Particuli,,5,MC -Bouton,14
IA,,Appartements 2 et +,62,40000,Autre personne morale,,PA -Prés Arènes,27/05/2011,30/06/2011,Sans occupant,Apparteme,Autre per,,5,PA -Prés A,34
IA,,Appartement et annexes,"71,17",135000,Particulier,Particulier,CE -La Chamberte,16/05/2011,25/05/2011,Sans occupant,Apparteme,Particuli,Particuli,5,CE -La Cha,9
IA,,Villa,"153,07",360000,Particulier,Particulier,CE -Alco,09/05/2011,25/05/2011,Propriétaire,Villa,Particuli,Particuli,5,CE -Alco,16
IA,87,Villa,"61,82",191500,Particulier,Particulier,CE -La Chamberte,09/05/2011,25/05/2011,Sans occupant,Villa,Particuli,Particuli,5,CE -La Cha,16
IA,,Appartement et annexes,"16,73",70000,SCI,Particulier,MC -Les Beaux Arts,23/05/2011,16/06/2011,Locataire,Apparteme,SCI,Particuli,5,MC -Les Be,24
IA,,Appartement et annexes,"26,23",60000,Particulier,Particulier,MC -Centre Historique,23/05/2011,16/06/2011,Sans occupant,Apparteme,Particuli,Particuli,5,MC -Centre,24
IA,504,Terrain,,170000,Particulier,Particulier,HF -Hopitaux Facultés,10/05/2011,25/05/2011,Sans occupant,Terrain,Particuli,Particuli,5,HF -Hopita,15
IA,,Appartement,,60000,Particulier,Particulier,MC -Centre Historique,23/05/2011,,Sans occupant,Apparteme,Particuli,Particuli,5,MC -Centre,-40686
IA,,Appartement,"39,85",113500,Particulier,Particulier,MC -Les Beaux Arts,23/05/2011,16/06/2011,Locataire,Apparteme,Particuli,Particuli,5,MC -Les Be,24
IA,159,Villa,101,220000,Particulier,Particulier,CA -Pas du Loup,10/05/2011,25/05/2011,Sans occupant,Villa,Particuli,Particuli,5,CA -Pas du,15
IA,,Appartement,"17,5",70500,SCI,Particulier,MC -Les Beaux Arts,23/05/2011,31/05/2011,Sans occupant,Apparteme,SCI,Particuli,5,MC -Les Be,8
IA,,Appartement et annexes,40,126000,SACI-SCCV,Particulier,MC -Gambetta,23/05/2011,31/05/2011,Sans occupant,Apparteme,SACI-SCCV,Particuli,5,MC -Gambet,8
IA,,Appartements 2 et +,"35,11",130000,SCI,Particulier,CA -Estanove,24/05/2011,31/05/2011,Locataire,Apparteme,SCI,Particuli,5,CA -Estano,7
IA,,Appartement et annexes,"42,53",115000,Particulier,Particulier,MC -Gares,23/05/2011,31/05/2011,Sans occupant,Apparteme,Particuli,Particuli,5,MC -Gares,8
IA,,Appartement,"69,46",122000,Particulier,Particulier,MO -Celleneuve,11/05/2011,31/05/2011,Sans occupant,Apparteme,Particuli,Particuli,5,MO -Cellen,20
IA,,Appartement,"48,43",119000,Particulier,Particulier,MO -Celleneuve,11/05/2011,31/05/2011,Sans occupant,Apparteme,Particuli,Particuli,5,MO -Cellen,20
IA,,Appartement,"18,77",67000,Particulier,Particulier,PM -Port Marianne,11/05/2011,31/05/2011,Locataire,Apparteme,Particuli,Particuli,5,PM -Port M,20
IA,,Appartement et annexes,"71,08",85000,Particulier,Particulier,CE -Alco,11/05/2011,31/05/2011,Sans occupant,Apparteme,Particuli,Particuli,5,CE -Alco,20
IA,,Appartement et annexes,"69,21",150000,Particulier,Particulier,PA -Saint Martin,11/05/2011,31/05/2011,Sans occupant,Apparteme,Particuli,Particuli,5,PA -Saint ,20
IA,,Appartement et annexes,"90,38",440000,Particulier,Particulier,PM -Port Marianne,11/05/2011,31/05/2011,Propriétaire,Apparteme,Particuli,Particuli,5,PM -Port M,20
IA,,Appartement et annexes,"72,47",195000,SCI,Particulier,CE -Alco,11/05/2011,31/05/2011,Sans occupant,Apparteme,SCI,Particuli,5,CE -Alco,20
IA,164,Villa,90,317000,Particulier,Particulier,,12/05/2011,31/05/2011,Propriétaire,Villa,Particuli,Particuli,5,,19
IA,,Appartement et annexes,"101,15",380000,Particulier,Particulier,PM -Port Marianne,11/05/2011,31/05/2011,Propriétaire,Apparteme,Particuli,Particuli,5,PM -Port M,20
IA,,Appartement et annexes,"73,51",173000,Particulier,Particulier,CA -Lemasson,12/05/2011,,Sans occupant,Apparteme,Particuli,Particuli,5,CA -Lemass,-40675
IA,,Appartement,18,64000,Particulier,Particulier,HF -Hopitaux Facultés,12/05/2011,31/05/2011,Locataire,Apparteme,Particuli,Particuli,5,HF -Hopita,19
IA,,Appartement et annexes,"115,31",205000,Particulier,Particulier,CE -Alco,12/05/2011,31/05/2011,Sans occupant,Apparteme,Particuli,Particuli,5,CE -Alco,19
IA,1939,Terrain,,"218969,56",SEM,SCI,,17/05/2011,31/05/2011,,Terrain,SEM,SCI,5,,14
IA,,Appartement,24,75000,Particulier,Particulier,HF -Hopitaux Facultés,17/05/2011,31/05/2011,Locataire,Apparteme,Particuli,Particuli,5,HF -Hopita,14
IA,,Appartement,"20,95",60000,Particulier,Particulier,HF -Hopitaux Facultés,17/05/2011,31/05/2011,Sans occupant,Apparteme,Particuli,Particuli,5,HF -Hopita,14
IA,995,Terrain,,"243467,97",SEM,SCI,,17/05/2011,31/05/2011,,Terrain,SEM,SCI,5,,14
IA,,Appartement et annexes,"96,72",238000,Particulier,,CA -Lemasson,16/05/2011,31/05/2011,Sans occupant,Apparteme,Particuli,,5,CA -Lemass,15
IA,,Appartement et annexes,"74,22",117000,Particulier,Particulier,CA -Lemasson,13/05/2011,31/05/2011,Propriétaire,Apparteme,Particuli,Particuli,5,CA -Lemass,18
IA,,Appartement et annexes,"69,27",160000,Particulier,Particulier,PA -Saint Martin,13/05/2011,31/05/2011,Propriétaire,Apparteme,Particuli,Particuli,5,PA -Saint ,18
IA,,Appartement et annexes,"48,1",107000,Particulier,Particulier,MO -Celleneuve,13/05/2011,31/05/2011,Sans occupant,Apparteme,Particuli,Particuli,5,MO -Cellen,18
IA,,Parking,,1,Particulier,Particulier,HF -Hopitaux Facultés,24/05/2011,31/05/2011,Sans occupant,Parking,Particuli,Particuli,5,HF -Hopita,7
IA,,Appartement et annexes,"67,29",180000,Particulier,Particulier,CA -Lemasson,13/05/2011,31/05/2011,Propriétaire,Apparteme,Particuli,Particuli,5,CA -Lemass,18
IA,,Appartement et annexes,"65,49",125000,Particulier,Particulier,CA -Lemasson,13/05/2011,31/05/2011,Propriétaire,Apparteme,Particuli,Particuli,5,CA -Lemass,18
IA,,Appartement et annexes,"71,03",103000,Particulier,Particulier,CE -Alco,13/05/2011,31/05/2011,Sans occupant,Apparteme,Particuli,Particuli,5,CE -Alco,18
IA,,Appartement,"18,85",50000,Particulier,Particulier,MO -Celleneuve,12/05/2011,31/05/2011,Locataire,Apparteme,Particuli,Particuli,5,MO -Cellen,19
IA,,Appartement,"19,75",65000,Particulier,Particulier,PM -Port Marianne,12/05/2011,31/05/2011,Locataire,Apparteme,Particuli,Particuli,5,PM -Port M,19
IA,,Appartement,"18,76",50000,Particulier,Particulier,MO -Celleneuve,12/05/2011,31/05/2011,Locataire,Apparteme,Particuli,Particuli,5,MO -Cellen,19
IA,,Appartement,"20,96",50000,Particulier,Particulier,MO -Celleneuve,12/05/2011,31/05/2011,Propriétaire,Apparteme,Particuli,Particuli,5,MO -Cellen,19
IA,,Appartement et annexes,"71,59",118000,Particulier,Particulier,CE -Alco,12/05/2011,31/05/2011,Sans occupant,Apparteme,Particuli,Particuli,5,CE -Alco,19
IA,753,Villa,180,450000,Particulier,SCI,CA -Lemasson,10/06/2011,17/06/2011,Sans occupant,Villa,Particuli,SCI,6,CA -Lemass,7
IA,,Appartement,"87,85",246300,Particulier,Particulier,PM -Millénaire,12/05/2011,09/06/2011,Sans occupant,Apparteme,Particuli,Particuli,5,PM -Millén,28
IA,,Appartement et annexes,"53,4",125000,Particulier,Particulier,CE -Alco,12/05/2011,31/05/2011,Sans occupant,Apparteme,Particuli,Particuli,5,CE -Alco,19
IA,,Appartement et annexes,"42,3",90000,Particulier,Particulier,HF -Aiguelongue,01/07/2011,04/07/2011,Sans occupant,Apparteme,Particuli,Particuli,7,HF -Aiguel,3
IA,,Appartement et annexes,"49,55",154000,Particulier,Particulier,HF -Hopitaux Facultés,12/05/2011,31/05/2011,Sans occupant,Apparteme,Particuli,Particuli,5,HF -Hopita,19
IA,,Appartement et annexes,"69,51",162000,Particulier,Particulier,CA -Pas du Loup,12/05/2011,31/05/2011,Propriétaire,Apparteme,Particuli,Particuli,5,CA -Pas du,19
IA,,Appartement et annexes,145,399000,Particulier,Particulier,HF -Hopitaux Facultés,12/05/2011,31/05/2011,Propriétaire,Apparteme,Particuli,Particuli,5,HF -Hopita,19
IA,,Appartement et annexes,"67,8",130000,Particulier,,CA -Estanove,12/05/2011,31/05/2011,Locataire,Apparteme,Particuli,,5,CA -Estano,19
IA,,Appartement et annexes,"41,08",152500,Particulier,Particulier,MC -Comédie,24/05/2011,17/06/2011,Propriétaire,Apparteme,Particuli,Particuli,5,MC -Comédi,24
IA,,Garage,,32000,Particulier,Particulier,MC -Gares,24/05/2011,17/06/2011,,Garage,Particuli,Particuli,5,MC -Gares,24
IA,,Appartement et annexes,,70000,Particulier,,MC -Les Beaux Arts,18/05/2011,31/05/2011,Sans occupant,Apparteme,Particuli,,5,MC -Les Be,13
IA,,Appartement,,15000,Particulier,,MC -Gares,19/05/2011,,Sans occupant,Apparteme,Particuli,,5,MC -Gares,-40682
IA,,Appartement,"159,29",505000,SACI-SCCV,Particulier,MC -Comédie,24/05/2011,17/06/2011,Sans occupant,Apparteme,SACI-SCCV,Particuli,5,MC -Comédi,24
IA,,Appartement et annexes,"68,72",250000,Particulier,Particulier,MC -Antigone,07/06/2011,17/06/2011,Sans occupant,Apparteme,Particuli,Particuli,6,MC -Antigo,10
IA,,Appartement et annexes,"45,12",110000,Particulier,Particulier,MC -Gambetta,23/05/2011,17/06/2011,Sans occupant,Apparteme,Particuli,Particuli,5,MC -Gambet,25
IA,130,Immeuble,278,450000,Particulier,SACI-SCCV,MC -Les Arceaux,24/05/2011,18/07/2011,Sans occupant,Immeuble,Particuli,SACI-SCCV,5,MC -Les Ar,55
IA,,Garage,,8000,Particulier,Particulier,MC -Les Aubes,24/05/2011,17/06/2011,,Garage,Particuli,Particuli,5,MC -Les Au,24
IA,,Appartement et annexes,"69,95",280000,Particulier,Particulier,MC -Les Arceaux,24/05/2011,17/06/2011,Sans occupant,Apparteme,Particuli,Particuli,5,MC -Les Ar,24
IA,1515,Charge fonciere,180,1660500,Particulier,promoteur immobilier,MC -Boutonnet,24/05/2011,26/07/2011,Propriétaire,Charge fo,Particuli,promoteur,5,MC -Bouton,63
IA,572,Villa,141,340000,Particulier,,CE -La Chamberte,11/05/2011,09/06/2011,Sans occupant,Villa,Particuli,,5,CE -La Cha,29
IA,604,Villa,130,530000,Particulier,Particulier,CE -Les Cévennes,11/05/2011,09/06/2011,Sans occupant,Villa,Particuli,Particuli,5,CE -Les Cé,29
IA,388,Villa,"141,25",611982,Particulier,Particulier,CE -Les Cévennes,13/05/2011,09/06/2011,Propriétaire,Villa,Particuli,Particuli,5,CE -Les Cé,27
IA,,Local ,"37,32",90000,SCI,Particulier,CE -Les Cévennes,13/05/2011,09/06/2011,Sans occupant,Local ,SCI,Particuli,5,CE -Les Cé,27
IA,1287,Villa,137,387000,Particulier,Particulier,HF -Plan des quatre Seigneurs,09/05/2011,16/06/2011,Sans occupant,Villa,Particuli,Particuli,5,HF -Plan d,38
IA,1216,Terrain,,1873900,SEM,promoteur immobilier,,13/05/2011,09/06/2011,Sans occupant,Terrain,SEM,promoteur,5,,27
IA,3500,Terrain,,383760,SEM,promoteur immobilier,PM -Millénaire,13/05/2011,09/06/2011,Sans occupant,Terrain,SEM,promoteur,5,PM -Millén,27
IA,,Local ,"72,99",70000,SCI,Particulier,MO -La Paillade,11/05/2011,16/06/2011,Locataire,Local ,SCI,Particuli,5,MO -La Pai,36
IA,1966,Terrain,,"228713,67",SEM,,,24/05/2011,09/06/2011,Sans occupant,Terrain,SEM,,5,,16
IA,1256,Terrain,,"225637,63",SEM,,,24/05/2011,09/06/2011,Sans occupant,Terrain,SEM,,5,,16
IA,,Local ,"83,64",185365,SCI,,MO -La Paillade,16/05/2011,18/07/2011,Locataire,Local ,SCI,,5,MO -La Pai,63
IA,,Terrain et bâtis divers,135,520000,Particulier,,MO -La Paillade,16/05/2011,18/07/2011,Locataire,Terrain e,Particuli,,5,MO -La Pai,63
IA,,Local ,"65,54",145252,SCI,,MO -La Paillade,16/05/2011,18/07/2011,Locataire,Local ,SCI,,5,MO -La Pai,63
IA,,Local ,"107,4",238023,SCI,,MO -La Paillade,16/05/2011,18/07/2011,Locataire,Local ,SCI,,5,MO -La Pai,63
IA,,Local ,"97,53",216148,SCI,,MO -La Paillade,16/05/2011,18/07/2011,Locataire,Local ,SCI,,5,MO -La Pai,63
IA,,Local ,"192,54",426715,SCI,,MO -La Paillade,16/05/2011,18/07/2011,Locataire,Local ,SCI,,5,MO -La Pai,63
IA,212,Villa,88,300000,Particulier,Particulier,HF -Aiguelongue,07/06/2011,04/07/2011,Propriétaire,Villa,Particuli,Particuli,6,HF -Aiguel,27
IA,,Appartement et annexes,"45,55",100000,Particulier,,MO -Celleneuve,25/05/2011,09/06/2011,Sans occupant,Apparteme,Particuli,,5,MO -Cellen,15
IA,,Appartement et annexes,"37,65",87000,Particulier,Particulier,PM -Port Marianne,16/05/2011,09/06/2011,,Apparteme,Particuli,Particuli,5,PM -Port M,24
IA,,Appartement et annexes,"46,23",175000,Particulier,Particulier,HF -Aiguelongue,16/05/2011,24/06/2011,Propriétaire,Apparteme,Particuli,Particuli,5,HF -Aiguel,39
IA,,Garage,,16000,Particulier,Particulier,HF -Hopitaux Facultés,16/05/2011,09/06/2011,Sans occupant,Garage,Particuli,Particuli,5,HF -Hopita,24
IA,,Appartement et annexes,"67,13",165000,Particulier,Particulier,CE -La Martelle,16/05/2011,09/06/2011,Locataire,Apparteme,Particuli,Particuli,5,CE -La Mar,24
IA,,Appartement et annexes,"51,53",200000,Particulier,Particulier,MC -Boutonnet,16/05/2011,09/06/2011,Sans occupant,Apparteme,Particuli,Particuli,5,MC -Bouton,24
IA,,Appartement et annexes,"30,15",71000,Particulier,Particulier,CE -Alco,16/05/2011,09/06/2011,Sans occupant,Apparteme,Particuli,Particuli,5,CE -Alco,24
IA,,Appartement,"33,01",63000,Particulier,Particulier,HF -Plan des quatre Seigneurs,07/06/2011,04/07/2011,Sans occupant,Apparteme,Particuli,Particuli,6,HF -Plan d,27
IA,,Garage,,11000,SCI,Particulier,MO -La Paillade,16/05/2011,16/06/2011,Locataire,Garage,SCI,Particuli,5,MO -La Pai,31
IA,147,Villa,94,237000,Particulier,Particulier,CE -La Martelle,07/06/2011,11/07/2011,Sans occupant,Villa,Particuli,Particuli,6,CE -La Mar,34
IA,,Appartement et annexes,"27,93",75000,Particulier,Particulier,PA -Aiguerelles,17/05/2011,24/06/2011,,Apparteme,Particuli,Particuli,5,PA -Aiguer,38
IA,,Appartement,"17,82",54000,Particulier,Particulier,CE -Alco,17/05/2011,09/06/2011,Sans occupant,Apparteme,Particuli,Particuli,5,CE -Alco,23
IA,,Appartement,"18,88",50000,Particulier,Particulier,MO -Celleneuve,16/05/2011,09/06/2011,Locataire,Apparteme,Particuli,Particuli,5,MO -Cellen,24
IA,,Appartement et annexes,"37,47",104500,Particulier,Particulier,CA -Croix d'Argent,16/05/2011,09/06/2011,Locataire,Apparteme,Particuli,Particuli,5,CA -Croix ,24
IA,,Appartement,"78,64",75000,Particulier,Particulier,PA -Saint Martin,16/05/2011,09/06/2011,Locataire,Apparteme,Particuli,Particuli,5,PA -Saint ,24
IA,,Appartement,"20,01",50000,Particulier,Particulier,MO -Celleneuve,16/05/2011,09/06/2011,Locataire,Apparteme,Particuli,Particuli,5,MO -Cellen,24
IA,,Appartement et annexes,"78,85",185000,Particulier,Particulier,CA -Croix d'Argent,15/05/2011,09/06/2011,Propriétaire,Apparteme,Particuli,Particuli,5,CA -Croix ,25
IA,,Appartement et annexes,"49,02",100000,Particulier,Particulier,CE -La Chamberte,18/05/2011,09/06/2011,Sans occupant,Apparteme,Particuli,Particuli,5,CE -La Cha,22
IA,,Appartement et annexes,"84,05",152000,Particulier,Particulier,CE -Les Cévennes,18/05/2011,09/06/2011,Sans occupant,Apparteme,Particuli,Particuli,5,CE -Les Cé,22
IA,,Appartement et annexes,"65,16",210000,Particulier,Particulier,PM -Millénaire,18/05/2011,09/06/2011,Sans occupant,Apparteme,Particuli,Particuli,5,PM -Millén,22
IA,,Appartement et annexes,"66,51",182000,Particulier,,HF -Plan des quatre Seigneurs,18/05/2011,09/06/2011,Propriétaire,Apparteme,Particuli,,5,HF -Plan d,22
IA,,Appartements 2 et +,"61,84",175000,Particulier,Particulier,PM -Port Marianne,18/05/2011,09/06/2011,Locataire,Apparteme,Particuli,Particuli,5,PM -Port M,22
IA,,Appartement et annexes,"67,9",170000,SCI,Particulier,CA -Lemasson,18/05/2011,09/06/2011,Sans occupant,Apparteme,SCI,Particuli,5,CA -Lemass,22
IA,,Appartement et annexes,"22,78",79000,Particulier,Particulier,CE -Alco,18/05/2011,09/06/2011,Sans occupant,Apparteme,Particuli,Particuli,5,CE -Alco,22
IA,,Appartement et annexes,"69,19",98000,Particulier,,CA -Lemasson,18/05/2011,09/06/2011,Locataire,Apparteme,Particuli,,5,CA -Lemass,22
IA,,Villa,"86,02",229000,Particulier,Particulier,MO -Hauts de Massane,17/05/2011,16/06/2011,Propriétaire,Villa,Particuli,Particuli,5,MO -Hauts ,30
IA,421,Villa,92,315000,Particulier,,PA -Saint Martin,16/05/2011,09/06/2011,Sans occupant,Villa,Particuli,,5,PA -Saint ,24
IA,92,Villa,101,237000,Particulier,Particulier,CE -La Martelle,17/05/2011,09/06/2011,Propriétaire,Villa,Particuli,Particuli,5,CE -La Mar,23
IA,719,Villa,135,440000,Particulier,Particulier,CE -La Chamberte,17/05/2011,09/06/2011,Sans occupant,Villa,Particuli,Particuli,5,CE -La Cha,23
IA,627,Terrain et bâtis divers,290,365000,Particulier,Autre personne morale,PA -Aiguerelles,10/06/2011,17/06/2011,Sans occupant,Terrain e,Particuli,Autre per,6,PA -Aiguer,7
IA,1971,Terrain,,171452,SEM,SCI,,17/05/2011,12/07/2011,Sans occupant,Terrain,SEM,SCI,5,,56
IA,,Appartement et annexes,"30,51",55000,Particulier,,CE -Alco,07/06/2011,24/06/2011,Propriétaire,Apparteme,Particuli,,6,CE -Alco,17
IA,,Appartement et annexes,"48,79",152000,Particulier,Particulier,PM -Port Marianne,18/05/2011,09/06/2011,Sans occupant,Apparteme,Particuli,Particuli,5,PM -Port M,22
IA,,Appartement et annexes,"69,2",215000,Particulier,,HF -Hopitaux Facultés,19/05/2011,09/06/2011,Propriétaire,Apparteme,Particuli,,5,HF -Hopita,21
IA,,Appartement et annexes,"73,95",160000,Particulier,Particulier,PA -Saint Martin,19/05/2011,09/06/2011,Propriétaire,Apparteme,Particuli,Particuli,5,PA -Saint ,21
IA,15784,Terrain,,430000,Particulier,EPA d'une collectivité locale,CA -Pas du Loup,26/05/2011,16/06/2011,,Terrain,Particuli,EPA d'une,5,CA -Pas du,21
IA,,Maison,"64,55",120000,Particulier,,HF -Hopitaux Facultés,19/05/2011,09/06/2011,Locataire,Maison,Particuli,,5,HF -Hopita,21
IA,,Appartement,"13,08",24500,Particulier,Particulier,MO -La Paillade,19/05/2011,08/07/2011,Sans occupant,Apparteme,Particuli,Particuli,5,MO -La Pai,50
IA,3859,Terrain,,500000,Particulier,promoteur immobilier,PA -Aiguerelles,26/05/2011,16/06/2011,Sans occupant,Terrain,Particuli,promoteur,5,PA -Aiguer,21
IA,2654,Terrain,,520000,Particulier,promoteur immobilier,PA -Aiguerelles,27/05/2011,16/06/2011,,Terrain,Particuli,promoteur,5,PA -Aiguer,20
IA,,Appartements 2 et +,306,510000,Particulier,Particulier,CA -Lemasson,19/05/2011,09/06/2011,Sans occupant,Apparteme,Particuli,Particuli,5,CA -Lemass,21
IA,,Appartement,"22,55",72600,Particulier,Particulier,PM -Port Marianne,19/05/2011,09/06/2011,Sans occupant,Apparteme,Particuli,Particuli,5,PM -Port M,21
IA,,Appartement et annexes,"69,78",165000,Particulier,Particulier,MO -Celleneuve,19/05/2011,09/06/2011,Propriétaire,Apparteme,Particuli,Particuli,5,MO -Cellen,21
IA,,Appartement et annexes,"32,33",122000,Particulier,Particulier,PM -Millénaire,19/05/2011,09/06/2011,Propriétaire,Apparteme,Particuli,Particuli,5,PM -Millén,21
IA,,Appartement,"18,21",57000,Particulier,Particulier,CE -Alco,19/05/2011,09/06/2011,Locataire,Apparteme,Particuli,Particuli,5,CE -Alco,21
IA,,Appartement,"35,22",60000,Particulier,Particulier,MC -Centre Historique,30/05/2011,04/07/2011,Sans occupant,Apparteme,Particuli,Particuli,5,MC -Centre,35
IA,,Local professionnel,"37,35",75000,Particulier,,MC -Centre Historique,30/05/2011,04/07/2011,Sans occupant,Local pro,Particuli,,5,MC -Centre,35
IA,,Appartements 2 et +,"104,47",3970000,Particulier,Particulier,MC -Gambetta,30/05/2011,,Propriétaire,Apparteme,Particuli,Particuli,5,MC -Gambet,-40693
IA,,Appartement et annexes,72,150000,Particulier,Particulier,HF -Hopitaux Facultés,19/05/2011,16/06/2011,Propriétaire,Apparteme,Particuli,Particuli,5,HF -Hopita,28
IA,,Appartement,"38,1",60000,Particulier,Particulier,MC -Centre Historique,30/05/2011,27/06/2011,Sans occupant,Apparteme,Particuli,Particuli,5,MC -Centre,28
IA,,Appartement et annexes,63,116000,Particulier,Particulier,CE -Alco,19/05/2011,16/06/2011,Sans occupant,Apparteme,Particuli,Particuli,5,CE -Alco,28
IA,,Local professionnel,"37,4",400000,Particulier,Particulier,MC -Comédie,30/05/2011,27/06/2011,Locataire,Local pro,Particuli,Particuli,5,MC -Comédi,28
IA,,Appartement et annexes,"34,52",88000,Particulier,Particulier,CE -La Martelle,20/05/2011,16/06/2011,Propriétaire,Apparteme,Particuli,Particuli,5,CE -La Mar,27
IA,,Appartement et annexes,"34,97",125000,Particulier,,HF -Hopitaux Facultés,20/05/2011,16/06/2011,Locataire,Apparteme,Particuli,,5,HF -Hopita,27
IA,,Appartement et annexes,"65,8",145000,Particulier,Particulier,CA -Lemasson,19/05/2011,16/06/2011,Sans occupant,Apparteme,Particuli,Particuli,5,CA -Lemass,28
IA,,Divers,,1,Autre personne morale,Particulier,PM -Port Marianne,19/05/2011,16/06/2011,Sans occupant,Divers,Autre per,Particuli,5,PM -Port M,28
