nom du dossier,Superficie bien vendu,Désignation du bien,Surface utile,Montant mise en vente,Vendeurs,Acquéreurs,Dates,Quartiers,CODES,Cod acteurs,,code date,Code cadastre
IA,,Appartement et annexes,70,140200,Particulier,Particulier,24/04/2008,CE -Les Cévennes,Apparteme,Particuli,Particuli,4,CE -Les Cé
IA,,Appartement et annexes,70,134500,Particulier,Particulier,24/04/2008,CA -Lemasson,Apparteme,Particuli,Particuli,4,CA -Lemass
IA,,Appartement et annexes,74,88000,Particulier,,02/05/2008,CE -Alco,Apparteme,Particuli,,5,CE -Alco
IA,,Appartement et annexes,66,190000,Particulier,Particulier,24/04/2008,PM -Pompignane,Apparteme,Particuli,Particuli,4,PM -Pompig
IA,,Appartement et annexes,81,138000,Particulier,Particulier,24/04/2008,CE -La Chamberte,Apparteme,Particuli,Particuli,4,CE -La Cha
IA,,Appartement et annexes,60,64000,Particulier,Particulier,24/04/2008,CE -Alco,Apparteme,Particuli,Particuli,4,CE -Alco
IA,,Appartement et annexes,59,110000,Particulier,Particulier,24/04/2008,CE -La Chamberte,Apparteme,Particuli,Particuli,4,CE -La Cha
IA,,Appartement et annexes,28,85000,Particulier,Particulier,24/04/2008,CA -Estanove,Apparteme,Particuli,Particuli,4,CA -Estano
IA,,Appartement et annexes,21,60000,SCI,Particulier,24/04/2008,PM -Port Marianne,Apparteme,SCI,Particuli,4,PM -Port M
IA,,Appartement et annexes,38,110000,Particulier,Particulier,24/04/2008,MC -Boutonnet,Apparteme,Particuli,Particuli,4,MC -Bouton
IA,,Appartement et annexes,46,120000,Particulier,Particulier,24/04/2008,HF -Aiguelongue,Apparteme,Particuli,Particuli,4,HF -Aiguel
IA,,Appartement et annexes,79,123000,Particulier,Particulier,23/04/2008,MO -La Paillade,Apparteme,Particuli,Particuli,4,MO -La Pai
IA,,Appartement et annexes,97,100000,Particulier,Particulier,23/04/2008,MO -La Paillade,Apparteme,Particuli,Particuli,4,MO -La Pai
IA,330,Villa,70,258000,Particulier,Particulier,22/04/2008,MC -Les Aubes,Villa,Particuli,Particuli,4,MC -Les Au
IA,,Appartement et annexes,109,285000,Particulier,Particulier,22/04/2008,MC -Gares,Apparteme,Particuli,Particuli,4,MC -Gares
IA,,Appartement,20,43500,Particulier,Particulier,21/04/2008,MC -Comédie,Apparteme,Particuli,Particuli,4,MC -Comédi
IA,,Appartement,29,52000,Particulier,Particulier,21/04/2008,MC -Comédie,Apparteme,Particuli,Particuli,4,MC -Comédi
IA,,Local ,,20000,Autre personne morale,Particulier,21/04/2008,MC -Les Beaux Arts,Local ,Autre per,Particuli,4,MC -Les Be
IA,,Appartement,33,66500,Particulier,Particulier,21/04/2008,MC -Centre Historique,Apparteme,Particuli,Particuli,4,MC -Centre
IA,,Appartement,68,75000,SCI,Particulier,21/04/2008,MC -Les Arceaux,Apparteme,SCI,Particuli,4,MC -Les Ar
IA,,Appartement et annexes,108,450000,Particulier,Particulier,21/04/2008,MC -Antigone,Apparteme,Particuli,Particuli,4,MC -Antigo
IA,,Garage,,15000,Particulier,SCI,21/04/2008,MC -Gares,Garage,Particuli,SCI,4,MC -Gares
IA,,Appartement et annexes,48,150000,Particulier,Particulier,21/04/2008,MC -Boutonnet,Apparteme,Particuli,Particuli,4,MC -Bouton
IA,,Appartements 2 et +,134,400000,Particulier,Particulier,21/04/2008,MC -Gares,Apparteme,Particuli,Particuli,4,MC -Gares
IA,,Appartement,142,535000,Particulier,Particulier,21/04/2008,MC -Gares,Apparteme,Particuli,Particuli,4,MC -Gares
IA,,Appartement et annexes,80,96000,Particulier,SEM,21/04/2008,MC -Gambetta,Apparteme,Particuli,SEM,4,MC -Gambet
IA,254,Villa,220,590000,Particulier,Particulier,21/04/2008,MC -Figuerolles,Villa,Particuli,Particuli,4,MC -Figuer
IA,,Appartement,23,70000,Particulier,Particulier,21/04/2008,MC -Les Beaux Arts,Apparteme,Particuli,Particuli,4,MC -Les Be
IA,595,Villa,200,460000,Particulier,Particulier,21/04/2008,MC -Figuerolles,Villa,Particuli,Particuli,4,MC -Figuer
IA,,Appartement et annexes,51,105000,Particulier,,21/04/2008,MC -Gambetta,Apparteme,Particuli,,4,MC -Gambet
IA,233,Villa,100,257000,Particulier,Particulier,21/04/2008,MC -Figuerolles,Villa,Particuli,Particuli,4,MC -Figuer
IA,,Local professionnel,95,210000,Particulier,Particulier,21/04/2008,MC -Gambetta,Local pro,Particuli,Particuli,4,MC -Gambet
IA,,Appartement,73,158000,Particulier,Particulier,21/04/2008,MC -Figuerolles,Apparteme,Particuli,Particuli,4,MC -Figuer
IA,,Appartement et annexes,85,176000,Particulier,Particulier,22/04/2008,CA -Lemasson,Apparteme,Particuli,Particuli,4,CA -Lemass
IA,,Appartements 2 et +,120,150000,Particulier,Particulier,22/04/2008,MC -Figuerolles,Apparteme,Particuli,Particuli,4,MC -Figuer
IA,296,,300,700000,Particulier,,22/04/2008,MC -Centre Historique,,Particuli,,4,MC -Centre
IA,,Appartement et annexes,66,170000,Particulier,Particulier,25/04/2008,MC -Antigone,Apparteme,Particuli,Particuli,4,MC -Antigo
IA,780,Villa,102,390000,Particulier,Particulier,25/04/2008,MC -Les Aubes,Villa,Particuli,Particuli,4,MC -Les Au
IA,,Appartement et annexes,43,70000,Particulier,Particulier,22/04/2008,MC -Gambetta,Apparteme,Particuli,Particuli,4,MC -Gambet
IA,,Appartement et annexes,36,64500,Particulier,Particulier,22/04/2008,MC -Gares,Apparteme,Particuli,Particuli,4,MC -Gares
IA,,Appartement,25,73000,Particulier,Particulier,23/04/2008,MC -Les Arceaux,Apparteme,Particuli,Particuli,4,MC -Les Ar
IA,,Appartement,16,53000,Particulier,Particulier,23/04/2008,MC -Les Arceaux,Apparteme,Particuli,Particuli,4,MC -Les Ar
IA,,Appartement,50,106200,Particulier,,23/04/2008,MC -Gares,Apparteme,Particuli,,4,MC -Gares
IA,49,Maison,70,120000,Particulier,Particulier,23/04/2008,MC -Les Arceaux,Maison,Particuli,Particuli,4,MC -Les Ar
IA,,Appartement et annexes,42,119000,Particulier,Particulier,23/04/2008,MC -Centre Historique,Apparteme,Particuli,Particuli,4,MC -Centre
IA,,Appartement et annexes,38,76000,Particulier,Particulier,23/04/2008,MC -Figuerolles,Apparteme,Particuli,Particuli,4,MC -Figuer
IA,,Appartement et annexes,57,126000,Particulier,Particulier,24/04/2008,MC -Gambetta,Apparteme,Particuli,Particuli,4,MC -Gambet
IA,,Appartement,19,62000,Particulier,Particulier,24/04/2008,MC -Gares,Apparteme,Particuli,Particuli,4,MC -Gares
IA,267,Villa,83,235000,Particulier,Particulier,24/04/2008,MC -Les Aubes,Villa,Particuli,Particuli,4,MC -Les Au
IA,,Appartement et annexes,80,250000,Particulier,Particulier,24/04/2008,MC -Antigone,Apparteme,Particuli,Particuli,4,MC -Antigo
IA,,Appartement,48,94200,Particulier,Particulier,24/04/2008,MC -Gares,Apparteme,Particuli,Particuli,4,MC -Gares
IA,,Local commercial,232,300000,SCI,Particulier,24/04/2008,MC -Gares,Local com,SCI,Particuli,4,MC -Gares
IA,,Appartement,83,211000,Particulier,Particulier,24/04/2008,MC -Comédie,Apparteme,Particuli,Particuli,4,MC -Comédi
IA,,Appartement et annexes,68,175000,Particulier,Particulier,24/04/2008,MC -Boutonnet,Apparteme,Particuli,Particuli,4,MC -Bouton
IA,,Appartement et annexes,70,172000,Particulier,Particulier,24/04/2008,MC -Antigone,Apparteme,Particuli,Particuli,4,MC -Antigo
IA,,Appartement et annexes,49,110000,Particulier,Particulier,25/04/2008,MC -Gares,Apparteme,Particuli,Particuli,4,MC -Gares
IA,,Appartement et annexes,116,385000,Particulier,Particulier,25/04/2008,MC -Boutonnet,Apparteme,Particuli,Particuli,4,MC -Bouton
IA,,Appartement,72,195000,Particulier,,25/04/2008,MC -Gares,Apparteme,Particuli,,4,MC -Gares
IA,,Local professionnel,98,129000,,,25/04/2008,MC -Comédie,Local pro,,,4,MC -Comédi
IA,,Appartement et annexes,37,80000,SCI,SCI,05/05/2008,MC -Gares,Apparteme,SCI,SCI,5,MC -Gares
IA,,Appartement et annexes,"36,32",103000,Particulier,,25/04/2008,MC -Centre Historique,Apparteme,Particuli,,4,MC -Centre
IA,,Appartement et annexes,20,50000,Particulier,Particulier,25/04/2008,MC -Les Beaux Arts,Apparteme,Particuli,Particuli,4,MC -Les Be
IA,,Appartement et annexes,93,330000,SACI-SCCV,Particulier,25/04/2008,MC -Les Arceaux,Apparteme,SACI-SCCV,Particuli,4,MC -Les Ar
IA,,Appartement,"52,69",135000,Particulier,Particulier,28/04/2008,MC -Centre Historique,Apparteme,Particuli,Particuli,4,MC -Centre
IA,,Appartement et annexes,321,600000,Autre personne morale,Autre personne morale,25/04/2008,MC -Boutonnet,Apparteme,Autre per,Autre per,4,MC -Bouton
IA,,Appartement,"55,06",135000,Particulier,SCI,29/04/2008,MC -Centre Historique,Apparteme,Particuli,SCI,4,MC -Centre
IA,,Appartements 2 et +,113,279000,Particulier,,25/04/2008,MC -Gares,Apparteme,Particuli,,4,MC -Gares
IA,,Appartement et annexes,"183,96",255000,Particulier,Particulier,01/04/2008,MC -Comédie,Apparteme,Particuli,Particuli,4,MC -Comédi
IA,,Appartement,17,67000,Particulier,Particulier,25/04/2008,MC -Boutonnet,Apparteme,Particuli,Particuli,4,MC -Bouton
IA,73,Maison,79,126000,Particulier,promoteur immobilier,05/05/2008,MC -Gambetta,Maison,Particuli,promoteur,5,MC -Gambet
IA,,Appartement et annexes,19,58000,Particulier,,05/05/2008,MC -Les Beaux Arts,Apparteme,Particuli,,5,MC -Les Be
IA,,Appartements 2 et +,"118,94",255000,Autre personne morale,Particulier,05/05/2008,MC -Centre Historique,Apparteme,Autre per,Particuli,5,MC -Centre
IA,,Appartement et annexes,28,88000,Particulier,Particulier,05/05/2008,MC -Les Beaux Arts,Apparteme,Particuli,Particuli,5,MC -Les Be
IA,,Appartement,30,85000,SCI,Particulier,05/05/2008,MC -Les Arceaux,Apparteme,SCI,Particuli,5,MC -Les Ar
IA,,Appartement,18,33000,Particulier,Particulier,05/05/2008,MC -Gambetta,Apparteme,Particuli,Particuli,5,MC -Gambet
IA,,Appartement,32,64000,Particulier,,05/05/2008,MC -Boutonnet,Apparteme,Particuli,,5,MC -Bouton
IA,,Appartement et annexes,57,150000,Particulier,Particulier,05/05/2008,MC -Boutonnet,Apparteme,Particuli,Particuli,5,MC -Bouton
IA,,Appartement et annexes,55,173000,Particulier,,05/05/2008,MC -Gares,Apparteme,Particuli,,5,MC -Gares
IA,,Appartement et annexes,53,150000,Particulier,,05/05/2008,MC -Antigone,Apparteme,Particuli,,5,MC -Antigo
IA,,Appartements 2 et +,57,120000,Particulier,Particulier,05/05/2008,MC -Boutonnet,Apparteme,Particuli,Particuli,5,MC -Bouton
IA,,Appartement et annexes,21,55500,Particulier,Particulier,28/04/2008,MC -Les Beaux Arts,Apparteme,Particuli,Particuli,4,MC -Les Be
IA,,Appartement et annexes,30,67000,Particulier,Particulier,29/04/2008,MC -Figuerolles,Apparteme,Particuli,Particuli,4,MC -Figuer
IA,,Appartement et annexes,77,203000,Particulier,Particulier,29/04/2008,MC -Gambetta,Apparteme,Particuli,Particuli,4,MC -Gambet
IA,,Appartement,15,38000,Particulier,Particulier,28/04/2008,MC -Les Arceaux,Apparteme,Particuli,Particuli,4,MC -Les Ar
IA,276,Villa,69,250000,Particulier,Particulier,29/04/2008,MC -Les Aubes,Villa,Particuli,Particuli,4,MC -Les Au
IA,,Appartement et annexes,30,44000,Particulier,Particulier,29/04/2008,MC -Figuerolles,Apparteme,Particuli,Particuli,4,MC -Figuer
IA,,Appartement et annexes,99,260000,Particulier,Particulier,28/04/2008,MC -Antigone,Apparteme,Particuli,Particuli,4,MC -Antigo
IA,,Appartements 2 et +,111,330000,Particulier,Particulier,28/04/2008,MC -Antigone,Apparteme,Particuli,Particuli,4,MC -Antigo
IA,,Appartement et annexes,47,142000,Particulier,Particulier,16/05/2008,MC -Antigone,Apparteme,Particuli,Particuli,5,MC -Antigo
IA,,Appartement et annexes,78,220000,Particulier,SCI,19/05/2008,MC -Gares,Apparteme,Particuli,SCI,5,MC -Gares
IA,,Appartement et annexes,86,95000,Particulier,,02/06/2008,MC -Les Beaux Arts,Apparteme,Particuli,,6,MC -Les Be
IA,,Appartement et annexes,30,102000,Particulier,Particulier,15/05/2008,MC -Gares,Apparteme,Particuli,Particuli,5,MC -Gares
IA,,Appartement et annexes,46,210000,Particulier,Particulier,16/05/2008,MC -Antigone,Apparteme,Particuli,Particuli,5,MC -Antigo
IA,,Appartement et annexes,63,240000,Particulier,Particulier,16/05/2008,MC -Boutonnet,Apparteme,Particuli,Particuli,5,MC -Bouton
IA,,Appartement,74,179000,Particulier,Particulier,29/04/2008,MC -Les Beaux Arts,Apparteme,Particuli,Particuli,4,MC -Les Be
IA,,Appartement,31,54000,Particulier,Particulier,30/04/2008,MC -Gambetta,Apparteme,Particuli,Particuli,4,MC -Gambet
IA,,Appartement,9,17000,Particulier,Particulier,23/05/2008,MC -Gambetta,Apparteme,Particuli,Particuli,5,MC -Gambet
IA,,Appartement,46,50000,Particulier,,30/04/2008,MC -Gambetta,Apparteme,Particuli,,4,MC -Gambet
IA,,Appartement et annexes,57,120000,Particulier,Particulier,20/05/2008,MC -Figuerolles,Apparteme,Particuli,Particuli,5,MC -Figuer
IA,,Appartement et annexes,137,400000,Particulier,Particulier,30/04/2008,MC -Gares,Apparteme,Particuli,Particuli,4,MC -Gares
IA,,Appartement,22,43000,Particulier,Particulier,30/04/2008,MC -Les Arceaux,Apparteme,Particuli,Particuli,4,MC -Les Ar
IA,,Appartement et annexes,48,100000,Particulier,Particulier,02/05/2008,MC -Gares,Apparteme,Particuli,Particuli,5,MC -Gares
IA,241,Villa,76,195000,Particulier,Particulier,20/05/2008,MC -Boutonnet,Villa,Particuli,Particuli,5,MC -Bouton
IA,,Appartement,67,203000,Particulier,Particulier,02/05/2008,MC -Les Beaux Arts,Apparteme,Particuli,Particuli,5,MC -Les Be
IA,,Appartement et annexes,35,98000,Particulier,Particulier,02/05/2008,MC -Les Beaux Arts,Apparteme,Particuli,Particuli,5,MC -Les Be
IA,509,Villa,92,330000,Particulier,Particulier,19/05/2008,MC -Les Aubes,Villa,Particuli,Particuli,5,MC -Les Au
IA,,Appartement,34,95400,Particulier,Particulier,06/05/2008,MC -Antigone,Apparteme,Particuli,Particuli,5,MC -Antigo
IA,,Appartement et annexes,73,190000,Particulier,Particulier,06/05/2008,MC -Les Arceaux,Apparteme,Particuli,Particuli,5,MC -Les Ar
IA,1072,Villa,99,470000,Particulier,Particulier,20/05/2008,PA -Aiguerelles,Villa,Particuli,Particuli,5,PA -Aiguer
IA,149,Villa,,220000,Particulier,Particulier,25/04/2008,,Villa,Particuli,Particuli,4,
IA,179,Villa,86,290000,Particulier,Particulier,22/05/2008,HF -Aiguelongue,Villa,Particuli,Particuli,5,HF -Aiguel
IA,,Local ,,250000,SCI,Particulier,28/04/2008,CE -La Martelle,Local ,SCI,Particuli,4,CE -La Mar
IA,,Appartement,,58000,Particulier,Particulier,29/04/2008,CE -Alco,Apparteme,Particuli,Particuli,4,CE -Alco
IA,639,Villa,,465000,Particulier,Particulier,29/04/2008,PM -Port Marianne,Villa,Particuli,Particuli,4,PM -Port M
IA,,Appartement et annexes,71,140000,Particulier,Particulier,16/05/2008,PM -Pompignane,Apparteme,Particuli,Particuli,5,PM -Pompig
IA,,Appartement et annexes,,272000,Particulier,Particulier,05/05/2008,PA -Aiguerelles,Apparteme,Particuli,Particuli,5,PA -Aiguer
IA,,Local ,"66,5",165000,,Particulier,06/06/2008,,Local ,,Particuli,6,
IA,110,Villa,110,241800,Particulier,Constructeur,28/05/2008,CE -Les Cévennes,Villa,Particuli,Construct,5,CE -Les Cé
IA,,Appartement,"17,63",37904,Particulier,SCI,25/04/2008,CE -Alco,Apparteme,Particuli,SCI,4,CE -Alco
IA,,Appartement et annexes,"58,74",114000,Particulier,Particulier,25/04/2008,PA -Saint Martin,Apparteme,Particuli,Particuli,4,PA -Saint 
IA,,Appartement et annexes,28,85800,Particulier,Particulier,25/04/2008,PA -Aiguerelles,Apparteme,Particuli,Particuli,4,PA -Aiguer
IA,,Appartement et annexes,"68,38",198000,Particulier,Particulier,25/04/2008,PA -Aiguerelles,Apparteme,Particuli,Particuli,4,PA -Aiguer
IA,231,Villa,66,210440,Particulier,Particulier,19/05/2008,CA -Estanove,Villa,Particuli,Particuli,5,CA -Estano
IA,119,Villa,137,83000,Particulier,SCI,28/04/2008,CE -La Martelle,Villa,Particuli,SCI,4,CE -La Mar
IA,,Villa,160,440000,Particulier,Particulier,29/04/2008,HF -Hopitaux Facultés,Villa,Particuli,Particuli,4,HF -Hopita
IA,356,Villa,144,425000,Particulier,,30/04/2008,PM -Pompignane,Villa,Particuli,,4,PM -Pompig
IA,871,Terrain,,"1257590,78",SEM,Autre personne morale,05/05/2008,HF -Hopitaux Facultés,Terrain,SEM,Autre per,5,HF -Hopita
IA,,Villa,114,333000,Constructeur,Constructeur,02/05/2008,PM -Port Marianne,Villa,Construct,Construct,5,PM -Port M
IA,402,,90,280000,Particulier,,02/05/2008,CE -La Chamberte,,Particuli,,5,CE -La Cha
IA,384,Terrain et bâtis divers,,4573,Particulier,Particulier,16/05/2008,CA -Croix d'Argent,Terrain e,Particuli,Particuli,5,CA -Croix 
IA,,Appartement et annexes,"31,49",84000,Particulier,Particulier,25/04/2008,CE -La Chamberte,Apparteme,Particuli,Particuli,4,CE -La Cha
IA,328,Villa,155,355000,Particulier,Particulier,05/05/2008,CA -Croix d'Argent,Villa,Particuli,Particuli,5,CA -Croix 
IA,,Appartement et annexes,"16,49",48000,Particulier,Particulier,09/05/2008,HF -Hopitaux Facultés,Apparteme,Particuli,Particuli,5,HF -Hopita
IA,1473,Villa,160,875000,Particulier,Particulier,05/05/2008,MC -Figuerolles,Villa,Particuli,Particuli,5,MC -Figuer
IA,,Parking,,13000,Particulier,Particulier,06/05/2008,MC -Boutonnet,Parking,Particuli,Particuli,5,MC -Bouton
IA,,Appartement et annexes,33,78000,Particulier,Particulier,06/05/2008,MC -Figuerolles,Apparteme,Particuli,Particuli,5,MC -Figuer
IA,,Appartement,56,123000,Particulier,Particulier,06/05/2008,MC -Les Beaux Arts,Apparteme,Particuli,Particuli,5,MC -Les Be
IA,,Appartement,44,100000,SCI,Particulier,06/05/2008,MC -Boutonnet,Apparteme,SCI,Particuli,5,MC -Bouton
IA,,Appartement,17,24000,Particulier,Particulier,06/05/2008,MC -Boutonnet,Apparteme,Particuli,Particuli,5,MC -Bouton
IA,,Appartement et annexes,97,411000,Particulier,Particulier,06/05/2008,MC -Gambetta,Apparteme,Particuli,Particuli,5,MC -Gambet
IA,,Appartement et annexes,68,115000,Particulier,Particulier,06/05/2008,MC -Gares,Apparteme,Particuli,Particuli,5,MC -Gares
IA,,Appartement et annexes,"44,09",138000,Particulier,Particulier,06/05/2008,MC -Centre Historique,Apparteme,Particuli,Particuli,5,MC -Centre
IA,172,Villa,95,302500,Particulier,Particulier,07/05/2008,MC -Gares,Villa,Particuli,Particuli,5,MC -Gares
IA,,Appartement,"51,55",137000,SCI,Particulier,09/05/2008,MC -Centre Historique,Apparteme,SCI,Particuli,5,MC -Centre
IA,,Appartement,"65,13",135000,Particulier,Particulier,09/05/2008,MC -Centre Historique,Apparteme,Particuli,Particuli,5,MC -Centre
IA,353,Maison,353,300000,Particulier,Particulier,07/05/2008,MC -Gambetta,Maison,Particuli,Particuli,5,MC -Gambet
IA,,Cave,,20000,Autre personne morale,Particulier,07/05/2008,MC -Les Beaux Arts,Cave,Autre per,Particuli,5,MC -Les Be
IA,,Cave,,4000,Autre personne morale,Particulier,07/05/2008,MC -Les Beaux Arts,Cave,Autre per,Particuli,5,MC -Les Be
IA,,Garage,,10000,Particulier,,07/05/2008,MC -Gambetta,Garage,Particuli,,5,MC -Gambet
IA,,Appartement,43,106000,Particulier,Particulier,07/05/2008,MC -Antigone,Apparteme,Particuli,Particuli,5,MC -Antigo
IA,,Appartement et annexes,49,150000,Particulier,Particulier,07/05/2008,MC -Les Beaux Arts,Apparteme,Particuli,Particuli,5,MC -Les Be
IA,,Local commercial,63,129500,SCI,Particulier,07/05/2008,MC -Gambetta,Local com,SCI,Particuli,5,MC -Gambet
IA,,Appartement et annexes,46,142000,SACI-SCCV,Particulier,07/05/2008,MC -Antigone,Apparteme,SACI-SCCV,Particuli,5,MC -Antigo
IA,,Appartement et annexes,106,265000,Particulier,,07/05/2008,MC -Gambetta,Apparteme,Particuli,,5,MC -Gambet
IA,,Parking,,15000,Particulier,Particulier,09/05/2008,MC -Figuerolles,Parking,Particuli,Particuli,5,MC -Figuer
IA,192,Maison,210,393000,Particulier,Particulier,09/05/2008,MC -Gambetta,Maison,Particuli,Particuli,5,MC -Gambet
IA,830,Immeuble,750,300000,Particulier,Particulier,09/05/2008,MC -Boutonnet,Immeuble,Particuli,Particuli,5,MC -Bouton
IA,,Appartement et annexes,75,232000,Particulier,Particulier,09/05/2008,MC -Gambetta,Apparteme,Particuli,Particuli,5,MC -Gambet
IA,,Appartement et annexes,"31,61",64000,Particulier,Particulier,13/05/2008,MC -Centre Historique,Apparteme,Particuli,Particuli,5,MC -Centre
IA,,Appartement et annexes,127,610000,Particulier,Particulier,09/05/2008,MC -Les Beaux Arts,Apparteme,Particuli,Particuli,5,MC -Les Be
IA,,Appartement et annexes,39,120000,Particulier,Particulier,26/05/2008,CA -Pas du Loup,Apparteme,Particuli,Particuli,5,CA -Pas du
IA,,Appartement et annexes,71,165000,Particulier,Particulier,09/05/2008,MC -Gares,Apparteme,Particuli,Particuli,5,MC -Gares
IA,,Appartement et annexes,76,205000,Particulier,Particulier,09/05/2008,MC -Les Beaux Arts,Apparteme,Particuli,Particuli,5,MC -Les Be
IA,145,Villa,92,254000,Particulier,Particulier,23/05/2008,CE -La Chamberte,Villa,Particuli,Particuli,5,CE -La Cha
IA,6000,Terrain,,574080,SEM,SCI,06/05/2008,,Terrain,SEM,SCI,5,
IA,677,Villa,38,202500,Particulier,Particulier,09/05/2008,,Villa,Particuli,Particuli,5,
IA,398,Terrain,,22560,OPHLM,SCI,09/05/2008,,Terrain,OPHLM,SCI,5,
IA,2096,Villa,80,690000,Particulier,Constructeur,06/05/2008,CA -Croix d'Argent,Villa,Particuli,Construct,5,CA -Croix 
IA,,Local commercial,34,48000,Particulier,Particulier,23/05/2008,MO -La Paillade,Local com,Particuli,Particuli,5,MO -La Pai
IA,,Appartement et annexes,67,214000,Particulier,Particulier,09/06/2008,MC -Antigone,Apparteme,Particuli,Particuli,6,MC -Antigo
IA,,Appartement et annexes,71,140000,Particulier,Particulier,26/05/2008,CA -Estanove,Apparteme,Particuli,Particuli,5,CA -Estano
IA,284,Villa,124,365000,Particulier,Particulier,07/05/2008,CE -La Chamberte,Villa,Particuli,Particuli,5,CE -La Cha
IA,284,Villa,200,290000,Particulier,,07/05/2008,CA -Estanove,Villa,Particuli,,5,CA -Estano
IA,231,Volume,210,730000,Particulier,,05/05/2008,CA -Lemasson,Volume,Particuli,,5,CA -Lemass
IA,851,Terrain,,15000,SCI,Particulier,07/05/2008,,Terrain,SCI,Particuli,5,
IA,,Appartement,27,56000,Particulier,Particulier,28/04/2008,CE -Alco,Apparteme,Particuli,Particuli,4,CE -Alco
IA,156,Villa,100,210000,Particulier,Particulier,26/05/2008,MO -Celleneuve,Villa,Particuli,Particuli,5,MO -Cellen
IA,,Appartement et annexes,31,115000,Particulier,Particulier,28/04/2008,PM -Millénaire,Apparteme,Particuli,Particuli,4,PM -Millén
IA,,Appartement,59,165000,Particulier,Particulier,28/04/2008,CE -La Martelle,Apparteme,Particuli,Particuli,4,CE -La Mar
IA,,Appartement et annexes,50,130000,Particulier,Particulier,25/04/2008,HF -Hopitaux Facultés,Apparteme,Particuli,Particuli,4,HF -Hopita
IA,,Appartement et annexes,29,95000,Particulier,Particulier,25/04/2008,PM -Port Marianne,Apparteme,Particuli,Particuli,4,PM -Port M
IA,,Parking,,2000,Particulier,Particulier,25/04/2008,CE -Alco,Parking,Particuli,Particuli,4,CE -Alco
IA,,Appartement et annexes,65,144000,Particulier,Particulier,25/04/2008,MO -Celleneuve,Apparteme,Particuli,Particuli,4,MO -Cellen
IA,,Appartement et annexes,68,128000,Particulier,Particulier,25/04/2008,CE -Alco,Apparteme,Particuli,Particuli,4,CE -Alco
IA,,Appartement et annexes,52,147000,Particulier,Particulier,25/04/2008,CA -Estanove,Apparteme,Particuli,Particuli,4,CA -Estano
IA,,Appartement et annexes,33,90000,Particulier,Particulier,23/05/2008,CE -Les Cévennes,Apparteme,Particuli,Particuli,5,CE -Les Cé
IA,,Appartements 2 et +,136,340000,Particulier,Particulier,25/04/2008,HF -Aiguelongue,Apparteme,Particuli,Particuli,4,HF -Aiguel
IA,,Appartement et annexes,81,130000,Particulier,,25/04/2008,CE -La Chamberte,Apparteme,Particuli,,4,CE -La Cha
IA,,Appartement et annexes,85,180000,Particulier,Particulier,16/05/2008,MC -Boutonnet,Apparteme,Particuli,Particuli,5,MC -Bouton
IA,,Appartement et annexes,29,76000,Particulier,Particulier,28/04/2008,HF -Hopitaux Facultés,Apparteme,Particuli,Particuli,4,HF -Hopita
IA,,Appartement et annexes,25,46000,Particulier,Particulier,26/05/2008,CE -Alco,Apparteme,Particuli,Particuli,5,CE -Alco
IA,,Appartement et annexes,85,150000,Particulier,Particulier,25/04/2008,CE -Les Cévennes,Apparteme,Particuli,Particuli,4,CE -Les Cé
IA,,Appartements 2 et +,0,279000,Particulier,Particulier,06/05/2008,MC -Gares,Apparteme,Particuli,Particuli,5,MC -Gares
IA,,,,44000,Particulier,Particulier,09/05/2008,MC -Gambetta,,Particuli,Particuli,5,MC -Gambet
IA,,Appartement et annexes,50,110000,Particulier,Particulier,28/04/2008,MO -Celleneuve,Apparteme,Particuli,Particuli,4,MO -Cellen
IA,,Appartement,26,,Particulier,,25/04/2008,CE -Alco,Apparteme,Particuli,,4,CE -Alco
IA,,Appartement et annexes,68,,Particulier,,25/04/2008,MC -Boutonnet,Apparteme,Particuli,,4,MC -Bouton
IA,,Appartement et annexes,71,137000,Particulier,Particulier,25/04/2008,CA -Pas du Loup,Apparteme,Particuli,Particuli,4,CA -Pas du
IA,,Appartement et annexes,73,130000,Particulier,Particulier,29/04/2008,CA -Lemasson,Apparteme,Particuli,Particuli,4,CA -Lemass
IA,,Garage,,9000,Particulier,,29/04/2008,PA -Prés Arènes,Garage,Particuli,,4,PA -Prés A
IA,,Appartement et annexes,33,160000,SCI,Particulier,28/04/2008,CE -Alco,Apparteme,SCI,Particuli,4,CE -Alco
IA,,Appartement et annexes,33,90000,Particulier,Particulier,29/04/2008,CA -Lemasson,Apparteme,Particuli,Particuli,4,CA -Lemass
IA,,Appartement et annexes,70,165000,Particulier,Particulier,29/04/2008,HF -Hopitaux Facultés,Apparteme,Particuli,Particuli,4,HF -Hopita
IA,,Parking,,15000,Particulier,Particulier,29/04/2008,CE -Alco,Parking,Particuli,Particuli,4,CE -Alco
IA,,Parking,,1000,Particulier,Particulier,29/04/2008,CA -Estanove,Parking,Particuli,Particuli,4,CA -Estano
IA,,Appartement et annexes,85,330000,Particulier,Particulier,29/04/2008,CA -Estanove,Apparteme,Particuli,Particuli,4,CA -Estano
IA,,Appartement et annexes,47,90000,Particulier,Particulier,29/04/2008,HF -Hopitaux Facultés,Apparteme,Particuli,Particuli,4,HF -Hopita
IA,,Appartement et annexes,52,140000,Particulier,,29/04/2008,CA -Pas du Loup,Apparteme,Particuli,,4,CA -Pas du
